Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-3q16,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: TestCorrectAnswer,Spreadsheet: Age,Spreadsheet: Gender,Spreadsheet: Handedness,Manipulation: Spreadsheet,Store: NounNumberTrain,Store: NounNumberCorrect,Store: NounNumberTotal
20,1685176567441,27/05/2023 08:36:07,1685180167441,1,27/05/2023 10:36:07,128616,14,task-m73r,,29751638,5d3d9749607ede001a0712df,8853919,,complete,,6471ceafa2ae1c5684736ab0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,Noun-Number Training,27,Dual-Plural,Noun Number Training,8,Training01,Training01,34efq7,1,response,PHAITU,1733.3439999999973,3716.690999999999,3721.0699999761564,1733.3439999999973,3716.690999999999,3721.0699999761564,1,1733.3439999999973,1987.725999976159,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,PHAI,_01.png,_02.png,,PHAI_TU_01.png,PHAI_TU_02.png,PHAITU,,,,,,,,,,,,,,,,,,
21,1685176570169,27/05/2023 08:36:10,1685180170169,1,27/05/2023 10:36:10,128616,14,task-m73r,,29751638,5d3d9749607ede001a0712df,8853919,,complete,,6471ceafa2ae1c5684736ab0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,Noun-Number Training,27,Dual-Plural,Noun Number Training,9,Training01,Training01,34efq7,1,response,BLARTU,1183.3440000000046,2716.681000000004,2732.279000071525,1183.3440000000046,2716.681000000004,2732.279000071525,1,1183.3440000000046,1548.9350000715203,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,BLAR,_01.png,_02.png,,BLAR_TU_01.png,BLAR_TU_02.png,BLARTU,,,,,,,,,,,,,,,,,,
22,1685176572519,27/05/2023 08:36:12,1685180172519,1,27/05/2023 10:36:12,128616,14,task-m73r,,29751638,5d3d9749607ede001a0712df,8853919,,complete,,6471ceafa2ae1c5684736ab0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,Noun-Number Training,27,Dual-Plural,Noun Number Training,10,Training01,Training01,34efq7,1,response,DREETA,1200.0109999999986,2350.0179999999964,2366.498000047679,1200.0109999999986,2350.0179999999964,2366.498000047679,1,1200.0109999999986,1166.4870000476803,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,DREE,_01.png,_02.png,,DREE_TA_01.png,DREE_TA_02.png,DREETA,,,,,,,,,,,,,,,,,,
23,1685176575334,27/05/2023 08:36:15,1685180175334,1,27/05/2023 10:36:15,128616,14,task-m73r,,29751638,5d3d9749607ede001a0712df,8853919,,complete,,6471ceafa2ae1c5684736ab0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,Noun-Number Training,27,Dual-Plural,Noun Number Training,11,Training01,Training01,34efq7,1,response,STOOTI,966.6649999999936,2816.728000000003,2830.8800000238407,966.6649999999936,2816.728000000003,2830.8800000238407,1,966.6649999999936,1864.215000023847,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,STOO,_01.png,_02.png,,STOO_TI_01.png,STOO_TI_02.png,STOOTI,,,,,,,,,,,,,,,,,,
24,1685176579030,27/05/2023 08:36:19,1685180179030,1,27/05/2023 10:36:19,128616,14,task-m73r,,29751638,5d3d9749607ede001a0712df,8853919,,complete,,6471ceafa2ae1c5684736ab0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,Noun-Number Training,27,Dual-Plural,Noun Number Training,12,Training01,Training01,34efq7,1,response,SNURTA,2483.3499999999913,3699.9899999999907,3709.951999976154,2483.3499999999913,3699.9899999999907,3709.951999976154,1,2483.3499999999913,1226.601999976163,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,SNUR,_01.png,_02.png,,SNUR_TA_01.png,SNUR_TA_02.png,SNURTA,,,,,,,,,,,,,,,,,,
25,1685176582434,27/05/2023 08:36:22,1685180182434,1,27/05/2023 10:36:22,128616,14,task-m73r,,29751638,5d3d9749607ede001a0712df,8853919,,complete,,6471ceafa2ae1c5684736ab0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,Noun-Number Training,27,Dual-Plural,Noun Number Training,13,Training01,Training01,34efq7,1,response,BLARTI,1050.0449999999983,3400.037000000011,3413.862000071531,1050.0449999999983,3400.037000000011,3413.862000071531,1,1050.0449999999983,2363.8170000715327,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,BLAR,_01.png,_02.png,,BLAR_TI_01.png,BLAR_TI_02.png,BLARTI,,,,,,,,,,,,,,,,,,
26,1685176586925,27/05/2023 08:36:26,1685180186925,1,27/05/2023 10:36:26,128616,14,task-m73r,,29751638,5d3d9749607ede001a0712df,8853919,,complete,,6471ceafa2ae1c5684736ab0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,Noun-Number Training,27,Dual-Plural,Noun Number Training,14,Training01,Training01,34efq7,1,response,PHAITA,2066.6589999999997,4499.995999999999,4505.225000047678,2066.6589999999997,4499.995999999999,4505.225000047678,1,2066.6589999999997,2438.5660000476782,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,PHAI,_01.png,_02.png,,PHAI_TA_01.png,PHAI_TA_02.png,PHAITA,,,,,,,,,,,,,,,,,,
27,1685176599133,27/05/2023 08:36:39,1685180199133,1,27/05/2023 10:36:39,128616,14,task-m73r,,29751638,5d3d9749607ede001a0712df,8853919,,complete,,6471ceafa2ae1c5684736ab0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,Noun-Number Training,27,Dual-Plural,Noun Number Training,15,Training01,Training01,34efq7,1,response,SNURTI,9800.06199999999,12200.081999999995,12213.229000047679,9800.06199999999,12200.081999999995,12213.229000047679,1,9800.06199999999,2413.167000047688,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,SNUR,_01.png,_02.png,,SNUR_TI_01.png,SNUR_TI_02.png,SNURTI,,,,,,,,,,,,,,,,,,
28,1685176601823,27/05/2023 08:36:41,1685180201823,1,27/05/2023 10:36:41,128616,14,task-m73r,,29751638,5d3d9749607ede001a0712df,8853919,,complete,,6471ceafa2ae1c5684736ab0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,Noun-Number Training,27,Dual-Plural,Noun Number Training,16,Training01,Training01,34efq7,1,response,DREETU,1333.3369999999995,2700.021999999997,2703.2470000715257,1333.3369999999995,2700.021999999997,2703.2470000715257,1,1333.3369999999995,1369.9100000715262,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,DREE,_01.png,_02.png,,DREE_TU_01.png,DREE_TU_02.png,DREETU,,,,,,,,,,,,,,,,,,
29,1685176604830,27/05/2023 08:36:44,1685180204830,1,27/05/2023 10:36:44,128616,14,task-m73r,,29751638,5d3d9749607ede001a0712df,8853919,,complete,,6471ceafa2ae1c5684736ab0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,Noun-Number Training,27,Dual-Plural,Noun Number Training,17,Training01,Training01,34efq7,1,response,CHORTA,1516.9360000000015,3000.2400000000052,3010.1250000476866,1516.9360000000015,3000.2400000000052,3010.1250000476866,1,1516.9360000000015,1493.189000047685,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,CHOR,_01.png,_02.png,,CHOR_TA_01.png,CHOR_TA_02.png,CHORTA,,,,,,,,,,,,,,,,,,
30,1685176608038,27/05/2023 08:36:48,1685180208038,1,27/05/2023 10:36:48,128616,14,task-m73r,,29751638,5d3d9749607ede001a0712df,8853919,,complete,,6471ceafa2ae1c5684736ab0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,Noun-Number Training,27,Dual-Plural,Noun Number Training,18,Training01,Training01,34efq7,1,response,STOOTU,1333.1199999999953,3216.453999999998,3217.8850000476814,1333.1199999999953,3216.453999999998,3217.8850000476814,1,1333.1199999999953,1884.765000047686,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,STOO,_01.png,_02.png,,STOO_TU_01.png,STOO_TU_02.png,STOOTU,,,,,,,,,,,,,,,,,,
31,1685176608040,27/05/2023 08:36:48,1685180208040,1,27/05/2023 10:36:48,128616,14,task-m73r,,29751638,5d3d9749607ede001a0712df,8853919,,complete,,6471ceafa2ae1c5684736ab0,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x969,,Noun-Number Training,27,Dual-Plural,Noun Number Training,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1685176465410,27/05/2023 08:34:25,1685180065410,1,27/05/2023 10:34:25,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1685176475569,27/05/2023 08:34:35,1685180075569,1,27/05/2023 10:34:35,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions1,l6tegj,1,continue,,10201.419,10193.722,10201.419,10201.419,10193.722,10201.419,1,10201.419,0,0,,Click To Continue,Continue Button,2,object-8,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1685176476518,27/05/2023 08:34:36,1685180076518,1,27/05/2023 10:34:36,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions2,m22b5k,2,continue,,957.7969999642373,949.2669999999998,957.7969999642373,957.7969999642373,949.2669999999998,957.7969999642373,1,957.7969999642373,0,0,,Click To Continue,Continue Button,2,object-26,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1685176477303,27/05/2023 08:34:37,1685180077303,1,27/05/2023 10:34:37,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions3,1nixcc,3,continue,,794.1299999880794,782.7080000000005,794.1299999880794,794.1299999880794,782.7080000000005,794.1299999880794,1,794.1299999880794,0,0,,Click To Continue,Continue Button,2,object-126,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1685176477979,27/05/2023 08:34:37,1685180077979,1,27/05/2023 10:34:37,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions4,8v99zt,4,continue,,686.6219999761579,682.6309999999994,686.6219999761579,686.6219999761579,682.6309999999994,686.6219999761579,1,686.6219999761579,0,0,,Click To Continue,Continue Button,2,object-122,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1685176479617,27/05/2023 08:34:39,1685180079617,1,27/05/2023 10:34:39,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions5,ipt5mm,5,continue,,1642.6909999642376,1631.8790000000008,1642.6909999642376,1642.6909999642376,1631.8790000000008,1642.6909999642376,1,1642.6909999642376,0,0,,Click To Continue,Continue Button,2,object-32,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1685176480698,27/05/2023 08:34:40,1685180080698,1,27/05/2023 10:34:40,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions6,9ur7d5,6,continue,,1091.5119999523158,1082.4389999999985,1091.5119999523158,1091.5119999523158,1082.4389999999985,1091.5119999523158,1,1091.5119999523158,0,0,,Click To Continue,Continue Button,2,object-91,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1685176489191,27/05/2023 08:34:49,1685180089191,1,27/05/2023 10:34:49,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,continue,,8500.372999964238,8492.91,8500.372999964238,8500.372999964238,8492.91,8500.372999964238,1,8500.372999964238,0,0,,Click To Continue,Continue Button,3,object-151,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1685176489204,27/05/2023 08:34:49,1685180089204,1,27/05/2023 10:34:49,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,27,3413.772000000001,8492.91,8509.732,3413.772000000001,8492.91,8509.732,1,3413.772000000001,5095.959999999999,0,,Dropdown,Age,2,object-150,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1685176489206,27/05/2023 08:34:49,1685180089206,1,27/05/2023 10:34:49,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Male,5662.046000000002,8492.91,8509.732,5662.046000000002,8492.91,8509.732,1,5662.046000000002,2847.685999999998,0,,Dropdown,Gender,5,object-154,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1685176489208,27/05/2023 08:34:49,1685180089208,1,27/05/2023 10:34:49,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Right-handed,7826.671000000002,8492.91,8509.732,7826.671000000002,8492.91,8509.732,1,7826.671000000002,683.0609999999979,0,,Dropdown,Handedness,7,object-156,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1685176510937,27/05/2023 08:35:10,1685180110937,1,27/05/2023 10:35:10,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions8,q3gk2e,8,continue,,21754.662999952317,21747.931,21754.662999952317,21754.662999952317,21747.931,21754.662999952317,1,21754.662999952317,0,0,,Click To Continue,Continue Button,2,object-75,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1685176519214,27/05/2023 08:35:19,1685180119214,1,27/05/2023 10:35:19,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Training01,Training01,34efq7,1,response,CHORTU,2664.537000000004,8276.224999999999,8283.831999976159,2664.537000000004,8276.224999999999,8283.831999976159,1,2664.537000000004,5619.294999976155,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,CHOR,_01.png,_02.png,,CHOR_TU_01.png,CHOR_TU_02.png,CHORTU,,,,,,,,,,,,,,,,,,
14,1685176526443,27/05/2023 08:35:26,1685180126443,1,27/05/2023 10:35:26,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,2,Training01,Training01,34efq7,1,response,SNURTU,2947.4900000000052,7227.241000000002,7237.207000000002,2947.4900000000052,7227.241000000002,7237.207000000002,1,2947.4900000000052,4289.716999999997,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,SNUR,_01.png,_02.png,,SNUR_TU_01.png,SNUR_TU_02.png,SNURTU,,,,,,,,,,,,,,,,,,
15,1685176533327,27/05/2023 08:35:33,1685180133327,1,27/05/2023 10:35:33,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,3,Training01,Training01,34efq7,1,response,PHAITI,2930.720000000001,6877.442999999999,6893.8659999761585,2930.720000000001,6877.442999999999,6893.8659999761585,1,2930.720000000001,3963.1459999761573,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,PHAI,_01.png,_02.png,,PHAI_TI_01.png,PHAI_TI_02.png,PHAITI,,,,,,,,,,,,,,,,,,
16,1685176537297,27/05/2023 08:35:37,1685180137297,1,27/05/2023 10:35:37,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,4,Training01,Training01,34efq7,1,response,STOOTA,1382.1779999999999,3979.875,3986.6229999642383,1382.1779999999999,3979.875,3986.6229999642383,1,1382.1779999999999,2604.4449999642384,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,STOO,_01.png,_02.png,,STOO_TA_01.png,STOO_TA_02.png,STOOTA,,,,,,,,,,,,,,,,,,
17,1685176540947,27/05/2023 08:35:40,1685180140947,1,27/05/2023 10:35:40,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,5,Training01,Training01,34efq7,1,response,BLARTA,1582.0249999999942,3646.9119999999966,3657.047999976159,1582.0249999999942,3646.9119999999966,3657.047999976159,1,1582.0249999999942,2075.022999976165,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,,,,,BLAR,_01.png,_02.png,,BLAR_TA_01.png,BLAR_TA_02.png,BLARTA,,,,,,,,,,,,,,,,,,
18,1685176545347,27/05/2023 08:35:45,1685180145347,1,27/05/2023 10:35:45,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,6,Training01,Training01,34efq7,1,response,DREETI,1365.525999999998,4396.237999999998,4409.635999976163,1365.525999999998,4396.237999999998,4409.635999976163,1,1365.525999999998,3044.1099999761645,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,DREE,_01.png,_02.png,,DREE_TI_01.png,DREE_TI_02.png,DREETI,,,,,,,,,,,,,,,,,,
19,1685176549442,27/05/2023 08:35:49,1685180149442,1,27/05/2023 10:35:49,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,7,Training01,Training01,34efq7,1,response,PHAITU,1781.8070000000007,4096.519,4108.498000000007,1781.8070000000007,4096.519,4108.498000000007,1,1781.8070000000007,2326.691000000006,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,PHAI,_01.png,_02.png,,PHAI_TU_01.png,PHAI_TU_02.png,PHAITU,,,,,,,,,,,,,,,,,,
20,1685176554534,27/05/2023 08:35:54,1685180154534,1,27/05/2023 10:35:54,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,8,Training01,Training01,34efq7,1,response,SNURTA,1931.8440000000119,5095.655000000013,5104.278999952323,1931.8440000000119,5095.655000000013,5104.278999952323,1,1931.8440000000119,3172.434999952311,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,SNUR,_01.png,_02.png,,SNUR_TA_01.png,SNUR_TA_02.png,SNURTA,,,,,,,,,,,,,,,,,,
21,1685176558987,27/05/2023 08:35:58,1685180158987,1,27/05/2023 10:35:58,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,9,Training01,Training01,34efq7,1,response,STOOTI,949.1849999999977,4446.169999999998,4461.6239999523095,949.1849999999977,4446.169999999998,4461.6239999523095,1,949.1849999999977,3512.438999952312,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,STOO,_01.png,_02.png,,STOO_TI_01.png,STOO_TI_02.png,STOOTI,,,,,,,,,,,,,,,,,,
22,1685176562658,27/05/2023 08:36:02,1685180162658,1,27/05/2023 10:36:02,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,10,Training01,Training01,34efq7,1,response,BLARTU,1448.8830000000016,3680.1929999999993,3686.653999999995,1448.8830000000016,3680.1929999999993,3686.653999999995,1,1448.8830000000016,2237.7709999999934,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,BLAR,_01.png,_02.png,,BLAR_TU_01.png,BLAR_TU_02.png,BLARTU,,,,,,,,,,,,,,,,,,
23,1685176566468,27/05/2023 08:36:06,1685180166468,1,27/05/2023 10:36:06,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,11,Training01,Training01,34efq7,1,response,DREETA,1582.0139999999956,3797.2880000000005,3814.400999999998,1582.0139999999956,3797.2880000000005,3814.400999999998,1,1582.0139999999956,2232.3870000000024,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,DREE,_01.png,_02.png,,DREE_TA_01.png,DREE_TA_02.png,DREETA,,,,,,,,,,,,,,,,,,
24,1685176569754,27/05/2023 08:36:09,1685180169754,1,27/05/2023 10:36:09,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,12,Training01,Training01,34efq7,1,response,CHORTI,1348.8669999999984,3296.6349999999948,3304.9729999523115,1348.8669999999984,3296.6349999999948,3304.9729999523115,1,1348.8669999999984,1956.1059999523131,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,CHOR,_01.png,_02.png,,CHOR_TI_01.png,CHOR_TI_02.png,CHORTI,,,,,,,,,,,,,,,,,,
25,1685176573252,27/05/2023 08:36:13,1685180173252,1,27/05/2023 10:36:13,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,13,Training01,Training01,34efq7,1,response,BLARTI,1182.3220000000001,3497.050000000003,3505.6379999642377,1182.3220000000001,3497.050000000003,3505.6379999642377,1,1182.3220000000001,2323.3159999642376,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,BLAR,_01.png,_02.png,,BLAR_TI_01.png,BLAR_TI_02.png,BLARTI,,,,,,,,,,,,,,,,,,
26,1685176577757,27/05/2023 08:36:17,1685180177757,1,27/05/2023 10:36:17,128616,14,task-m73r,,29751630,5af0e378e1b5b8000148a38d,8853916,,complete,,6471ce86df0706ecaa7b23cb,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1538x747,,Noun-Number Training,27,Singular-Dual,Noun Number Training,14,Training01,Training01,34efq7,1,response,SNURTI,1265.6110000000044,4496.133999999991,4512.738999999987,1265.6110000000044,4496.133999999991,4512.738999999987,1,1265.6110000000044,3247.1279999999824,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,SNUR,_01.png,_02.png,,SNUR_TI_01.png,SNUR_TI_02.png,SNURTI,,,,,,,,,,,,,,,,,,
