Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-3q16,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: TestCorrectAnswer,Spreadsheet: Age,Spreadsheet: Gender,Spreadsheet: Handedness,Manipulation: Spreadsheet,Store: NounNumberTrain,Store: NounNumberCorrect,Store: NounNumberTotal
14,1685176915799,27/05/2023 08:41:55,1685180515799,1,27/05/2023 10:41:55,128616,14,task-m73r,,29751771,5b54b7ae2680970001a9a7d3,8853953,,complete,,6471cfa4aada61bc8fefa326,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x657,,Noun-Number Training,27,Singular-Plural,Noun Number Training,2,Training01,Training01,34efq7,1,response,CHORTU,3117.8399999999965,5919.103999999999,5935.368000000002,3117.8399999999965,5919.103999999999,5935.368000000002,1,3117.8399999999965,2817.5280000000057,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,CHOR,_01.png,_02.png,,CHOR_TU_01.png,CHOR_TU_02.png,CHORTU,,,,,,,,,,,,,,,,,,
15,1685176922059,27/05/2023 08:42:02,1685180522059,1,27/05/2023 10:42:02,128616,14,task-m73r,,29751771,5b54b7ae2680970001a9a7d3,8853953,,complete,,6471cfa4aada61bc8fefa326,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x657,,Noun-Number Training,27,Singular-Plural,Noun Number Training,3,Training01,Training01,34efq7,1,response,SNURTU,2100.979999999996,6269.690999999999,6283.148999999998,2100.979999999996,6269.690999999999,6283.148999999998,1,2100.979999999996,4182.169000000002,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,SNUR,_01.png,_02.png,,SNUR_TU_01.png,SNUR_TU_02.png,SNURTU,,,,,,,,,,,,,,,,,,
16,1685176927808,27/05/2023 08:42:07,1685180527808,1,27/05/2023 10:42:07,128616,14,task-m73r,,29751771,5b54b7ae2680970001a9a7d3,8853953,,complete,,6471cfa4aada61bc8fefa326,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x657,,Noun-Number Training,27,Singular-Plural,Noun Number Training,4,Training01,Training01,34efq7,1,response,STOOTA,1834.2179999999935,5735.949999999997,5752.667999999991,1834.2179999999935,5735.949999999997,5752.667999999991,1,1834.2179999999935,3918.449999999997,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,STOO,_01.png,_02.png,,STOO_TA_01.png,STOO_TA_02.png,STOOTA,,,,,,,,,,,,,,,,,,
17,1685176933171,27/05/2023 08:42:13,1685180533171,1,27/05/2023 10:42:13,128616,14,task-m73r,,29751771,5b54b7ae2680970001a9a7d3,8853953,,complete,,6471cfa4aada61bc8fefa326,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x657,,Noun-Number Training,27,Singular-Plural,Noun Number Training,5,Training01,Training01,34efq7,1,response,PHAITI,2934.676999999996,5368.684999999998,5385.309999999998,2934.676999999996,5368.684999999998,5385.309999999998,1,2934.676999999996,2450.6330000000016,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,PHAI,_01.png,_02.png,,PHAI_TI_01.png,PHAI_TI_02.png,PHAITI,,,,,,,,,,,,,,,,,,
18,1685176937738,27/05/2023 08:42:17,1685180537738,1,27/05/2023 10:42:17,128616,14,task-m73r,,29751771,5b54b7ae2680970001a9a7d3,8853953,,complete,,6471cfa4aada61bc8fefa326,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x657,,Noun-Number Training,27,Singular-Plural,Noun Number Training,6,Training01,Training01,34efq7,1,response,DREETI,2217.6900000000023,4568.722000000009,4585.375000000015,2217.6900000000023,4568.722000000009,4585.375000000015,1,2217.6900000000023,2367.685000000012,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,DREE,_01.png,_02.png,,DREE_TI_01.png,DREE_TI_02.png,DREETI,,,,,,,,,,,,,,,,,,
19,1685176941787,27/05/2023 08:42:21,1685180541787,1,27/05/2023 10:42:21,128616,14,task-m73r,,29751771,5b54b7ae2680970001a9a7d3,8853953,,complete,,6471cfa4aada61bc8fefa326,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x657,,Noun-Number Training,27,Singular-Plural,Noun Number Training,7,Training01,Training01,34efq7,1,response,CHORTI,1751.1689999999944,4052.0800000000017,4068.0009999761533,1751.1689999999944,4052.0800000000017,4068.0009999761533,1,1751.1689999999944,2316.831999976159,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,CHOR,_01.png,_02.png,,CHOR_TI_01.png,CHOR_TI_02.png,CHORTI,,,,,,,,,,,,,,,,,,
20,1685176948045,27/05/2023 08:42:28,1685180548045,1,27/05/2023 10:42:28,128616,14,task-m73r,,29751771,5b54b7ae2680970001a9a7d3,8853953,,complete,,6471cfa4aada61bc8fefa326,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x657,,Noun-Number Training,27,Singular-Plural,Noun Number Training,8,Training01,Training01,34efq7,1,response,STOOTI,1967.252999999997,6269.175999999992,6273.721000047677,1967.252999999997,6269.175999999992,6273.721000047677,1,1967.252999999997,4306.46800004768,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,STOO,_01.png,_02.png,,STOO_TI_01.png,STOO_TI_02.png,STOOTI,,,,,,,,,,,,,,,,,,
21,1685176951918,27/05/2023 08:42:31,1685180551918,1,27/05/2023 10:42:31,128616,14,task-m73r,,29751771,5b54b7ae2680970001a9a7d3,8853953,,complete,,6471cfa4aada61bc8fefa326,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x657,,Noun-Number Training,27,Singular-Plural,Noun Number Training,9,Training01,Training01,34efq7,1,response,DREETA,1517.346000000005,3868.3589999999967,3877.845000000001,1517.346000000005,3868.3589999999967,3877.845000000001,1,1517.346000000005,2360.498999999996,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,DREE,_01.png,_02.png,,DREE_TA_01.png,DREE_TA_02.png,DREETA,,,,,,,,,,,,,,,,,,
22,1685176958831,27/05/2023 08:42:38,1685180558831,1,27/05/2023 10:42:38,128616,14,task-m73r,,29751771,5b54b7ae2680970001a9a7d3,8853953,,complete,,6471cfa4aada61bc8fefa326,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x657,,Noun-Number Training,27,Singular-Plural,Noun Number Training,10,Training01,Training01,34efq7,1,response,SNURTA,1750.797000000006,6903.069000000003,6919.740000000005,1750.797000000006,6903.069000000003,6919.740000000005,1,1750.797000000006,5168.942999999999,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,SNUR,_01.png,_02.png,,SNUR_TA_01.png,SNUR_TA_02.png,SNURTA,,,,,,,,,,,,,,,,,,
23,1685176964547,27/05/2023 08:42:44,1685180564547,1,27/05/2023 10:42:44,128616,14,task-m73r,,29751771,5b54b7ae2680970001a9a7d3,8853953,,complete,,6471cfa4aada61bc8fefa326,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x657,,Noun-Number Training,27,Singular-Plural,Noun Number Training,11,Training01,Training01,34efq7,1,response,BLARTU,2918.0510000000068,5719.209000000003,5735.417000000001,2918.0510000000068,5719.209000000003,5735.417000000001,1,2918.0510000000068,2817.3659999999945,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,BLAR,_01.png,_02.png,,BLAR_TU_01.png,BLAR_TU_02.png,BLARTU,,,,,,,,,,,,,,,,,,
24,1685176970005,27/05/2023 08:42:50,1685180570005,1,27/05/2023 10:42:50,128616,14,task-m73r,,29751771,5b54b7ae2680970001a9a7d3,8853953,,complete,,6471cfa4aada61bc8fefa326,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x657,,Noun-Number Training,27,Singular-Plural,Noun Number Training,12,Training01,Training01,34efq7,1,response,PHAITU,1750.7690000000002,5452.421000000002,5469.096000000005,1750.7690000000002,5452.421000000002,5469.096000000005,1,1750.7690000000002,3718.327000000005,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,PHAI,_01.png,_02.png,,PHAI_TU_01.png,PHAI_TU_02.png,PHAITU,,,,,,,,,,,,,,,,,,
25,1685176973920,27/05/2023 08:42:53,1685180573920,1,27/05/2023 10:42:53,128616,14,task-m73r,,29751771,5b54b7ae2680970001a9a7d3,8853953,,complete,,6471cfa4aada61bc8fefa326,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x657,,Noun-Number Training,27,Singular-Plural,Noun Number Training,13,Training01,Training01,34efq7,1,response,CHORTA,1717.4060000000027,3918.3910000000033,3934.9370000000054,1717.4060000000027,3918.3910000000033,3934.9370000000054,1,1717.4060000000027,2217.5310000000027,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,CHOR,_01.png,_02.png,,CHOR_TA_01.png,CHOR_TA_02.png,CHORTA,,,,,,,,,,,,,,,,,,
26,1685176978685,27/05/2023 08:42:58,1685180578685,1,27/05/2023 10:42:58,128616,14,task-m73r,,29751771,5b54b7ae2680970001a9a7d3,8853953,,complete,,6471cfa4aada61bc8fefa326,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x657,,Noun-Number Training,27,Singular-Plural,Noun Number Training,14,Training01,Training01,34efq7,1,response,SNURTI,1717.4459999999963,4768.9619999999995,4783.496000023835,1717.4459999999963,4768.9619999999995,4783.496000023835,1,1717.4459999999963,3066.050000023839,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,SNUR,_01.png,_02.png,,SNUR_TI_01.png,SNUR_TI_02.png,SNURTI,,,,,,,,,,,,,,,,,,
27,1685176984327,27/05/2023 08:43:04,1685180584327,1,27/05/2023 10:43:04,128616,14,task-m73r,,29751771,5b54b7ae2680970001a9a7d3,8853953,,complete,,6471cfa4aada61bc8fefa326,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x657,,Noun-Number Training,27,Singular-Plural,Noun Number Training,15,Training01,Training01,34efq7,1,response,DREETU,2367.548999999999,5635.667999999991,5652.319999999992,2367.548999999999,5635.667999999991,5652.319999999992,1,2367.548999999999,3284.7709999999934,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,DREE,_01.png,_02.png,,DREE_TU_01.png,DREE_TU_02.png,DREETU,,,,,,,,,,,,,,,,,,
28,1685176991808,27/05/2023 08:43:11,1685180591808,1,27/05/2023 10:43:11,128616,14,task-m73r,,29751771,5b54b7ae2680970001a9a7d3,8853953,,complete,,6471cfa4aada61bc8fefa326,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x657,,Noun-Number Training,27,Singular-Plural,Noun Number Training,16,Training01,Training01,34efq7,1,response,PHAITA,3751.6630000000005,7486.758999999991,7501.665999976161,3751.6630000000005,7486.758999999991,7501.665999976161,1,3751.6630000000005,3750.002999976161,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,PHAI,_01.png,_02.png,,PHAI_TA_01.png,PHAI_TA_02.png,PHAITA,,,,,,,,,,,,,,,,,,
29,1685176999343,27/05/2023 08:43:19,1685180599343,1,27/05/2023 10:43:19,128616,14,task-m73r,,29751771,5b54b7ae2680970001a9a7d3,8853953,,complete,,6471cfa4aada61bc8fefa326,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x657,,Noun-Number Training,27,Singular-Plural,Noun Number Training,17,Training01,Training01,34efq7,1,response,BLARTI,4668.635000000009,7536.833000000013,7550.207000047696,4668.635000000009,7536.833000000013,7550.207000047696,1,4668.635000000009,2881.5720000476867,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,BLAR,_01.png,_02.png,,BLAR_TI_01.png,BLAR_TI_02.png,BLARTI,,,,,,,,,,,,,,,,,,
30,1685177004201,27/05/2023 08:43:24,1685180604201,1,27/05/2023 10:43:24,128616,14,task-m73r,,29751771,5b54b7ae2680970001a9a7d3,8853953,,complete,,6471cfa4aada61bc8fefa326,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x657,,Noun-Number Training,27,Singular-Plural,Noun Number Training,18,Training01,Training01,34efq7,1,response,STOOTU,1984.116000000009,4852.193999999989,4868.84599999999,1984.116000000009,4852.193999999989,4868.84599999999,1,1984.116000000009,2884.7299999999814,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,STOO,_01.png,_02.png,,STOO_TU_01.png,STOO_TU_02.png,STOOTU,,,,,,,,,,,,,,,,,,
31,1685177004223,27/05/2023 08:43:24,1685180604223,1,27/05/2023 10:43:24,128616,14,task-m73r,,29751771,5b54b7ae2680970001a9a7d3,8853953,,complete,,6471cfa4aada61bc8fefa326,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x657,,Noun-Number Training,27,Singular-Plural,Noun Number Training,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1685176892374,27/05/2023 08:41:32,1685180492374,1,27/05/2023 10:41:32,128616,14,task-m73r,,29751777,600add4892aa5907dd0402b7,8853954,,complete,,6471cf92a2ae1c5684736adf,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1685176893797,27/05/2023 08:41:33,1685180493797,1,27/05/2023 10:41:33,128616,14,task-m73r,,29751777,600add4892aa5907dd0402b7,8853954,,complete,,6471cf92a2ae1c5684736adf,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Instructions01,Instructions1,l6tegj,1,continue,,1466.6370000000002,1449.772,1466.6370000000002,1466.6370000000002,1449.772,1466.6370000000002,1,1466.6370000000002,0,0,,Click To Continue,Continue Button,2,object-8,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1685176894518,27/05/2023 08:41:34,1685180494518,1,27/05/2023 10:41:34,128616,14,task-m73r,,29751777,600add4892aa5907dd0402b7,8853954,,complete,,6471cf92a2ae1c5684736adf,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Instructions01,Instructions2,m22b5k,2,continue,,740.8359999046324,732.9319999999998,740.8359999046324,740.8359999046324,732.9319999999998,740.8359999046324,1,740.8359999046324,0,0,,Click To Continue,Continue Button,2,object-26,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1685176894958,27/05/2023 08:41:34,1685180494958,1,27/05/2023 10:41:34,128616,14,task-m73r,,29751777,600add4892aa5907dd0402b7,8853954,,complete,,6471cf92a2ae1c5684736adf,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Instructions01,Instructions3,1nixcc,3,continue,,447.5039998092652,433.33300000000054,447.5039998092652,447.5039998092652,433.33300000000054,447.5039998092652,1,447.5039998092652,0,0,,Click To Continue,Continue Button,2,object-126,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1685176895360,27/05/2023 08:41:35,1685180495360,1,27/05/2023 10:41:35,128616,14,task-m73r,,29751777,600add4892aa5907dd0402b7,8853954,,complete,,6471cf92a2ae1c5684736adf,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Instructions01,Instructions4,8v99zt,4,continue,,415.77099971389725,399.8729999999996,415.77099971389725,415.77099971389725,399.8729999999996,415.77099971389725,1,415.77099971389725,0,0,,Click To Continue,Continue Button,2,object-122,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1685176895873,27/05/2023 08:41:35,1685180495873,1,27/05/2023 10:41:35,128616,14,task-m73r,,29751777,600add4892aa5907dd0402b7,8853954,,complete,,6471cf92a2ae1c5684736adf,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Instructions01,Instructions5,ipt5mm,5,continue,,529.6979999046325,516.6009999999997,529.6979999046325,529.6979999046325,516.6009999999997,529.6979999046325,1,529.6979999046325,0,0,,Click To Continue,Continue Button,2,object-32,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1685176896292,27/05/2023 08:41:36,1685180496292,1,27/05/2023 10:41:36,128616,14,task-m73r,,29751777,600add4892aa5907dd0402b7,8853954,,complete,,6471cf92a2ae1c5684736adf,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Instructions01,Instructions6,9ur7d5,6,continue,,431.796999713898,416.53099999999995,431.796999713898,431.796999713898,416.53099999999995,431.796999713898,1,431.796999713898,0,0,,Click To Continue,Continue Button,2,object-91,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1685176903163,27/05/2023 08:41:43,1685180503163,1,27/05/2023 10:41:43,128616,14,task-m73r,,29751777,600add4892aa5907dd0402b7,8853954,,complete,,6471cf92a2ae1c5684736adf,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,continue,,6848.4140000000025,6831.881000000001,6848.4140000000025,6848.4140000000025,6831.881000000001,6848.4140000000025,1,6848.4140000000025,0,0,,Click To Continue,Continue Button,3,object-151,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1685176903169,27/05/2023 08:41:43,1685180503169,1,27/05/2023 10:41:43,128616,14,task-m73r,,29751777,600add4892aa5907dd0402b7,8853954,,complete,,6471cf92a2ae1c5684736adf,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,27,2649.849,6831.881000000001,6848.4140000000025,2649.849,6831.881000000001,6848.4140000000025,1,2649.849,4198.565000000002,0,,Dropdown,Age,2,object-150,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1685176903170,27/05/2023 08:41:43,1685180503170,1,27/05/2023 10:41:43,128616,14,task-m73r,,29751777,600add4892aa5907dd0402b7,8853954,,complete,,6471cf92a2ae1c5684736adf,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Female,4099.126,6831.881000000001,6848.4140000000025,4099.126,6831.881000000001,6848.4140000000025,1,4099.126,2749.2880000000023,0,,Dropdown,Gender,5,object-154,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1685176903172,27/05/2023 08:41:43,1685180503172,1,27/05/2023 10:41:43,128616,14,task-m73r,,29751777,600add4892aa5907dd0402b7,8853954,,complete,,6471cf92a2ae1c5684736adf,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Right-handed,6298.68,6831.881000000001,6848.4140000000025,6298.68,6831.881000000001,6848.4140000000025,1,6298.68,549.7340000000022,0,,Dropdown,Handedness,7,object-156,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1685176904360,27/05/2023 08:41:44,1685180504360,1,27/05/2023 10:41:44,128616,14,task-m73r,,29751777,600add4892aa5907dd0402b7,8853954,,complete,,6471cf92a2ae1c5684736adf,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Instructions01,Instructions8,q3gk2e,8,continue,,1249.719000000001,1233.0789999999997,1249.719000000001,1249.719000000001,1233.0789999999997,1249.719000000001,1,1249.719000000001,0,0,,Click To Continue,Continue Button,2,object-75,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1685176913615,27/05/2023 08:41:53,1685180513615,1,27/05/2023 10:41:53,128616,14,task-m73r,,29751777,600add4892aa5907dd0402b7,8853954,,complete,,6471cf92a2ae1c5684736adf,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Training01,Training01,34efq7,1,response,CHORTU,3882.5059999999994,9248.020999999999,9264.576,3882.5059999999994,9248.020999999999,9264.576,1,3882.5059999999994,5382.07,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,CHOR,_01.png,_02.png,,CHOR_TU_01.png,CHOR_TU_02.png,CHORTU,,,,,,,,,,,,,,,,,,
14,1685176918267,27/05/2023 08:41:58,1685180518267,1,27/05/2023 10:41:58,128616,14,task-m73r,,29751777,600add4892aa5907dd0402b7,8853954,,complete,,6471cf92a2ae1c5684736adf,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,2,Training01,Training01,34efq7,1,response,STOOTA,2566.152000000002,4666.595000000001,4676.784999713898,2566.152000000002,4666.595000000001,4676.784999713898,1,2566.152000000002,2110.6329997138964,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,STOO,_01.png,_02.png,,STOO_TA_01.png,STOO_TA_02.png,STOOTA,,,,,,,,,,,,,,,,,,
15,1685176924565,27/05/2023 08:42:04,1685180524565,1,27/05/2023 10:42:04,128616,14,task-m73r,,29751777,600add4892aa5907dd0402b7,8853954,,complete,,6471cf92a2ae1c5684736adf,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,3,Training01,Training01,34efq7,1,response,DREETI,4064.9079999999994,6281.407999999996,6297.0669999999955,4064.9079999999994,6281.407999999996,6297.0669999999955,1,4064.9079999999994,2232.158999999996,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,DREE,_01.png,_02.png,,DREE_TI_01.png,DREE_TI_02.png,DREETI,,,,,,,,,,,,,,,,,,
16,1685176929112,27/05/2023 08:42:09,1685180529112,1,27/05/2023 10:42:09,128616,14,task-m73r,,29751777,600add4892aa5907dd0402b7,8853954,,complete,,6471cf92a2ae1c5684736adf,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,4,Training01,Training01,34efq7,1,response,PHAITI,1433.0650000000023,4548.723000000005,4565.327000000005,1433.0650000000023,4548.723000000005,4565.327000000005,1,1433.0650000000023,3132.2620000000024,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,PHAI,_01.png,_02.png,,PHAI_TI_01.png,PHAI_TI_02.png,PHAITI,,,,,,,,,,,,,,,,,,
17,1685176932941,27/05/2023 08:42:12,1685180532941,1,27/05/2023 10:42:12,128616,14,task-m73r,,29751777,600add4892aa5907dd0402b7,8853954,,complete,,6471cf92a2ae1c5684736adf,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,5,Training01,Training01,34efq7,1,response,BLARTA,1283.091999999997,3850.2079999999987,3854.9589998092633,1283.091999999997,3850.2079999999987,3854.9589998092633,1,1283.091999999997,2571.8669998092664,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,,,,,BLAR,_01.png,_02.png,,BLAR_TA_01.png,BLAR_TA_02.png,BLARTA,,,,,,,,,,,,,,,,,,
18,1685176938166,27/05/2023 08:42:18,1685180538166,1,27/05/2023 10:42:18,128616,14,task-m73r,,29751777,600add4892aa5907dd0402b7,8853954,,complete,,6471cf92a2ae1c5684736adf,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,6,Training01,Training01,34efq7,1,response,SNURTU,1349.0899999999965,5214.544000000002,5229.350999713897,1349.0899999999965,5214.544000000002,5229.350999713897,1,1349.0899999999965,3880.2609997139007,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,SNUR,_01.png,_02.png,,SNUR_TU_01.png,SNUR_TU_02.png,SNURTU,,,,,,,,,,,,,,,,,,
19,1685176941755,27/05/2023 08:42:21,1685180541755,1,27/05/2023 10:42:21,128616,14,task-m73r,,29751777,600add4892aa5907dd0402b7,8853954,,complete,,6471cf92a2ae1c5684736adf,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,7,Training01,Training01,34efq7,1,response,DREETA,1549.6879999999946,3600.028999999995,3603.407000095365,1549.6879999999946,3600.028999999995,3603.407000095365,1,1549.6879999999946,2053.7190000953706,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,DREE,_01.png,_02.png,,DREE_TA_01.png,DREE_TA_02.png,DREETA,,,,,,,,,,,,,,,,,,
20,1685176946936,27/05/2023 08:42:26,1685180546936,1,27/05/2023 10:42:26,128616,14,task-m73r,,29751777,600add4892aa5907dd0402b7,8853954,,complete,,6471cf92a2ae1c5684736adf,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,8,Training01,Training01,34efq7,1,response,PHAITU,2982.1059999999998,5181.466,5191.87800009537,2982.1059999999998,5181.466,5191.87800009537,1,2982.1059999999998,2209.7720000953705,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,PHAI,_01.png,_02.png,,PHAI_TU_01.png,PHAI_TU_02.png,PHAITU,,,,,,,,,,,,,,,,,,
