Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-3q16,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: CorrectAnswer,Spreadsheet: TestCorrectAnswer,Manipulation: Spreadsheet,Store: correct,Store: total
1,1685030440696,25/05/2023 16:00:40,1685034040696,1,25/05/2023 18:00:40,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1685030445246,25/05/2023 16:00:45,1685034045246,1,25/05/2023 18:00:45,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,1,Instructions02,Instructions02,g2b1f4,1,continue,,5184.5,5168.647,5184.5,5184.5,5168.647,5184.5,1,5184.5,0,0,,Click To Continue,Continue Button,2,object-79,Instructions02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1685030447330,25/05/2023 16:00:47,1685034047330,1,25/05/2023 18:00:47,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,1,Testing02,Testing 02,hvzr65,1,response,BLAR_TI_02.png,2099.916,2083.25,2099.916,2099.916,2083.25,2099.916,0,2099.916,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TU,BLAR,_01.png,_02.png,,,,,BLAR_TU_01.png,BLAR_TU_02.png,BLAR_TI_02.png,,,,,,,,,BLAR_TU_02.png,,,
4,1685030448369,25/05/2023 16:00:48,1685034048369,1,25/05/2023 18:00:48,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,2,Testing02,Testing 02,hvzr65,1,response,PHAI_TA_02.png,1050.2389999999987,1033.5729999999994,1050.2389999999987,1050.2389999999987,1033.5729999999994,1050.2389999999987,0,1050.2389999999987,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TI,PHAI,_01.png,_02.png,,,,,PHAI_TI_01.png,PHAI_TI_02.png,PHAI_TA_02.png,,,,,,,,,PHAI_TI_02.png,,,
5,1685030452241,25/05/2023 16:00:52,1685034052241,1,25/05/2023 18:00:52,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,3,Testing02,Testing 02,hvzr65,1,response,CHOR_TI_02.png,3894.229999928475,3883.178,3894.229999928475,3894.229999928475,3883.178,3894.229999928475,1,3894.229999928475,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TI,CHOR,_01.png,_02.png,,,,,CHOR_TI_01.png,CHOR_TU_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TI_02.png,,,
6,1685030455619,25/05/2023 16:00:55,1685034055619,1,25/05/2023 18:00:55,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,4,Testing02,Testing 02,hvzr65,1,response,DREE_TI_02.png,3389.4519999046333,3383.1980000000003,3389.4519999046333,3389.4519999046333,3383.1980000000003,3389.4519999046333,0,3389.4519999046333,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TA,DREE,_01.png,_02.png,,,,,DREE_TA_01.png,DREE_TI_02.png,DREE_TA_02.png,,,,,,,,,DREE_TA_02.png,,,
7,1685030456908,25/05/2023 16:00:56,1685034056908,1,25/05/2023 18:00:56,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,5,Testing02,Testing 02,hvzr65,1,response,SNUR_TA_02.png,1294.8539999284749,1283.282000000001,1294.8539999284749,1294.8539999284749,1283.282000000001,1294.8539999284749,1,1294.8539999284749,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TA,SNUR,_01.png,_02.png,,,,,SNUR_TA_01.png,SNUR_TA_02.png,SNUR_TU_02.png,,,,,,,,,SNUR_TA_02.png,,,
8,1685030458146,25/05/2023 16:00:58,1685034058146,1,25/05/2023 18:00:58,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,6,Testing02,Testing 02,hvzr65,1,response,STOO_TU_02.png,1249.6719999523157,1233.2839999999997,1249.6719999523157,1249.6719999523157,1233.2839999999997,1249.6719999523157,1,1249.6719999523157,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TU,STOO,_01.png,_02.png,,,,,STOO_TU_01.png,STOO_TA_02.png,STOO_TU_02.png,,,,,,,,,STOO_TU_02.png,,,
9,1685030459168,25/05/2023 16:00:59,1685034059168,1,25/05/2023 18:00:59,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,7,Testing02,Testing 02,hvzr65,1,response,CHOR_TI_02.png,1038.5879999999997,1033.5740000000005,1038.5879999999997,1038.5879999999997,1033.5740000000005,1038.5879999999997,0,1038.5879999999997,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TA,CHOR,_01.png,_02.png,,,,,CHOR_TA_01.png,CHOR_TA_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TA_02.png,,,
10,1685030461006,25/05/2023 16:01:01,1685034061006,1,25/05/2023 18:01:01,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,8,Testing02,Testing 02,hvzr65,1,response,DREE_TU_02.png,1843.1139999046318,1833.2599999999984,1843.1139999046318,1843.1139999046318,1833.2599999999984,1843.1139999046318,1,1843.1139999046318,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TU,DREE,_01.png,_02.png,,,,,DREE_TU_01.png,DREE_TU_02.png,DREE_TA_02.png,,,,,,,,,DREE_TU_02.png,,,
11,1685030462396,25/05/2023 16:01:02,1685034062396,1,25/05/2023 18:01:02,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,9,Testing02,Testing 02,hvzr65,1,response,STOO_TU_02.png,1399.8539999046334,1383.278000000002,1399.8539999046334,1399.8539999046334,1383.278000000002,1399.8539999046334,0,1399.8539999046334,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TI,STOO,_01.png,_02.png,,,,,STOO_TI_01.png,STOO_TI_02.png,STOO_TU_02.png,,,,,,,,,STOO_TI_02.png,,,
12,1685030464286,25/05/2023 16:01:04,1685034064286,1,25/05/2023 18:01:04,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,10,Testing02,Testing 02,hvzr65,1,response,SNUR_TA_02.png,1906.0759999046313,1899.923999999999,1906.0759999046313,1906.0759999046313,1899.923999999999,1906.0759999046313,0,1906.0759999046313,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TI,SNUR,_01.png,_02.png,,,,,SNUR_TI_01.png,SNUR_TA_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TI_02.png,,,
13,1685030465344,25/05/2023 16:01:05,1685034065344,1,25/05/2023 18:01:05,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,11,Testing02,Testing 02,hvzr65,1,response,BLAR_TU_02.png,1064.351999952316,1049.9579999999987,1064.351999952316,1064.351999952316,1049.9579999999987,1064.351999952316,0,1064.351999952316,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TA,BLAR,_01.png,_02.png,,,,,BLAR_TA_01.png,BLAR_TU_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TA_02.png,,,
14,1685030468652,25/05/2023 16:01:08,1685034068652,1,25/05/2023 18:01:08,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,12,Testing02,Testing 02,hvzr65,1,response,PHAI_TU_02.png,3322.1939999046335,3316.5339999999997,3322.1939999046335,3322.1939999046335,3316.5339999999997,3322.1939999046335,1,3322.1939999046335,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TU,PHAI,_01.png,_02.png,,,,,PHAI_TU_01.png,PHAI_TI_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TU_02.png,,,
15,1685030469541,25/05/2023 16:01:09,1685034069541,1,25/05/2023 18:01:09,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,13,Testing02,Testing 02,hvzr65,1,response,STOO_TI_02.png,894.5600000000013,883.5730000000003,894.5600000000013,894.5600000000013,883.5730000000003,894.5600000000013,0,894.5600000000013,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TA,STOO,_01.png,_02.png,,,,,STOO_TA_01.png,STOO_TI_02.png,STOO_TA_02.png,,,,,,,,,STOO_TA_02.png,,,
16,1685030470914,25/05/2023 16:01:10,1685034070914,1,25/05/2023 18:01:10,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,14,Testing02,Testing 02,hvzr65,1,response,SNUR_TU_02.png,1383.278000000002,1366.612000000001,1383.278000000002,1383.278000000002,1366.612000000001,1383.278000000002,1,1383.278000000002,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TU,SNUR,_01.png,_02.png,,,,,SNUR_TU_01.png,SNUR_TU_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TU_02.png,,,
17,1685030471817,25/05/2023 16:01:11,1685034071817,1,25/05/2023 18:01:11,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,15,Testing02,Testing 02,hvzr65,1,response,CHOR_TU_02.png,920.7749999761581,916.630000000001,920.7749999761581,920.7749999761581,916.630000000001,920.7749999761581,1,920.7749999761581,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TU,CHOR,_01.png,_02.png,,,,,CHOR_TU_01.png,CHOR_TA_02.png,CHOR_TU_02.png,,,,,,,,,CHOR_TU_02.png,,,
18,1685030472991,25/05/2023 16:01:12,1685034072991,1,25/05/2023 18:01:12,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,16,Testing02,Testing 02,hvzr65,1,response,DREE_TU_02.png,1178.0449999523153,1166.619999999999,1178.0449999523153,1178.0449999523153,1166.619999999999,1178.0449999523153,0,1178.0449999523153,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TI,DREE,_01.png,_02.png,,,,,DREE_TI_01.png,DREE_TU_02.png,DREE_TI_02.png,,,,,,,,,DREE_TI_02.png,,,
19,1685030473810,25/05/2023 16:01:13,1685034073810,1,25/05/2023 18:01:13,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,17,Testing02,Testing 02,hvzr65,1,response,BLAR_TI_02.png,829.9249999523163,816.6339999999982,829.9249999523163,829.9249999523163,816.6339999999982,829.9249999523163,1,829.9249999523163,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TI,BLAR,_01.png,_02.png,,,,,BLAR_TI_01.png,BLAR_TI_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TI_02.png,,,
20,1685030475631,25/05/2023 16:01:15,1685034075631,1,25/05/2023 18:01:15,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,18,Testing02,Testing 02,hvzr65,1,response,PHAI_TA_02.png,1833.2600000000093,1816.5940000000046,1833.2600000000093,1833.2600000000093,1816.5940000000046,1833.2600000000093,1,1833.2600000000093,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TA,PHAI,_01.png,_02.png,,,,,PHAI_TA_01.png,PHAI_TA_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TA_02.png,,,
21,1685030477078,25/05/2023 16:01:17,1685034077078,1,25/05/2023 18:01:17,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,1,Scoring,Score,lbqwfd,1,continue,,1464.9969999046298,1449.9419999999955,1464.9969999046298,1464.9969999046298,1449.9419999999955,1464.9969999046298,1,1464.9969999046298,0,0,,Click To Continue,Continue Button,2,object-91,Scoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1685030477079,25/05/2023 16:01:17,1685034077079,1,25/05/2023 18:01:17,128616,14,task-gbr3,,29725658,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1685035121582,25/05/2023 17:18:41,1685038721582,1,25/05/2023 19:18:41,128616,14,task-gbr3,,29726901,BLIND,8844521,,complete,,646fa5b30a7995cad5fec730,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x1007,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1685035134483,25/05/2023 17:18:54,1685038734483,1,25/05/2023 19:18:54,128616,14,task-gbr3,,29726901,BLIND,8844521,,complete,,646fa5b30a7995cad5fec730,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x1007,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,1,Instructions02,Instructions02,g2b1f4,1,continue,,12905.999000000002,12901.831,12905.999000000002,12905.999000000002,12901.831,12905.999000000002,1,12905.999000000002,0,0,,Click To Continue,Continue Button,2,object-79,Instructions02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1685035138517,25/05/2023 17:18:58,1685038738517,1,25/05/2023 19:18:58,128616,14,task-gbr3,,29726901,BLIND,8844521,,complete,,646fa5b30a7995cad5fec730,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x1007,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,1,Testing02,Testing 02,hvzr65,1,response,PHAI_TI_02.png,4038.072000000002,4033.9050000000007,4038.072000000002,4038.072000000002,4033.9050000000007,4038.072000000002,1,4038.072000000002,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TI,PHAI,_01.png,_02.png,,,,,PHAI_TI_01.png,PHAI_TI_02.png,PHAI_TA_02.png,,,,,,,,,PHAI_TI_02.png,,,
4,1685035140149,25/05/2023 17:19:00,1685038740149,1,25/05/2023 19:19:00,128616,14,task-gbr3,,29726901,BLIND,8844521,,complete,,646fa5b30a7995cad5fec730,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x1007,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,2,Testing02,Testing 02,hvzr65,1,response,STOO_TU_02.png,1637.1579999992537,1633.5639999999985,1637.1579999992537,1637.1579999992537,1633.5639999999985,1637.1579999992537,1,1637.1579999992537,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TU,STOO,_01.png,_02.png,,,,,STOO_TU_01.png,STOO_TA_02.png,STOO_TU_02.png,,,,,,,,,STOO_TU_02.png,,,
5,1685035141505,25/05/2023 17:19:01,1685038741505,1,25/05/2023 19:19:01,128616,14,task-gbr3,,29726901,BLIND,8844521,,complete,,646fa5b30a7995cad5fec730,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x1007,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,3,Testing02,Testing 02,hvzr65,1,response,SNUR_TA_02.png,1359.1939999988826,1358.5289999999986,1359.1939999988826,1359.1939999988826,1358.5289999999986,1359.1939999988826,1,1359.1939999988826,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TA,SNUR,_01.png,_02.png,,,,,SNUR_TA_01.png,SNUR_TA_02.png,SNUR_TU_02.png,,,,,,,,,SNUR_TA_02.png,,,
6,1685035143895,25/05/2023 17:19:03,1685038743895,1,25/05/2023 19:19:03,128616,14,task-gbr3,,29726901,BLIND,8844521,,complete,,646fa5b30a7995cad5fec730,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x1007,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,4,Testing02,Testing 02,hvzr65,1,response,DREE_TA_02.png,2390.8650000000016,2387.8460000000014,2390.8650000000016,2390.8650000000016,2387.8460000000014,2390.8650000000016,1,2390.8650000000016,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TA,DREE,_01.png,_02.png,,,,,DREE_TA_01.png,DREE_TI_02.png,DREE_TA_02.png,,,,,,,,,DREE_TA_02.png,,,
7,1685035145587,25/05/2023 17:19:05,1685038745587,1,25/05/2023 19:19:05,128616,14,task-gbr3,,29726901,BLIND,8844521,,complete,,646fa5b30a7995cad5fec730,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x1007,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,5,Testing02,Testing 02,hvzr65,1,response,BLAR_TU_02.png,1695.0190000000002,1691.8940000000002,1695.0190000000002,1695.0190000000002,1691.8940000000002,1695.0190000000002,1,1695.0190000000002,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TU,BLAR,_01.png,_02.png,,,,,BLAR_TU_01.png,BLAR_TU_02.png,BLAR_TI_02.png,,,,,,,,,BLAR_TU_02.png,,,
8,1685035148640,25/05/2023 17:19:08,1685038748640,1,25/05/2023 19:19:08,128616,14,task-gbr3,,29726901,BLIND,8844521,,complete,,646fa5b30a7995cad5fec730,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x1007,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,6,Testing02,Testing 02,hvzr65,1,response,CHOR_TI_02.png,3055.9249999988824,3054.630000000001,3055.9249999988824,3055.9249999988824,3054.630000000001,3055.9249999988824,1,3055.9249999988824,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TI,CHOR,_01.png,_02.png,,,,,CHOR_TI_01.png,CHOR_TU_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TI_02.png,,,
9,1685035150746,25/05/2023 17:19:10,1685038750746,1,25/05/2023 19:19:10,128616,14,task-gbr3,,29726901,BLIND,8844521,,complete,,646fa5b30a7995cad5fec730,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x1007,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,7,Testing02,Testing 02,hvzr65,1,response,SNUR_TI_02.png,2107.2949999988814,2104.436999999998,2107.2949999988814,2107.2949999988814,2104.436999999998,2107.2949999988814,1,2107.2949999988814,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TI,SNUR,_01.png,_02.png,,,,,SNUR_TI_01.png,SNUR_TA_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TI_02.png,,,
10,1685035152943,25/05/2023 17:19:12,1685038752943,1,25/05/2023 19:19:12,128616,14,task-gbr3,,29726901,BLIND,8844521,,complete,,646fa5b30a7995cad5fec730,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x1007,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,8,Testing02,Testing 02,hvzr65,1,response,STOO_TI_02.png,2199.9580000003734,2196.1440000000002,2199.9580000003734,2199.9580000003734,2196.1440000000002,2199.9580000003734,1,2199.9580000003734,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TI,STOO,_01.png,_02.png,,,,,STOO_TI_01.png,STOO_TI_02.png,STOO_TU_02.png,,,,,,,,,STOO_TI_02.png,,,
11,1685035154012,25/05/2023 17:19:14,1685038754012,1,25/05/2023 19:19:14,128616,14,task-gbr3,,29726901,BLIND,8844521,,complete,,646fa5b30a7995cad5fec730,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x1007,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,9,Testing02,Testing 02,hvzr65,1,response,PHAI_TU_02.png,1072.5139999996281,1070.992000000002,1072.5139999996281,1072.5139999996281,1070.992000000002,1072.5139999996281,1,1072.5139999996281,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TU,PHAI,_01.png,_02.png,,,,,PHAI_TU_01.png,PHAI_TI_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TU_02.png,,,
12,1685035155226,25/05/2023 17:19:15,1685038755226,1,25/05/2023 19:19:15,128616,14,task-gbr3,,29726901,BLIND,8844521,,complete,,646fa5b30a7995cad5fec730,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x1007,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,10,Testing02,Testing 02,hvzr65,1,response,DREE_TU_02.png,1215.8220000003712,1212.6779999999999,1215.8220000003712,1215.8220000003712,1212.6779999999999,1215.8220000003712,1,1215.8220000003712,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TU,DREE,_01.png,_02.png,,,,,DREE_TU_01.png,DREE_TU_02.png,DREE_TA_02.png,,,,,,,,,DREE_TU_02.png,,,
13,1685035156475,25/05/2023 17:19:16,1685038756475,1,25/05/2023 19:19:16,128616,14,task-gbr3,,29726901,BLIND,8844521,,complete,,646fa5b30a7995cad5fec730,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x1007,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,11,Testing02,Testing 02,hvzr65,1,response,CHOR_TA_02.png,1252.2439999999988,1250.1599999999962,1252.2439999999988,1252.2439999999988,1250.1599999999962,1252.2439999999988,1,1252.2439999999988,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TA,CHOR,_01.png,_02.png,,,,,CHOR_TA_01.png,CHOR_TA_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TA_02.png,,,
14,1685035157750,25/05/2023 17:19:17,1685038757750,1,25/05/2023 19:19:17,128616,14,task-gbr3,,29726901,BLIND,8844521,,complete,,646fa5b30a7995cad5fec730,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x1007,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,12,Testing02,Testing 02,hvzr65,1,response,BLAR_TA_02.png,1276.883999998885,1275.184000000001,1276.883999998885,1276.883999998885,1275.184000000001,1276.883999998885,1,1276.883999998885,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TA,BLAR,_01.png,_02.png,,,,,BLAR_TA_01.png,BLAR_TU_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TA_02.png,,,
15,1685035159350,25/05/2023 17:19:19,1685038759350,1,25/05/2023 19:19:19,128616,14,task-gbr3,,29726901,BLIND,8844521,,complete,,646fa5b30a7995cad5fec730,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x1007,,Noun-Number Testing,4,Dual-Plural,Noun Number Testing,13,Testing02,Testing 02,hvzr65,1,response,PHAI_TA_02.png,1601.6999999988839,1600.2260000000024,1601.6999999988839,1601.6999999988839,1600.2260000000024,1601.6999999988839,1,1601.6999999988839,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TA,PHAI,_01.png,_02.png,,,,,PHAI_TA_01.png,PHAI_TA_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TA_02.png,,,
