Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-3q16,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: TestCorrectAnswer,Manipulation: Spreadsheet,Store: NounNumberTrain,Store: NounNumberCorrect,Store: NounNumberTotal
1,1685029053861,25/05/2023 15:37:33,1685032653861,1,25/05/2023 17:37:33,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1685029066091,25/05/2023 15:37:46,1685032666091,1,25/05/2023 17:37:46,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,1,Instructions,Instructions,l6tegj,1,continue,,12259,12244,12259,12259,12244,12259,1,12259,0,0,,Click To Continue,Continue Button,2,object-8,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1685029079433,25/05/2023 15:37:59,1685032679433,1,25/05/2023 17:37:59,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,1,Training,Training,34efq7,1,response,PAUKE CHORTU!,5979,13338,13355,5979,13338,13355,1,5979,7376,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,PAU,_,KE,CHOR,_01.png,_02.png,,,,,,,,PAU_KE_CHOR_TU_01.png,PAU_KE_CHOR_TU_02.png,PAUKE CHORTU!,,,,,,,,,
4,1685029089073,25/05/2023 15:38:09,1685032689073,1,25/05/2023 17:38:09,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,2,Training,Training,34efq7,1,response,GOIKO DREETI!,3549,9646,9659,3549,9646,9659,1,3549,6110,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,GOI,_,KO,DREE,_01.png,_02.png,,,,,,,,GOI_KO_DREE_TI_01.png,GOI_KO_DREE_TI_02.png,GOIKO DREETI!,,,,,,,,,
5,1685029163217,25/05/2023 15:39:23,1685032763217,1,25/05/2023 17:39:23,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,3,Training,Training,34efq7,1,response,PAUKO STOOTI!,2764,74142,74158,2764,74142,74158,1,2764,71394,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,PAU,_,KO,STOO,_01.png,_02.png,,,,,,,,PAU_KO_STOO_TI_01.png,PAU_KO_STOO_TI_02.png,PAUKO STOOTI!,,,,,,,,,
6,1685029174792,25/05/2023 15:39:34,1685032774792,1,25/05/2023 17:39:34,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,4,Training,Training,34efq7,1,response,PAUKE PHAITA!,4318,11575,11590,4318,11575,11590,1,4318,7272,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,PAU,_,KE,PHAI,_01.png,_02.png,,,,,,,,PAU_KE_PHAI_TA_01.png,PAU_KE_PHAI_TA_02.png,PAUKE PHAITA!,,,,,,,,,
7,1685029181608,25/05/2023 15:39:41,1685032781608,1,25/05/2023 17:39:41,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,5,Training,Training,34efq7,1,response,GOIKE BLARTA!,1913,6817,6831,1913,6817,6831,1,1913,4918,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,GOI,_,KE,BLAR,_01.png,_02.png,,,,,,,,GOI_KE_BLAR_TA_01.png,GOI_KE_BLAR_TA_02.png,GOIKE BLARTA!,,,,,,,,,
8,1685029186308,25/05/2023 15:39:46,1685032786308,1,25/05/2023 17:39:46,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,6,Training,Training,34efq7,1,response,GOIKE SNURTU!,1324,4699,4714,1324,4699,4714,1,1324,3390,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,GOI,_,KE,SNUR,_01.png,_02.png,,,,,,,,GOI_KE_SNUR_TU_01.png,GOI_KE_SNUR_TU_02.png,GOIKE SNURTU!,,,,,,,,,
9,1685029194881,25/05/2023 15:39:54,1685032794881,1,25/05/2023 17:39:54,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,7,Training,Training,34efq7,1,response,GOIKE PHAITU!,1976,8580,8588,1976,8580,8588,1,1976,6612,0,,Single Text Entry,TextTraining02,4,object-97,Training,,2, ,GOI,_,KE,PHAI,_01.png,_02.png,,,,,,,,GOI_KE_PHAI_TU_01.png,GOI_KE_PHAI_TU_02.png,GOIKE PHAITU!,,,,,,,,,
10,1685029200121,25/05/2023 15:40:00,1685032800121,1,25/05/2023 17:40:00,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,8,Training,Training,34efq7,1,response,PAUKO SNURTI!,1658,5231,5248,1658,5231,5248,1,1658,3590,0,,Single Text Entry,TextTraining02,4,object-97,Training,,2, ,PAU,_,KO,SNUR,_01.png,_02.png,,,,,,,,PAU_KO_SNUR_TI_01.png,PAU_KO_SNUR_TI_02.png,PAUKO SNURTI!,,,,,,,,,
11,1685029205210,25/05/2023 15:40:05,1685032805210,1,25/05/2023 17:40:05,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,9,Training,Training,34efq7,1,response,GOIKO CHORTI!,2260,5089,5106,2260,5089,5106,1,2260,2846,0,,Single Text Entry,TextTraining02,4,object-97,Training,,2, ,GOI,_,KO,CHOR,_01.png,_02.png,,,,,,,,GOI_KO_CHOR_TI_01.png,GOI_KO_CHOR_TI_02.png,GOIKO CHORTI!,,,,,,,,,
12,1685029209384,25/05/2023 15:40:09,1685032809384,1,25/05/2023 17:40:09,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,10,Training,Training,34efq7,1,response,PAUKE BLARTU!,1358,4183,4191,1358,4183,4191,1,1358,2833,0,,Single Text Entry,TextTraining02,4,object-97,Training,,2, ,PAU,_,KE,BLAR,_01.png,_02.png,,,,,,,,PAU_KE_BLAR_TU_01.png,PAU_KE_BLAR_TU_02.png,PAUKE BLARTU!,,,,,,,,,
13,1685029215821,25/05/2023 15:40:15,1685032815821,1,25/05/2023 17:40:15,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,11,Training,Training,34efq7,1,response,PAUKE DREETA!,3089,6433,6445,3089,6433,6445,1,3089,3356,0,,Single Text Entry,TextTraining02,4,object-97,Training,,2, ,PAU,_,KE,DREE,_01.png,_02.png,,,,,,,,PAU_KE_DREE_TA_01.png,PAU_KE_DREE_TA_02.png,PAUKE DREETA!,,,,,,,,,
14,1685029227544,25/05/2023 15:40:27,1685032827544,1,25/05/2023 17:40:27,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,12,Training,Training,34efq7,1,response,GOIKE STOOTA!,1439,11720,11735,1439,11720,11735,1,1439,10296,0,,Single Text Entry,TextTraining02,4,object-97,Training,,2, ,GOI,_,KE,STOO,_01.png,_02.png,,,,,,,,GOI_KE_STOO_TA_01.png,GOI_KE_STOO_TA_02.png,GOIKE STOOTA!,,,,,,,,,
15,1685029232424,25/05/2023 15:40:32,1685032832424,1,25/05/2023 17:40:32,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,13,Training,Training,34efq7,1,response,PAUKE STOOTU!,2048,4886,4896,2048,4886,4896,1,2048,2848,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,PAU,_,KE,STOO,_01.png,_02.png,,,,,,,,PAU_KE_STOO_TU_01.png,PAU_KE_STOO_TU_02.png,PAUKE STOOTU!,,,,,,,,,
16,1685029238860,25/05/2023 15:40:38,1685032838860,1,25/05/2023 17:40:38,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,14,Training,Training,34efq7,1,response,PAUKO PHAITI!,1886,6430,6445,1886,6430,6445,1,1886,4559,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,PAU,_,KO,PHAI,_01.png,_02.png,,,,,,,,PAU_KO_PHAI_TI_01.png,PAU_KO_PHAI_TI_02.png,PAUKO PHAITI!,,,,,,,,,
17,1685029244953,25/05/2023 15:40:44,1685032844953,1,25/05/2023 17:40:44,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,15,Training,Training,34efq7,1,response,GOIKE SNURTA!,1266,6097,6108,1266,6097,6108,1,1266,4842,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,GOI,_,KE,SNUR,_01.png,_02.png,,,,,,,,GOI_KE_SNUR_TA_01.png,GOI_KE_SNUR_TA_02.png,GOIKE SNURTA!,,,,,,,,,
18,1685029251048,25/05/2023 15:40:51,1685032851048,1,25/05/2023 17:40:51,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,16,Training,Training,34efq7,1,response,GOIKO BLARTI!,1785,6099,6107,1785,6099,6107,1,1785,4322,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,GOI,_,KO,BLAR,_01.png,_02.png,,,,,,,,GOI_KO_BLAR_TI_01.png,GOI_KO_BLAR_TI_02.png,GOIKO BLARTI!,,,,,,,,,
19,1685029258136,25/05/2023 15:40:58,1685032858136,1,25/05/2023 17:40:58,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,17,Training,Training,34efq7,1,response,GOIKE DREETU!,1473,7085,7095,1473,7085,7095,1,1473,5622,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,GOI,_,KE,DREE,_01.png,_02.png,,,,,,,,GOI_KE_DREE_TU_01.png,GOI_KE_DREE_TU_02.png,GOIKE DREETU!,,,,,,,,,
20,1685029263090,25/05/2023 15:41:03,1685032863090,1,25/05/2023 17:41:03,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,18,Training,Training,34efq7,1,response,PAUKE CHORTA!,2039,4944,4961,2039,4944,4961,1,2039,2922,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,PAU,_,KE,CHOR,_01.png,_02.png,,,,,,,,PAU_KE_CHOR_TA_01.png,PAU_KE_CHOR_TA_02.png,PAUKE CHORTA!,,,,,,,,,
21,1685029270416,25/05/2023 15:41:10,1685032870416,1,25/05/2023 17:41:10,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,19,Training,Training,34efq7,1,response,PAUKE STOOTA!,3785,7336,7346,3785,7336,7346,1,3785,3561,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,PAU,_,KE,STOO,_01.png,_02.png,,,,,,,,PAU_KE_STOO_TA_01.png,PAU_KE_STOO_TA_02.png,PAUKE STOOTA!,,,,,,,,,
22,1685029274945,25/05/2023 15:41:14,1685032874945,1,25/05/2023 17:41:14,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,20,Training,Training,34efq7,1,response,PAUKE SNURTU!,1357,4534,4539,1357,4534,4539,1,1357,3182,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,PAU,_,KE,SNUR,_01.png,_02.png,,,,,,,,PAU_KE_SNUR_TU_01.png,PAU_KE_SNUR_TU_02.png,PAUKE SNURTU!,,,,,,,,,
23,1685029286575,25/05/2023 15:41:26,1685032886575,1,25/05/2023 17:41:26,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,21,Training,Training,34efq7,1,response,PAUKO BLARTI!,5254,11632,11635,5254,11632,11635,1,5254,6381,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,PAU,_,KO,BLAR,_01.png,_02.png,,,,,,,,PAU_KO_BLAR_TI_01.png,PAU_KO_BLAR_TI_02.png,PAUKO BLARTI!,,,,,,,,,
24,1685029295736,25/05/2023 15:41:35,1685032895736,1,25/05/2023 17:41:35,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,22,Training,Training,34efq7,1,response,GOIKO PHAITI!,2522,9145,9162,2522,9145,9162,1,2522,6640,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,GOI,_,KO,PHAI,_01.png,_02.png,,,,,,,,GOI_KO_PHAI_TI_01.png,GOI_KO_PHAI_TI_02.png,GOIKO PHAITI!,,,,,,,,,
25,1685029327888,25/05/2023 15:42:07,1685032927888,1,25/05/2023 17:42:07,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,23,Training,Training,34efq7,1,response,GOIKE DREETA!,2387,32152,32169,2387,32152,32169,1,2387,29782,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,GOI,_,KE,DREE,_01.png,_02.png,,,,,,,,GOI_KE_DREE_TA_01.png,GOI_KE_DREE_TA_02.png,GOIKE DREETA!,,,,,,,,,
26,1685029332732,25/05/2023 15:42:12,1685032932732,1,25/05/2023 17:42:12,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,24,Training,Training,34efq7,1,response,GOIKE CHORTU!,1717,4844,4861,1717,4844,4861,1,1717,3144,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,GOI,_,KE,CHOR,_01.png,_02.png,,,,,,,,GOI_KE_CHOR_TU_01.png,GOI_KE_CHOR_TU_02.png,GOIKE CHORTU!,,,,,,,,,
27,1685029338834,25/05/2023 15:42:18,1685032938834,1,25/05/2023 17:42:18,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,25,Training,Training,34efq7,1,response,PAUKE PHAITU!,2366,6107,6121,2366,6107,6121,1,2366,3755,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,PAU,_,KE,PHAI,_01.png,_02.png,,,,,,,,PAU_KE_PHAI_TU_01.png,PAU_KE_PHAI_TU_02.png,PAUKE PHAITU!,,,,,,,,,
28,1685029356689,25/05/2023 15:42:36,1685032956689,1,25/05/2023 17:42:36,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,26,Training,Training,34efq7,1,response,GOIKE CHORTA!,1593,17851,17867,1593,17851,17867,1,1593,16274,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,GOI,_,KE,CHOR,_01.png,_02.png,,,,,,,,GOI_KE_CHOR_TA_01.png,GOI_KE_CHOR_TA_02.png,GOIKE CHORTA!,,,,,,,,,
29,1685029362844,25/05/2023 15:42:42,1685032962844,1,25/05/2023 17:42:42,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,27,Training,Training,34efq7,1,response,GOIKO STOOTI!,1330,6154,6171,1330,6154,6171,1,1330,4841,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,GOI,_,KO,STOO,_01.png,_02.png,,,,,,,,GOI_KO_STOO_TI_01.png,GOI_KO_STOO_TI_02.png,GOIKO STOOTI!,,,,,,,,,
30,1685029368487,25/05/2023 15:42:48,1685032968487,1,25/05/2023 17:42:48,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,28,Training,Training,34efq7,1,response,GOIKE BLARTU!,1672,5647,5662,1672,5647,5662,1,1672,3990,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,GOI,_,KE,BLAR,_01.png,_02.png,,,,,,,,GOI_KE_BLAR_TU_01.png,GOI_KE_BLAR_TU_02.png,GOIKE BLARTU!,,,,,,,,,
31,1685029374048,25/05/2023 15:42:54,1685032974048,1,25/05/2023 17:42:54,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,29,Training,Training,34efq7,1,response,PAUKE SNURTA!,1929,5561,5575,1929,5561,5575,1,1929,3646,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,PAU,_,KE,SNUR,_01.png,_02.png,,,,,,,,PAU_KE_SNUR_TA_01.png,PAU_KE_SNUR_TA_02.png,PAUKE SNURTA!,,,,,,,,,
32,1685029379191,25/05/2023 15:42:59,1685032979191,1,25/05/2023 17:42:59,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,30,Training,Training,34efq7,1,response,PAUKO DREETI!,1281,5149,5158,1281,5149,5158,1,1281,3877,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,PAU,_,KO,DREE,_01.png,_02.png,,,,,,,,PAU_KO_DREE_TI_01.png,PAU_KO_DREE_TI_02.png,PAUKO DREETI!,,,,,,,,,
33,1685029383335,25/05/2023 15:43:03,1685032983335,1,25/05/2023 17:43:03,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,31,Training,Training,34efq7,1,response,PAUKE DREETU!,1355,4135,4152,1355,4135,4152,1,1355,2797,0,,Single Text Entry,TextTraining02,4,object-97,Training,,6, ,PAU,_,KE,DREE,_01.png,_02.png,,,,,,,,PAU_KE_DREE_TU_01.png,PAU_KE_DREE_TU_02.png,PAUKE DREETU!,,,,,,,,,
34,1685029388335,25/05/2023 15:43:08,1685032988335,1,25/05/2023 17:43:08,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,32,Training,Training,34efq7,1,response,GOIKE STOOTU!,2045,5003,5018,2045,5003,5018,1,2045,2973,0,,Single Text Entry,TextTraining02,4,object-97,Training,,6, ,GOI,_,KE,STOO,_01.png,_02.png,,,,,,,,GOI_KE_STOO_TU_01.png,GOI_KE_STOO_TU_02.png,GOIKE STOOTU!,,,,,,,,,
35,1685029393168,25/05/2023 15:43:13,1685032993168,1,25/05/2023 17:43:13,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,33,Training,Training,34efq7,1,response,PAUKE BLARTA!,1177,4833,4848,1177,4833,4848,1,1177,3671,0,,Single Text Entry,TextTraining02,4,object-97,Training,,6, ,PAU,_,KE,BLAR,_01.png,_02.png,,,,,,,,PAU_KE_BLAR_TA_01.png,PAU_KE_BLAR_TA_02.png,PAUKE BLARTA!,,,,,,,,,
36,1685029397519,25/05/2023 15:43:17,1685032997519,1,25/05/2023 17:43:17,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,34,Training,Training,34efq7,1,response,GOIKE PHAITA!,1363,4346,4362,1363,4346,4362,1,1363,2999,0,,Single Text Entry,TextTraining02,4,object-97,Training,,6, ,GOI,_,KE,PHAI,_01.png,_02.png,,,,,,,,GOI_KE_PHAI_TA_01.png,GOI_KE_PHAI_TA_02.png,GOIKE PHAITA!,,,,,,,,,
37,1685029401263,25/05/2023 15:43:21,1685033001263,1,25/05/2023 17:43:21,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,35,Training,Training,34efq7,1,response,GOIKO SNURTI!,1072,3750,3764,1072,3750,3764,1,1072,2692,0,,Single Text Entry,TextTraining02,4,object-97,Training,,6, ,GOI,_,KO,SNUR,_01.png,_02.png,,,,,,,,GOI_KO_SNUR_TI_01.png,GOI_KO_SNUR_TI_02.png,GOIKO SNURTI!,,,,,,,,,
38,1685029406901,25/05/2023 15:43:26,1685033006901,1,25/05/2023 17:43:26,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,36,Training,Training,34efq7,1,response,PAUKO CHORTI!,1264,5634,5651,1264,5634,5651,1,1264,4387,0,,Single Text Entry,TextTraining02,4,object-97,Training,,6, ,PAU,_,KO,CHOR,_01.png,_02.png,,,,,,,,PAU_KO_CHOR_TI_01.png,PAU_KO_CHOR_TI_02.png,PAUKO CHORTI!,,,,,,,,,
39,1685029406914,25/05/2023 15:43:26,1685033006914,1,25/05/2023 17:43:26,128616,14,task-zgkx,,29725122,BLIND,8844041,,complete,,646f8df9d6ca932885d54630,computer,Desktop or Laptop,Linux x86_64,Chrome 113.0.0.0,1369x591,1366x590,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1685030478842,25/05/2023 16:01:18,1685034078842,1,25/05/2023 18:01:18,128616,14,task-zgkx,,29725676,BLIND,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Singular-Dual Training,3,Singular-Plural,Singular Dual Training,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
