Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-3q16,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: TestCorrectAnswer,Manipulation: Spreadsheet,Store: NounNumberTrain,Store: NounNumberCorrect,Store: NounNumberTotal
11,1685030228098,25/05/2023 15:57:08,1685033828098,1,25/05/2023 17:57:08,128616,14,task-y6qa,,29725465,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Singular-Dual Training,3,Singular-Dual,Singular Dual Training,1,Training,Training,34efq7,1,response,GOIKE BLARTA,2975,17503,17506,2975,17503,17506,0,2975,14531,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,GOI,_,KE,BLAR,_01.png,_02.png,,,,,,,,GOI_KE_BLAR_TA_01.png,GOI_KE_BLAR_TA_02.png,GOIKE BLARTA!,,,,,,,,,
12,1685030228266,25/05/2023 15:57:08,1685033828266,1,25/05/2023 17:57:08,128616,14,task-y6qa,,29725465,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Singular-Dual Training,3,Singular-Dual,Singular Dual Training,1,Training,Training,34efq7,1,response,GOIKE BLARTA,2975,17671,17674,2975,17671,17674,0,2975,14699,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,GOI,_,KE,BLAR,_01.png,_02.png,,,,,,,,GOI_KE_BLAR_TA_01.png,GOI_KE_BLAR_TA_02.png,GOIKE BLARTA!,,,,,,,,,
13,1685030236472,25/05/2023 15:57:16,1685033836472,1,25/05/2023 17:57:16,128616,14,task-y6qa,,29725465,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Singular-Dual Training,3,Singular-Dual,Singular Dual Training,1,Training,Training,34efq7,1,response,GOIKE BLARTA!,2975,25864,25880,2975,25864,25880,1,2975,22905,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,GOI,_,KE,BLAR,_01.png,_02.png,,,,,,,,GOI_KE_BLAR_TA_01.png,GOI_KE_BLAR_TA_02.png,GOIKE BLARTA!,,,,,,,,,
14,1685030244940,25/05/2023 15:57:24,1685033844940,1,25/05/2023 17:57:24,128616,14,task-y6qa,,29725465,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Singular-Dual Training,3,Singular-Dual,Singular Dual Training,2,Training,Training,34efq7,1,response,PAUKO STOOTI!,2974,8476,8485.000000000015,2974,8476,8485.000000000015,1,2974,5511.000000000015,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,PAU,_,KO,STOO,_01.png,_02.png,,,,,,,,PAU_KO_STOO_TI_01.png,PAU_KO_STOO_TI_02.png,PAUKO STOOTI!,,,,,,,,,
15,1685030257445,25/05/2023 15:57:37,1685033857445,1,25/05/2023 17:57:37,128616,14,task-y6qa,,29725465,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Singular-Dual Training,3,Singular-Dual,Singular Dual Training,3,Training,Training,34efq7,1,response,PAUKE CHORTU!,1520,12505,12514,1520,12505,12514,1,1520,10994,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,PAU,_,KE,CHOR,_01.png,_02.png,,,,,,,,PAU_KE_CHOR_TU_01.png,PAU_KE_CHOR_TU_02.png,PAUKE CHORTU!,,,,,,,,,
16,1685030281979,25/05/2023 15:58:01,1685033881979,1,25/05/2023 17:58:01,128616,14,task-y6qa,,29725465,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Singular-Dual Training,3,Singular-Dual,Singular Dual Training,4,Training,Training,34efq7,1,response,GOIKE SNURTU!,2441,24541,24543,2441,24541,24543,1,2441,22102,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,GOI,_,KE,SNUR,_01.png,_02.png,,,,,,,,GOI_KE_SNUR_TU_01.png,GOI_KE_SNUR_TU_02.png,GOIKE SNURTU!,,,,,,,,,
17,1685030289021,25/05/2023 15:58:09,1685033889021,1,25/05/2023 17:58:09,128616,14,task-y6qa,,29725465,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Singular-Dual Training,3,Singular-Dual,Singular Dual Training,5,Training,Training,34efq7,1,response,PAUKE PHAITA!,1572,7040,7045,1572,7040,7045,1,1572,5473,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,PAU,_,KE,PHAI,_01.png,_02.png,,,,,,,,PAU_KE_PHAI_TA_01.png,PAU_KE_PHAI_TA_02.png,PAUKE PHAITA!,,,,,,,,,
18,1685030296031,25/05/2023 15:58:16,1685033896031,1,25/05/2023 17:58:16,128616,14,task-y6qa,,29725465,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Singular-Dual Training,3,Singular-Dual,Singular Dual Training,6,Training,Training,34efq7,1,response,GOIKO DRETTI!,1320,7004,7015,1320,7004,7015,0,1320,5695,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,GOI,_,KO,DREE,_01.png,_02.png,,,,,,,,GOI_KO_DREE_TI_01.png,GOI_KO_DREE_TI_02.png,GOIKO DREETI!,,,,,,,,,
19,1685030301157,25/05/2023 15:58:21,1685033901157,1,25/05/2023 17:58:21,128616,14,task-y6qa,,29725465,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Singular-Dual Training,3,Singular-Dual,Singular Dual Training,6,Training,Training,34efq7,1,response,GOIKO DRETTI!,1320,12137,12142,1320,12137,12142,0,1320,10822,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,GOI,_,KO,DREE,_01.png,_02.png,,,,,,,,GOI_KO_DREE_TI_01.png,GOI_KO_DREE_TI_02.png,GOIKO DREETI!,,,,,,,,,
20,1685030308570,25/05/2023 15:58:28,1685033908570,1,25/05/2023 17:58:28,128616,14,task-y6qa,,29725465,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Singular-Dual Training,3,Singular-Dual,Singular Dual Training,6,Training,Training,34efq7,1,response,GOIKO DREETI!,1320,19543,19555,1320,19543,19555,1,1320,18235,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,GOI,_,KO,DREE,_01.png,_02.png,,,,,,,,GOI_KO_DREE_TI_01.png,GOI_KO_DREE_TI_02.png,GOIKO DREETI!,,,,,,,,,
