Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-3q16,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: TestCorrectAnswer,Spreadsheet: Age,Spreadsheet: Gender,Spreadsheet: Handedness,Manipulation: Spreadsheet,Store: NounNumberTrain,Store: NounNumberCorrect,Store: NounNumberTotal
1,1685029760452,25/05/2023 15:49:20,1685033360452,1,25/05/2023 17:49:20,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1685029841542,25/05/2023 15:50:41,1685033441542,1,25/05/2023 17:50:41,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions1,l6tegj,1,continue,,83336,83326,83336,83336,83326,83336,1,83336,0,0,,Click To Continue,Continue Button,2,object-8,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1685029843508,25/05/2023 15:50:43,1685033443508,1,25/05/2023 17:50:43,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions2,m22b5k,2,continue,,1976,1972,1976,1976,1972,1976,1,1976,0,0,,Click To Continue,Continue Button,2,object-26,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1685029844990,25/05/2023 15:50:44,1685033444990,1,25/05/2023 17:50:44,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions3,1nixcc,3,continue,,1487,1472,1487,1487,1472,1487,1,1487,0,0,,Click To Continue,Continue Button,2,object-126,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1685029846578,25/05/2023 15:50:46,1685033446578,1,25/05/2023 17:50:46,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions4,8v99zt,4,continue,,1602,1589,1602,1602,1589,1602,1,1602,0,0,,Click To Continue,Continue Button,2,object-122,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1685029848573,25/05/2023 15:50:48,1685033448573,1,25/05/2023 17:50:48,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions5,ipt5mm,5,continue,,2008,2005,2008,2008,2005,2008,1,2008,0,0,,Click To Continue,Continue Button,2,object-32,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1685029853282,25/05/2023 15:50:53,1685033453282,1,25/05/2023 17:50:53,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions6,9ur7d5,6,continue,,4712.000000000015,4699,4712.000000000015,4712.000000000015,4699,4712.000000000015,1,4712.000000000015,0,0,,Click To Continue,Continue Button,2,object-91,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1685029863234,25/05/2023 15:51:03,1685033463234,1,25/05/2023 17:51:03,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,continue,,9964,9963,9964,9964,9963,9964,1,9964,0,0,,Click To Continue,Continue Button,3,object-151,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1685029863236,25/05/2023 15:51:03,1685033463236,1,25/05/2023 17:51:03,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,26,4631,9963,9967,4631,9963,9967,1,4631,5336,0,,Dropdown,Age,2,object-150,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1685029863237,25/05/2023 15:51:03,1685033463237,1,25/05/2023 17:51:03,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Female,7422,9963,9969,7422,9963,9969,1,7422,2547,0,,Dropdown,Gender,5,object-154,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1685029863237,25/05/2023 15:51:03,1685033463237,1,25/05/2023 17:51:03,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Right-handed,9595,9963,9969,9595,9963,9969,1,9595,374,0,,Dropdown,Handedness,7,object-156,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1685029898949,25/05/2023 15:51:38,1685033498949,1,25/05/2023 17:51:38,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Instructions01,Instructions8,q3gk2e,8,continue,,35719,35711,35719,35719,35711,35719,1,35719,0,0,,Click To Continue,Continue Button,2,object-75,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1685029906586,25/05/2023 15:51:46,1685033506586,1,25/05/2023 17:51:46,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Training01,Training01,34efq7,1,response,dreeti,3543,7639,7645,3543,7639,7645,0,3543,4102,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,DREE,_01.png,_02.png,,DREE_TI_01.png,DREE_TI_02.png,DREETI,,,,,,,,,,,,,,,,,,
14,1685029908117,25/05/2023 15:51:48,1685033508117,1,25/05/2023 17:51:48,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Training01,Training01,34efq7,1,response,dreeti,3543,9161,9176,3543,9161,9176,0,3543,5633,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,DREE,_01.png,_02.png,,DREE_TI_01.png,DREE_TI_02.png,DREETI,,,,,,,,,,,,,,,,,,
15,1685029909544,25/05/2023 15:51:49,1685033509544,1,25/05/2023 17:51:49,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Training01,Training01,34efq7,1,response,dreeti,3543,10599,10603,3543,10599,10603,0,3543,7060,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,DREE,_01.png,_02.png,,DREE_TI_01.png,DREE_TI_02.png,DREETI,,,,,,,,,,,,,,,,,,
16,1685029917242,25/05/2023 15:51:57,1685033517242,1,25/05/2023 17:51:57,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,1,Training01,Training01,34efq7,1,response,DREETI,3543,18289,18301,3543,18289,18301,1,3543,14758,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,DREE,_01.png,_02.png,,DREE_TI_01.png,DREE_TI_02.png,DREETI,,,,,,,,,,,,,,,,,,
17,1685029923440,25/05/2023 15:52:03,1685033523440,1,25/05/2023 17:52:03,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,2,Training01,Training01,34efq7,1,response,PHAITI,2106,6203,6211,2106,6203,6211,1,2106,4105,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,PHAI,_01.png,_02.png,,PHAI_TI_01.png,PHAI_TI_02.png,PHAITI,,,,,,,,,,,,,,,,,,
18,1685029959147,25/05/2023 15:52:39,1685033559147,1,25/05/2023 17:52:39,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,3,Training01,Training01,34efq7,1,response,BLARTA,1687,35709,35716,1687,35709,35716,1,1687,34029,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,,,,,BLAR,_01.png,_02.png,,BLAR_TA_01.png,BLAR_TA_02.png,BLARTA,,,,,,,,,,,,,,,,,,
19,1685029965320,25/05/2023 15:52:45,1685033565320,1,25/05/2023 17:52:45,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,4,Training01,Training01,34efq7,1,response,STOOTA,1571,6170,6180,1571,6170,6180,1,1571,4609,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,STOO,_01.png,_02.png,,STOO_TA_01.png,STOO_TA_02.png,STOOTA,,,,,,,,,,,,,,,,,,
20,1685029986603,25/05/2023 15:53:06,1685033586603,1,25/05/2023 17:53:06,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,5,Training01,Training01,34efq7,1,response,CHORTU,1538,21281,21293,1538,21281,21293,1,1538,19755,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,CHOR,_01.png,_02.png,,CHOR_TU_01.png,CHOR_TU_02.png,CHORTU,,,,,,,,,,,,,,,,,,
21,1685029990740,25/05/2023 15:53:10,1685033590740,1,25/05/2023 17:53:10,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,6,Training01,Training01,34efq7,1,response,SNURTU,1456,4146,4149,1456,4146,4149,1,1456,2693,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,SNUR,_01.png,_02.png,,SNUR_TU_01.png,SNUR_TU_02.png,SNURTU,,,,,,,,,,,,,,,,,,
22,1685029994806,25/05/2023 15:53:14,1685033594806,1,25/05/2023 17:53:14,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,7,Training01,Training01,34efq7,1,response,BLARTU,1356,4064,4070.000000000029,1356,4064,4070.000000000029,1,1356,2714.000000000029,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,BLAR,_01.png,_02.png,,BLAR_TU_01.png,BLAR_TU_02.png,BLARTU,,,,,,,,,,,,,,,,,,
23,1685029999285,25/05/2023 15:53:19,1685033599285,1,25/05/2023 17:53:19,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,8,Training01,Training01,34efq7,1,response,STOOTI,1588,4481,4485,1588,4481,4485,1,1588,2897,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,STOO,_01.png,_02.png,,STOO_TI_01.png,STOO_TI_02.png,STOOTI,,,,,,,,,,,,,,,,,,
24,1685030003451,25/05/2023 15:53:23,1685033603451,1,25/05/2023 17:53:23,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,9,Training01,Training01,34efq7,1,response,DREETA,1521,4162,4170,1521,4162,4170,1,1521,2649,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,DREE,_01.png,_02.png,,DREE_TA_01.png,DREE_TA_02.png,DREETA,,,,,,,,,,,,,,,,,,
25,1685030006962,25/05/2023 15:53:26,1685033606962,1,25/05/2023 17:53:26,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,10,Training01,Training01,34efq7,1,response,PHAITU,1154,3511,3519,1154,3511,3519,1,1154,2365,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,PHAI,_01.png,_02.png,,PHAI_TU_01.png,PHAI_TU_02.png,PHAITU,,,,,,,,,,,,,,,,,,
26,1685030012405,25/05/2023 15:53:32,1685033612405,1,25/05/2023 17:53:32,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,11,Training01,Training01,34efq7,1,response,CHORTI,1170,5434,5451,1170,5434,5451,1,1170,4281,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,CHOR,_01.png,_02.png,,CHOR_TI_01.png,CHOR_TI_02.png,CHORTI,,,,,,,,,,,,,,,,,,
27,1685030015596,25/05/2023 15:53:35,1685033615596,1,25/05/2023 17:53:35,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,12,Training01,Training01,34efq7,1,response,SNURTA,1053,3193,3207,1053,3193,3207,1,1053,2154,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,SNUR,_01.png,_02.png,,SNUR_TA_01.png,SNUR_TA_02.png,SNURTA,,,,,,,,,,,,,,,,,,
28,1685030067298,25/05/2023 15:54:27,1685033667298,1,25/05/2023 17:54:27,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,13,Training01,Training01,34efq7,1,response,SNURTI,985,51709,51718,985,51709,51718,1,985,50733,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,SNUR,_01.png,_02.png,,SNUR_TI_01.png,SNUR_TI_02.png,SNURTI,,,,,,,,,,,,,,,,,,
29,1685030071903,25/05/2023 15:54:31,1685033671903,1,25/05/2023 17:54:31,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,14,Training01,Training01,34efq7,1,response,CHORTA,2207,4597,4613,2207,4597,4613,1,2207,2406,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,CHOR,_01.png,_02.png,,CHOR_TA_01.png,CHOR_TA_02.png,CHORTA,,,,,,,,,,,,,,,,,,
30,1685030076917,25/05/2023 15:54:36,1685033676917,1,25/05/2023 17:54:36,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,15,Training01,Training01,34efq7,1,response,PHAITA,2257,5016,5032,2257,5016,5032,1,2257,2775,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,PHAI,_01.png,_02.png,,PHAI_TA_01.png,PHAI_TA_02.png,PHAITA,,,,,,,,,,,,,,,,,,
31,1685030080393,25/05/2023 15:54:40,1685033680393,1,25/05/2023 17:54:40,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,16,Training01,Training01,34efq7,1,response,BLARTI,1120,3477,3492,1120,3477,3492,1,1120,2372,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,BLAR,_01.png,_02.png,,BLAR_TI_01.png,BLAR_TI_02.png,BLARTI,,,,,,,,,,,,,,,,,,
32,1685030084042,25/05/2023 15:54:44,1685033684042,1,25/05/2023 17:54:44,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,17,Training01,Training01,34efq7,1,response,STOOTU,1037,3661,3664,1037,3661,3664,1,1037,2627,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,STOO,_01.png,_02.png,,STOO_TU_01.png,STOO_TU_02.png,STOOTU,,,,,,,,,,,,,,,,,,
33,1685030089269,25/05/2023 15:54:49,1685033689269,1,25/05/2023 17:54:49,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,18,Training01,Training01,34efq7,1,response,DREETU,1253,5216,5230,1253,5216,5230,1,1253,3977,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,DREE,_01.png,_02.png,,DREE_TU_01.png,DREE_TU_02.png,DREETU,,,,,,,,,,,,,,,,,,
34,1685030089274,25/05/2023 15:54:49,1685033689274,1,25/05/2023 17:54:49,128616,14,task-m73r,,29725346,BLIND,8844122,,complete,,646f908637079ec9f8d5461c,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x709,,Noun-Number Training,27,Singular-Dual,Noun Number Training,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1685030499411,25/05/2023 16:01:39,1685034099411,1,25/05/2023 18:01:39,128616,14,task-m73r,,29725671,BLIND,8844170,,complete,,646f942dc8a19e0fde88a1f9,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1685030539329,25/05/2023 16:02:19,1685034139329,1,25/05/2023 18:02:19,128616,14,task-m73r,,29725671,BLIND,8844170,,complete,,646f942dc8a19e0fde88a1f9,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Instructions01,Instructions1,l6tegj,1,continue,,39975.30399997616,39960.283,39975.30399997616,39975.30399997616,39960.283,39975.30399997616,1,39975.30399997616,0,0,,Click To Continue,Continue Button,2,object-8,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1685030545606,25/05/2023 16:02:25,1685034145606,1,25/05/2023 18:02:25,128616,14,task-m73r,,29725671,BLIND,8844170,,complete,,646f942dc8a19e0fde88a1f9,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Instructions01,Instructions2,m22b5k,2,continue,,6298.820999988078,6293.9259999999995,6298.820999988078,6298.820999988078,6293.9259999999995,6298.820999988078,1,6298.820999988078,0,0,,Click To Continue,Continue Button,2,object-26,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1685030550018,25/05/2023 16:02:30,1685034150018,1,25/05/2023 18:02:30,128616,14,task-m73r,,29725671,BLIND,8844170,,complete,,646f942dc8a19e0fde88a1f9,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Instructions01,Instructions3,1nixcc,3,continue,,4412.099999999991,4395.587999999996,4412.099999999991,4412.099999999991,4395.587999999996,4412.099999999991,1,4412.099999999991,0,0,,Click To Continue,Continue Button,2,object-126,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1685030557187,25/05/2023 16:02:37,1685034157187,1,25/05/2023 18:02:37,128616,14,task-m73r,,29725671,BLIND,8844170,,complete,,646f942dc8a19e0fde88a1f9,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Instructions01,Instructions4,8v99zt,4,continue,,7188.806999988083,7176.208000000006,7188.806999988083,7188.806999988083,7176.208000000006,7188.806999988083,1,7188.806999988083,0,0,,Click To Continue,Continue Button,2,object-122,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1685030584187,25/05/2023 16:03:04,1685034184187,1,25/05/2023 18:03:04,128616,14,task-m73r,,29725671,BLIND,8844170,,complete,,646f942dc8a19e0fde88a1f9,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Instructions01,Instructions5,ipt5mm,5,continue,,27012.998999994037,27006.915,27012.998999994037,27012.998999994037,27006.915,27012.998999994037,1,27012.998999994037,0,0,,Click To Continue,Continue Button,2,object-32,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1685030592046,25/05/2023 16:03:12,1685034192046,1,25/05/2023 18:03:12,128616,14,task-m73r,,29725671,BLIND,8844170,,complete,,646f942dc8a19e0fde88a1f9,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Instructions01,Instructions6,9ur7d5,6,continue,,7865.083999994036,7859.078999999998,7865.083999994036,7865.083999994036,7859.078999999998,7865.083999994036,1,7865.083999994036,0,0,,Click To Continue,Continue Button,2,object-91,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1685030601398,25/05/2023 16:03:21,1685034201398,1,25/05/2023 18:03:21,128616,14,task-m73r,,29725671,BLIND,8844170,,complete,,646f942dc8a19e0fde88a1f9,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,continue,,9324.204999982117,9307.581999999995,9324.204999982117,9324.204999982117,9307.581999999995,9324.204999982117,1,9324.204999982117,0,0,,Click To Continue,Continue Button,3,object-151,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1685030601418,25/05/2023 16:03:21,1685034201418,1,25/05/2023 18:03:21,128616,14,task-m73r,,29725671,BLIND,8844170,,complete,,646f942dc8a19e0fde88a1f9,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,27,3529.959999999992,9307.581999999995,9324.373999999996,3529.959999999992,9307.581999999995,9324.373999999996,1,3529.959999999992,5794.414000000004,0,,Dropdown,Age,2,object-150,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1685030601424,25/05/2023 16:03:21,1685034201424,1,25/05/2023 18:03:21,128616,14,task-m73r,,29725671,BLIND,8844170,,complete,,646f942dc8a19e0fde88a1f9,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Female,5894.091,9307.581999999995,9324.373999999996,5894.091,9307.581999999995,9324.373999999996,1,5894.091,3430.282999999996,0,,Dropdown,Gender,5,object-154,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1685030601428,25/05/2023 16:03:21,1685034201428,1,25/05/2023 18:03:21,128616,14,task-m73r,,29725671,BLIND,8844170,,complete,,646f942dc8a19e0fde88a1f9,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1366x768,1366x625,,Noun-Number Training,27,Dual-Plural,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Right-handed,7792.3080000000045,9307.581999999995,9324.373999999996,7792.3080000000045,9307.581999999995,9324.373999999996,1,7792.3080000000045,1532.0659999999916,0,,Dropdown,Handedness,7,object-156,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
