Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: TestCorrectAnswer,Manipulation: Spreadsheet,Store: NounNumberTrain,Store: NounNumberCorrect,Store: NounNumberTotal
5,1686659789847,13/06/2023 12:36:29,1686663389847,1,13/06/2023 14:36:29,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,2,Training,Training,34efq7,1,response,PAUKO CHORTU!,39325,50999.72,51004,39325,50999.72,51004,1,39325,11679,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,PAU,_,KO,CHOR,_01.png,_02.png,,,,,,,,PAU_KO_CHOR_TU_01.png,PAU_KO_CHOR_TU_02.png,PAUKO CHORTU!,,,,,,,,,
6,1686659805310,13/06/2023 12:36:45,1686663405310,1,13/06/2023 14:36:45,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,3,Training,Training,34efq7,1,response,PAUKE PHAITA,4014.079999999987,15456.200000000012,15466.279999999999,4014.079999999987,15456.200000000012,15466.279999999999,0,4014.079999999987,11452.200000000012,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,PAU,_,KE,PHAI,_01.png,_02.png,,,,,,,,PAU_KE_PHAI_TA_01.png,PAU_KE_PHAI_TA_02.png,PAUKE PHAITA!,,,,,,,,,
7,1686659808448,13/06/2023 12:36:48,1686663408448,1,13/06/2023 14:36:48,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,3,Training,Training,34efq7,1,response,PAUKE PHAITA!,4014.079999999987,18588.579999999987,18606.099999999977,4014.079999999987,18588.579999999987,18606.099999999977,1,4014.079999999987,14592.01999999999,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,PAU,_,KE,PHAI,_01.png,_02.png,,,,,,,,PAU_KE_PHAI_TA_01.png,PAU_KE_PHAI_TA_02.png,PAUKE PHAITA!,,,,,,,,,
8,1686659866967,13/06/2023 12:37:46,1686663466967,1,13/06/2023 14:37:46,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,4,Training,Training,34efq7,1,response,GOIKE BLARTA!,3163.5,58526.840000000026,58535.70000000001,3163.5,58526.840000000026,58535.70000000001,1,3163.5,55372.20000000001,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,GOI,_,KE,BLAR,_01.png,_02.png,,,,,,,,GOI_KE_BLAR_TA_01.png,GOI_KE_BLAR_TA_02.png,GOIKE BLARTA!,,,,,,,,,
9,1686659885759,13/06/2023 12:38:05,1686663485759,1,13/06/2023 14:38:05,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1686660194013,13/06/2023 12:43:14,1686663794013,1,13/06/2023 14:43:14,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,5,Training,Training,34efq7,1,response,GOIKO SNURTU!,302315.4,307579.44,307596.06,302315.4,307579.44,307596.06,1,302315.4,5280.659999999974,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,GOI,_,KO,SNUR,_01.png,_02.png,,,,,,,,GOI_KO_SNUR_TU_01.png,GOI_KO_SNUR_TU_02.png,GOIKO SNURTU!,,,,,,,,,
11,1686660200290,13/06/2023 12:43:20,1686663800290,1,13/06/2023 14:43:20,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,6,Training,Training,34efq7,1,response,GOIKE DREETI!,1398.960000000021,6279.219999999972,6295.859999999928,1398.960000000021,6279.219999999972,6295.859999999928,1,1398.960000000021,4896.899999999907,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,GOI,_,KE,DREE,_01.png,_02.png,,,,,,,,GOI_KE_DREE_TI_01.png,GOI_KE_DREE_TI_02.png,GOIKE DREETI!,,,,,,,,,
12,1686660206301,13/06/2023 12:43:26,1686663806301,1,13/06/2023 14:43:26,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,7,Training,Training,34efq7,1,response,GOIKE CHORTI!,1364.640000000014,6012.640000000014,6029.359999999986,1364.640000000014,6012.640000000014,6029.359999999986,1,1364.640000000014,4664.719999999972,0,,Single Text Entry,TextTraining02,4,object-97,Training,,2, ,GOI,_,KE,CHOR,_01.png,_02.png,,,,,,,,GOI_KE_CHOR_TI_01.png,GOI_KE_CHOR_TI_02.png,GOIKE CHORTI!,,,,,,,,,
13,1686660211889,13/06/2023 12:43:31,1686663811889,1,13/06/2023 14:43:31,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,8,Training,Training,34efq7,1,response,GOIKE STOOTA!,1265.7000000000116,5596.239999999991,5603.760000000009,1265.7000000000116,5596.239999999991,5603.760000000009,1,1265.7000000000116,4338.059999999998,0,,Single Text Entry,TextTraining02,4,object-97,Training,,2, ,GOI,_,KE,STOO,_01.png,_02.png,,,,,,,,GOI_KE_STOO_TA_01.png,GOI_KE_STOO_TA_02.png,GOIKE STOOTA!,,,,,,,,,
14,1686660218721,13/06/2023 12:43:38,1686663818721,1,13/06/2023 14:43:38,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,9,Training,Training,34efq7,1,response,GOIKE PHAITU!,1614.7200000000303,6827.960000000021,6841.520000000019,1614.7200000000303,6827.960000000021,6841.520000000019,0,1614.7200000000303,5226.799999999988,0,,Single Text Entry,TextTraining02,4,object-97,Training,,2, ,GOI,_,KO,PHAI,_01.png,_02.png,,,,,,,,GOI_KO_PHAI_TU_01.png,GOI_KO_PHAI_TU_02.png,GOIKO PHAITU!,,,,,,,,,
15,1686660219770,13/06/2023 12:43:39,1686663819770,1,13/06/2023 14:43:39,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,9,Training,Training,34efq7,1,response,GOIKE PHAITU!,1614.7200000000303,7878.160000000033,7888.520000000019,1614.7200000000303,7878.160000000033,7888.520000000019,0,1614.7200000000303,6273.799999999988,0,,Single Text Entry,TextTraining02,4,object-97,Training,,2, ,GOI,_,KO,PHAI,_01.png,_02.png,,,,,,,,GOI_KO_PHAI_TU_01.png,GOI_KO_PHAI_TU_02.png,GOIKO PHAITU!,,,,,,,,,
16,1686660227889,13/06/2023 12:43:47,1686663827889,1,13/06/2023 14:43:47,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,9,Training,Training,34efq7,1,response,GOIKO PHAITU!,1614.7200000000303,16005,16008.520000000019,1614.7200000000303,16005,16008.520000000019,1,1614.7200000000303,14393.799999999988,0,,Single Text Entry,TextTraining02,4,object-97,Training,,2, ,GOI,_,KO,PHAI,_01.png,_02.png,,,,,,,,GOI_KO_PHAI_TU_01.png,GOI_KO_PHAI_TU_02.png,GOIKO PHAITU!,,,,,,,,,
17,1686660235767,13/06/2023 12:43:55,1686663835767,1,13/06/2023 14:43:55,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,10,Training,Training,34efq7,1,response,PAUKO BLARTU!,1416.7600000000093,7861.700000000012,7877.460000000021,1416.7600000000093,7861.700000000012,7877.460000000021,1,1416.7600000000093,6460.700000000012,0,,Single Text Entry,TextTraining02,4,object-97,Training,,2, ,PAU,_,KO,BLAR,_01.png,_02.png,,,,,,,,PAU_KO_BLAR_TU_01.png,PAU_KO_BLAR_TU_02.png,PAUKO BLARTU!,,,,,,,,,
18,1686660243051,13/06/2023 12:44:03,1686663843051,1,13/06/2023 14:44:03,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,11,Training,Training,34efq7,1,response,PAUKE SNURTI!,2282.679999999993,7295.559999999998,7302.820000000007,2282.679999999993,7295.559999999998,7302.820000000007,1,2282.679999999993,5020.140000000014,0,,Single Text Entry,TextTraining02,4,object-97,Training,,2, ,PAU,_,KE,SNUR,_01.png,_02.png,,,,,,,,PAU_KE_SNUR_TI_01.png,PAU_KE_SNUR_TI_02.png,PAUKE SNURTI!,,,,,,,,,
19,1686660251824,13/06/2023 12:44:11,1686663851824,1,13/06/2023 14:44:11,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,12,Training,Training,34efq7,1,response,PAUKE DREETA!,1315.320000000007,8777.020000000019,8781.26000000001,1315.320000000007,8777.020000000019,8781.26000000001,1,1315.320000000007,7465.940000000002,0,,Single Text Entry,TextTraining02,4,object-97,Training,,2, ,PAU,_,KE,DREE,_01.png,_02.png,,,,,,,,PAU_KE_DREE_TA_01.png,PAU_KE_DREE_TA_02.png,PAUKE DREETA!,,,,,,,,,
20,1686660251978,13/06/2023 12:44:11,1686663851978,1,13/06/2023 14:44:11,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,13,Training,Training,34efq7,1,response,,157.2399999999907,150.77999999996973,157.2399999999907,157.2399999999907,150.77999999996973,157.2399999999907,0,157.2399999999907,0,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,PAU,_,KE,PHAI,_01.png,_02.png,,,,,,,,PAU_KE_PHAI_TI_01.png,PAU_KE_PHAI_TI_02.png,PAUKE PHAITI!,,,,,,,,,
21,1686660265324,13/06/2023 12:44:25,1686663865324,1,13/06/2023 14:44:25,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,13,Training,Training,34efq7,1,response,PAUKE PHAITI!,2266.0999999999767,13491.039999999979,13503.23999999999,2266.0999999999767,13491.039999999979,13503.23999999999,1,2266.0999999999767,11237.140000000014,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,PAU,_,KE,PHAI,_01.png,_02.png,,,,,,,,PAU_KE_PHAI_TI_01.png,PAU_KE_PHAI_TI_02.png,PAUKE PHAITI!,,,,,,,,,
22,1686660271942,13/06/2023 12:44:31,1686663871942,1,13/06/2023 14:44:31,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,14,Training,Training,34efq7,1,response,GOIKO DREETU!,1449.960000000021,6612.299999999988,6628.599999999977,1449.960000000021,6612.299999999988,6628.599999999977,1,1449.960000000021,5178.639999999956,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,GOI,_,KO,DREE,_01.png,_02.png,,,,,,,,GOI_KO_DREE_TU_01.png,GOI_KO_DREE_TU_02.png,GOIKO DREETU!,,,,,,,,,
23,1686660278600,13/06/2023 12:44:38,1686663878600,1,13/06/2023 14:44:38,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,15,Training,Training,34efq7,1,response,PAUKE CHORTA!,1349.640000000014,6662.200000000012,6675.900000000023,1349.640000000014,6662.200000000012,6675.900000000023,1,1349.640000000014,5326.260000000009,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,PAU,_,KE,CHOR,_01.png,_02.png,,,,,,,,PAU_KE_CHOR_TA_01.png,PAU_KE_CHOR_TA_02.png,PAUKE CHORTA!,,,,,,,,,
24,1686660284344,13/06/2023 12:44:44,1686663884344,1,13/06/2023 14:44:44,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,16,Training,Training,34efq7,1,response,PAUKO STOOTU!,1350.0200000000186,5746.140000000014,5758.700000000012,1350.0200000000186,5746.140000000014,5758.700000000012,1,1350.0200000000186,4408.679999999993,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,PAU,_,KO,STOO,_01.png,_02.png,,,,,,,,PAU_KO_STOO_TU_01.png,PAU_KO_STOO_TU_02.png,PAUKO STOOTU!,,,,,,,,,
25,1686660295468,13/06/2023 12:44:55,1686663895468,1,13/06/2023 14:44:55,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,17,Training,Training,34efq7,1,response,GOIKE SNURTA!,2848.4000000000233,11127,11135.559999999998,2848.4000000000233,11127,11135.559999999998,1,2848.4000000000233,8287.159999999974,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,GOI,_,KE,SNUR,_01.png,_02.png,,,,,,,,GOI_KE_SNUR_TA_01.png,GOI_KE_SNUR_TA_02.png,GOIKE SNURTA!,,,,,,,,,
26,1686660302044,13/06/2023 12:45:02,1686663902044,1,13/06/2023 14:45:02,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,18,Training,Training,34efq7,1,response,GOIKE BLARTI!,2181.8800000000047,6578.640000000014,6585.559999999998,2181.8800000000047,6578.640000000014,6585.559999999998,1,2181.8800000000047,4403.679999999993,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,GOI,_,KE,BLAR,_01.png,_02.png,,,,,,,,GOI_KE_BLAR_TI_01.png,GOI_KE_BLAR_TI_02.png,GOIKE BLARTI!,,,,,,,,,
27,1686660308932,13/06/2023 12:45:08,1686663908932,1,13/06/2023 14:45:08,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,19,Training,Training,34efq7,1,response,PAUKO SNURTU!,1398.4400000000023,6878.299999999988,6894.77999999997,1398.4400000000023,6878.299999999988,6894.77999999997,1,1398.4400000000023,5496.339999999967,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,PAU,_,KO,SNUR,_01.png,_02.png,,,,,,,,PAU_KO_SNUR_TU_01.png,PAU_KO_SNUR_TU_02.png,PAUKO SNURTU!,,,,,,,,,
28,1686660315575,13/06/2023 12:45:15,1686663915575,1,13/06/2023 14:45:15,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,20,Training,Training,34efq7,1,response,PAUKE BLARTI!,1366.5599999999977,6646.479999999981,6659.619999999995,1366.5599999999977,6646.479999999981,6659.619999999995,1,1366.5599999999977,5293.059999999998,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,PAU,_,KE,BLAR,_01.png,_02.png,,,,,,,,PAU_KE_BLAR_TI_01.png,PAU_KE_BLAR_TI_02.png,PAUKE BLARTI!,,,,,,,,,
29,1686660323776,13/06/2023 12:45:23,1686663923776,1,13/06/2023 14:45:23,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,21,Training,Training,34efq7,1,response,GOIKE PHAITI!,1164.7600000000093,8210.320000000007,8214.140000000014,1164.7600000000093,8210.320000000007,8214.140000000014,1,1164.7600000000093,7049.380000000005,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,GOI,_,KE,PHAI,_01.png,_02.png,,,,,,,,GOI_KE_PHAI_TI_01.png,GOI_KE_PHAI_TI_02.png,GOIKE PHAITI!,,,,,,,,,
30,1686660332523,13/06/2023 12:45:32,1686663932523,1,13/06/2023 14:45:32,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,22,Training,Training,34efq7,1,response,PAUKE STOOTA!,2382.5200000000186,8745.080000000016,8750.820000000007,2382.5200000000186,8745.080000000016,8750.820000000007,1,2382.5200000000186,6368.299999999988,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,PAU,_,KE,STOO,_01.png,_02.png,,,,,,,,PAU_KE_STOO_TA_01.png,PAU_KE_STOO_TA_02.png,PAUKE STOOTA!,,,,,,,,,
31,1686660339027,13/06/2023 12:45:39,1686663939027,1,13/06/2023 14:45:39,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,23,Training,Training,34efq7,1,response,GOIKO CHORTU!,1348.9799999999814,6494.559999999998,6509.739999999991,1348.9799999999814,6494.559999999998,6509.739999999991,1,1348.9799999999814,5160.760000000009,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,GOI,_,KO,CHOR,_01.png,_02.png,,,,,,,,GOI_KO_CHOR_TU_01.png,GOI_KO_CHOR_TU_02.png,GOIKO CHORTU!,,,,,,,,,
32,1686660347071,13/06/2023 12:45:47,1686663947071,1,13/06/2023 14:45:47,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,24,Training,Training,34efq7,1,response,GOIKE DREETA!,1383.5,8044.700000000012,8059.179999999993,1383.5,8044.700000000012,8059.179999999993,1,1383.5,6675.679999999993,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,GOI,_,KE,DREE,_01.png,_02.png,,,,,,,,GOI_KE_DREE_TA_01.png,GOI_KE_DREE_TA_02.png,GOIKE DREETA!,,,,,,,,,
33,1686660353829,13/06/2023 12:45:53,1686663953829,1,13/06/2023 14:45:53,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,25,Training,Training,34efq7,1,response,GOIKE STOOTI!,1515.6999999999534,6762.260000000009,6772.479999999981,1515.6999999999534,6762.260000000009,6772.479999999981,1,1515.6999999999534,5256.780000000028,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,GOI,_,KE,STOO,_01.png,_02.png,,,,,,,,GOI_KE_STOO_TI_01.png,GOI_KE_STOO_TI_02.png,GOIKE STOOTI!,,,,,,,,,
34,1686660364381,13/06/2023 12:46:04,1686663964381,1,13/06/2023 14:46:04,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,26,Training,Training,34efq7,1,response,PAUKO PHAITU!,1483.3799999999464,10544.01999999996,10560.719999999972,1483.3799999999464,10544.01999999996,10560.719999999972,1,1483.3799999999464,9077.340000000026,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,PAU,_,KO,PHAI,_01.png,_02.png,,,,,,,,PAU_KO_PHAI_TU_01.png,PAU_KO_PHAI_TU_02.png,PAUKO PHAITU!,,,,,,,,,
35,1686660370807,13/06/2023 12:46:10,1686663970807,1,13/06/2023 14:46:10,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,27,Training,Training,34efq7,1,response,PAUKE SNURTA!,1482.3800000000047,6428.460000000021,6443.200000000012,1482.3800000000047,6428.460000000021,6443.200000000012,1,1482.3800000000047,4960.820000000007,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,PAU,_,KE,SNUR,_01.png,_02.png,,,,,,,,PAU_KE_SNUR_TA_01.png,PAU_KE_SNUR_TA_02.png,PAUKE SNURTA!,,,,,,,,,
36,1686660379915,13/06/2023 12:46:19,1686663979915,1,13/06/2023 14:46:19,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,28,Training,Training,34efq7,1,response,GOIKO BLARTU!,1631.8800000000047,9110.799999999988,9123.73999999999,1631.8800000000047,9110.799999999988,9123.73999999999,1,1631.8800000000047,7491.859999999986,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,GOI,_,KO,BLAR,_01.png,_02.png,,,,,,,,GOI_KO_BLAR_TU_01.png,GOI_KO_BLAR_TU_02.png,GOIKO BLARTU!,,,,,,,,,
37,1686660389797,13/06/2023 12:46:29,1686663989797,1,13/06/2023 14:46:29,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,29,Training,Training,34efq7,1,response,PAUKE DREETI!,2798.539999999979,9877.23999999999,9894.440000000002,2798.539999999979,9877.23999999999,9894.440000000002,1,2798.539999999979,7095.900000000023,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,PAU,_,KE,DREE,_01.png,_02.png,,,,,,,,PAU_KE_DREE_TI_01.png,PAU_KE_DREE_TI_02.png,PAUKE DREETI!,,,,,,,,,
38,1686660397007,13/06/2023 12:46:37,1686663997007,1,13/06/2023 14:46:37,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,30,Training,Training,34efq7,1,response,GOIKE CHORTA!,1847.7600000000093,7211.739999999991,7227.700000000012,1847.7600000000093,7211.739999999991,7227.700000000012,1,1847.7600000000093,5379.940000000002,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,GOI,_,KE,CHOR,_01.png,_02.png,,,,,,,,GOI_KE_CHOR_TA_01.png,GOI_KE_CHOR_TA_02.png,GOIKE CHORTA!,,,,,,,,,
39,1686660405078,13/06/2023 12:46:45,1686664005078,1,13/06/2023 14:46:45,136362,2,task-kdv5,,30034775,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Singular-Plural Training (Clone),1,Singular Plural Training,31,Training,Training,34efq7,1,response,PAUKE BLARTA!,2131,8077.080000000016,8086.960000000021,2131,8077.080000000016,8086.960000000021,1,2131,5955.960000000021,0,,Single Text Entry,TextTraining02,4,object-97,Training,,6, ,PAU,_,KE,BLAR,_01.png,_02.png,,,,,,,,PAU_KE_BLAR_TA_01.png,PAU_KE_BLAR_TA_02.png,PAUKE BLARTA!,,,,,,,,,
