Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: TestCorrectAnswer,Manipulation: Spreadsheet,Store: NounNumberTrain,Store: NounNumberCorrect,Store: NounNumberTotal
13,1686659593831,13/06/2023 12:33:13,1686663193831,1,13/06/2023 14:33:13,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,8,Training,Training,34efq7,1,response,GOIKE STOOTA!,1234,5267,5271,1234,5267,5271,1,1234,4037,0,,Single Text Entry,TextTraining02,4,object-97,Training,,2, ,GOI,_,KE,STOO,_01.png,_02.png,,,,,,,,GOI_KE_STOO_TA_01.png,GOI_KE_STOO_TA_02.png,GOIKE STOOTA!,,,,,,,,,
14,1686659599393,13/06/2023 12:33:19,1686663199393,1,13/06/2023 14:33:19,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,9,Training,Training,34efq7,1,response,PAUKE DREETA!,984,5552,5566,984,5552,5566,1,984,4582,0,,Single Text Entry,TextTraining02,4,object-97,Training,,2, ,PAU,_,KE,DREE,_01.png,_02.png,,,,,,,,PAU_KE_DREE_TA_01.png,PAU_KE_DREE_TA_02.png,PAUKE DREETA!,,,,,,,,,
15,1686659605692,13/06/2023 12:33:25,1686663205692,1,13/06/2023 14:33:25,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,10,Training,Training,34efq7,1,response,GOIKE CHOIRTI!,1183,6299,6313,1183,6299,6313,0,1183,5130,0,,Single Text Entry,TextTraining02,4,object-97,Training,,2, ,GOI,_,KE,CHOR,_01.png,_02.png,,,,,,,,GOI_KE_CHOR_TI_01.png,GOI_KE_CHOR_TI_02.png,GOIKE CHORTI!,,,,,,,,,
16,1686659613369,13/06/2023 12:33:33,1686663213369,1,13/06/2023 14:33:33,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,10,Training,Training,34efq7,1,response,GOIKE CHORTI!,1183,13984,13990,1183,13984,13990,1,1183,12807,0,,Single Text Entry,TextTraining02,4,object-97,Training,,2, ,GOI,_,KE,CHOR,_01.png,_02.png,,,,,,,,GOI_KE_CHOR_TI_01.png,GOI_KE_CHOR_TI_02.png,GOIKE CHORTI!,,,,,,,,,
17,1686659619980,13/06/2023 12:33:39,1686663219980,1,13/06/2023 14:33:39,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,11,Training,Training,34efq7,1,response,PAUKO BLARTU!,1117,6600,6616,1117,6600,6616,1,1117,5499,0,,Single Text Entry,TextTraining02,4,object-97,Training,,2, ,PAU,_,KO,BLAR,_01.png,_02.png,,,,,,,,PAU_KO_BLAR_TU_01.png,PAU_KO_BLAR_TU_02.png,PAUKO BLARTU!,,,,,,,,,
18,1686659626599,13/06/2023 12:33:46,1686663226599,1,13/06/2023 14:33:46,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,12,Training,Training,34efq7,1,response,GOIKO PHAITU!,1400,6633,6635.000000000015,1400,6633,6635.000000000015,1,1400,5235.000000000015,0,,Single Text Entry,TextTraining02,4,object-97,Training,,2, ,GOI,_,KO,PHAI,_01.png,_02.png,,,,,,,,GOI_KO_PHAI_TU_01.png,GOI_KO_PHAI_TU_02.png,GOIKO PHAITU!,,,,,,,,,
19,1686659631540,13/06/2023 12:33:51,1686663231540,1,13/06/2023 14:33:51,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,13,Training,Training,34efq7,1,response,PAUKO STOOTU!,1068,4935,4944,1068,4935,4944,1,1068,3876,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,PAU,_,KO,STOO,_01.png,_02.png,,,,,,,,PAU_KO_STOO_TU_01.png,PAU_KO_STOO_TU_02.png,PAUKO STOOTU!,,,,,,,,,
20,1686659638652,13/06/2023 12:33:58,1686663238652,1,13/06/2023 14:33:58,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,14,Training,Training,34efq7,1,response,PAUKE CHORTA!,1083,7117,7121,1083,7117,7121,1,1083,6038,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,PAU,_,KE,CHOR,_01.png,_02.png,,,,,,,,PAU_KE_CHOR_TA_01.png,PAU_KE_CHOR_TA_02.png,PAUKE CHORTA!,,,,,,,,,
21,1686659646121,13/06/2023 12:34:06,1686663246121,1,13/06/2023 14:34:06,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,15,Training,Training,34efq7,1,response,GOIKE BLARTI!,1433,7467,7471.000000000015,1433,7467,7471.000000000015,1,1433,6038.000000000015,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,GOI,_,KE,BLAR,_01.png,_02.png,,,,,,,,GOI_KE_BLAR_TI_01.png,GOI_KE_BLAR_TI_02.png,GOIKE BLARTI!,,,,,,,,,
22,1686659652354,13/06/2023 12:34:12,1686663252354,1,13/06/2023 14:34:12,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,16,Training,Training,34efq7,1,response,GOIKO DREETU!,2233,6233,6238,2233,6233,6238,1,2233,4005,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,GOI,_,KO,DREE,_01.png,_02.png,,,,,,,,GOI_KO_DREE_TU_01.png,GOI_KO_DREE_TU_02.png,GOIKO DREETU!,,,,,,,,,
23,1686659659974,13/06/2023 12:34:19,1686663259974,1,13/06/2023 14:34:19,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,17,Training,Training,34efq7,1,response,GOIKE SNURTA!,1217,7618,7624,1217,7618,7624,1,1217,6407,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,GOI,_,KE,SNUR,_01.png,_02.png,,,,,,,,GOI_KE_SNUR_TA_01.png,GOI_KE_SNUR_TA_02.png,GOIKE SNURTA!,,,,,,,,,
24,1686659672432,13/06/2023 12:34:32,1686663272432,1,13/06/2023 14:34:32,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,18,Training,Training,34efq7,1,response,PAUKE PHAITI!,6467,12451,12464,6467,12451,12464,1,6467,5997,0,,Single Text Entry,TextTraining02,4,object-97,Training,,3, ,PAU,_,KE,PHAI,_01.png,_02.png,,,,,,,,PAU_KE_PHAI_TI_01.png,PAU_KE_PHAI_TI_02.png,PAUKE PHAITI!,,,,,,,,,
25,1686659681293,13/06/2023 12:34:41,1686663281293,1,13/06/2023 14:34:41,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,19,Training,Training,34efq7,1,response,GOIKO CHORTU!,1200,8866,8874,1200,8866,8874,1,1200,7674,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,GOI,_,KO,CHOR,_01.png,_02.png,,,,,,,,GOI_KO_CHOR_TU_01.png,GOI_KO_CHOR_TU_02.png,GOIKO CHORTU!,,,,,,,,,
26,1686659688701,13/06/2023 12:34:48,1686663288701,1,13/06/2023 14:34:48,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,20,Training,Training,34efq7,1,response,GOIKE PHAITI!,2184,7402,7416,2184,7402,7416,1,2184,5232,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,GOI,_,KE,PHAI,_01.png,_02.png,,,,,,,,GOI_KE_PHAI_TI_01.png,GOI_KE_PHAI_TI_02.png,GOIKE PHAITI!,,,,,,,,,
27,1686659694622,13/06/2023 12:34:54,1686663294622,1,13/06/2023 14:34:54,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,21,Training,Training,34efq7,1,response,GOIKE DREETA!,1466,5932,5934,1466,5932,5934,1,1466,4468,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,GOI,_,KE,DREE,_01.png,_02.png,,,,,,,,GOI_KE_DREE_TA_01.png,GOI_KE_DREE_TA_02.png,GOIKE DREETA!,,,,,,,,,
28,1686659701984,13/06/2023 12:35:01,1686663301984,1,13/06/2023 14:35:01,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,22,Training,Training,34efq7,1,response,PAUKE SNURTA!,1051,7352,7364,1051,7352,7364,0,1051,6313,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,PAU,_,KO,SNUR,_01.png,_02.png,,,,,,,,PAU_KO_SNUR_TU_01.png,PAU_KO_SNUR_TU_02.png,PAUKO SNURTU!,,,,,,,,,
29,1686659705625,13/06/2023 12:35:05,1686663305625,1,13/06/2023 14:35:05,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,22,Training,Training,34efq7,1,response,PAUKO SNURTA!,1051,11001,11005,1051,11001,11005,0,1051,9954,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,PAU,_,KO,SNUR,_01.png,_02.png,,,,,,,,PAU_KO_SNUR_TU_01.png,PAU_KO_SNUR_TU_02.png,PAUKO SNURTU!,,,,,,,,,
30,1686659711440,13/06/2023 12:35:11,1686663311440,1,13/06/2023 14:35:11,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,22,Training,Training,34efq7,1,response,PAUKO SNURTU!,1051,16803,16820,1051,16803,16820,1,1051,15769,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,PAU,_,KO,SNUR,_01.png,_02.png,,,,,,,,PAU_KO_SNUR_TU_01.png,PAU_KO_SNUR_TU_02.png,PAUKO SNURTU!,,,,,,,,,
31,1686659716635,13/06/2023 12:35:16,1686663316635,1,13/06/2023 14:35:16,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,23,Training,Training,34efq7,1,response,PAUKE STOOTA!,1816,5199,5212,1816,5199,5212,1,1816,3396,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,PAU,_,KE,STOO,_01.png,_02.png,,,,,,,,PAU_KE_STOO_TA_01.png,PAU_KE_STOO_TA_02.png,PAUKE STOOTA!,,,,,,,,,
32,1686659720974,13/06/2023 12:35:20,1686663320974,1,13/06/2023 14:35:20,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,24,Training,Training,34efq7,1,response,PAUKE BLARTI!,1268,4335,4352,1268,4335,4352,1,1268,3084,0,,Single Text Entry,TextTraining02,4,object-97,Training,,4, ,PAU,_,KE,BLAR,_01.png,_02.png,,,,,,,,PAU_KE_BLAR_TI_01.png,PAU_KE_BLAR_TI_02.png,PAUKE BLARTI!,,,,,,,,,
33,1686659726809,13/06/2023 12:35:26,1686663326809,1,13/06/2023 14:35:26,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,25,Training,Training,34efq7,1,response,GOIKO BLARTU!,1533,5833,5849,1533,5833,5849,1,1533,4316,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,GOI,_,KO,BLAR,_01.png,_02.png,,,,,,,,GOI_KO_BLAR_TU_01.png,GOI_KO_BLAR_TU_02.png,GOIKO BLARTU!,,,,,,,,,
34,1686659734965,13/06/2023 12:35:34,1686663334965,1,13/06/2023 14:35:34,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,26,Training,Training,34efq7,1,response,PAUKO PHAITU!,1200,8168,8173,1200,8168,8173,1,1200,6973,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,PAU,_,KO,PHAI,_01.png,_02.png,,,,,,,,PAU_KO_PHAI_TU_01.png,PAU_KO_PHAI_TU_02.png,PAUKO PHAITU!,,,,,,,,,
35,1686659741367,13/06/2023 12:35:41,1686663341367,1,13/06/2023 14:35:41,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,27,Training,Training,34efq7,1,response,PAUKO DREETI!,2533,6400,6407.000000000029,2533,6400,6407.000000000029,0,2533,3874.000000000029,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,PAU,_,KE,DREE,_01.png,_02.png,,,,,,,,PAU_KE_DREE_TI_01.png,PAU_KE_DREE_TI_02.png,PAUKE DREETI!,,,,,,,,,
36,1686659745672,13/06/2023 12:35:45,1686663345672,1,13/06/2023 14:35:45,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,27,Training,Training,34efq7,1,response,PAUKE DREETI!,2533,10700,10713,2533,10700,10713,1,2533,8180,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,PAU,_,KE,DREE,_01.png,_02.png,,,,,,,,PAU_KE_DREE_TI_01.png,PAU_KE_DREE_TI_02.png,PAUKE DREETI!,,,,,,,,,
37,1686659750901,13/06/2023 12:35:50,1686663350901,1,13/06/2023 14:35:50,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,28,Training,Training,34efq7,1,response,GOIKE CHORTA!,1283,5234,5242.000000000029,1283,5234,5242.000000000029,1,1283,3959.000000000029,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,GOI,_,KE,CHOR,_01.png,_02.png,,,,,,,,GOI_KE_CHOR_TA_01.png,GOI_KE_CHOR_TA_02.png,GOIKE CHORTA!,,,,,,,,,
38,1686659756143,13/06/2023 12:35:56,1686663356143,1,13/06/2023 14:35:56,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,29,Training,Training,34efq7,1,response,GOIKE STOOTI!,1417,5234,5249,1417,5234,5249,1,1417,3832,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,GOI,_,KE,STOO,_01.png,_02.png,,,,,,,,GOI_KE_STOO_TI_01.png,GOI_KE_STOO_TI_02.png,GOIKE STOOTI!,,,,,,,,,
39,1686659762815,13/06/2023 12:36:02,1686663362815,1,13/06/2023 14:36:02,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,30,Training,Training,34efq7,1,response,PAUKE SNURTA!,1183,6683,6687,1183,6683,6687,1,1183,5504,0,,Single Text Entry,TextTraining02,4,object-97,Training,,5, ,PAU,_,KE,SNUR,_01.png,_02.png,,,,,,,,PAU_KE_SNUR_TA_01.png,PAU_KE_SNUR_TA_02.png,PAUKE SNURTA!,,,,,,,,,
40,1686659772110,13/06/2023 12:36:12,1686663372110,1,13/06/2023 14:36:12,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,31,Training,Training,34efq7,1,response,GOIKE PHAITA!,1983,9284,9299,1983,9284,9299,1,1983,7316,0,,Single Text Entry,TextTraining02,4,object-97,Training,,6, ,GOI,_,KE,PHAI,_01.png,_02.png,,,,,,,,GOI_KE_PHAI_TA_01.png,GOI_KE_PHAI_TA_02.png,GOIKE PHAITA!,,,,,,,,,
41,1686659781499,13/06/2023 12:36:21,1686663381499,1,13/06/2023 14:36:21,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,32,Training,Training,34efq7,1,response,PAUKE CHORTI!,1067,9400,9404.00000000003,1067,9400,9404.00000000003,1,1067,8337.00000000003,0,,Single Text Entry,TextTraining02,4,object-97,Training,,6, ,PAU,_,KE,CHOR,_01.png,_02.png,,,,,,,,PAU_KE_CHOR_TI_01.png,PAU_KE_CHOR_TI_02.png,PAUKE CHORTI!,,,,,,,,,
42,1686659792858,13/06/2023 12:36:32,1686663392858,1,13/06/2023 14:36:32,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,33,Training,Training,34efq7,1,response,PAUKE BLARTA!,1435,11352,11362,1435,11352,11362,1,1435,9927,0,,Single Text Entry,TextTraining02,4,object-97,Training,,6, ,PAU,_,KE,BLAR,_01.png,_02.png,,,,,,,,PAU_KE_BLAR_TA_01.png,PAU_KE_BLAR_TA_02.png,PAUKE BLARTA!,,,,,,,,,
43,1686659799484,13/06/2023 12:36:39,1686663399484,1,13/06/2023 14:36:39,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,34,Training,Training,34efq7,1,response,GOIKE SNURTI!,1967,6633,6636,1967,6633,6636,1,1967,4669,0,,Single Text Entry,TextTraining02,4,object-97,Training,,6, ,GOI,_,KE,SNUR,_01.png,_02.png,,,,,,,,GOI_KE_SNUR_TI_01.png,GOI_KE_SNUR_TI_02.png,GOIKE SNURTI!,,,,,,,,,
44,1686659806859,13/06/2023 12:36:46,1686663406859,1,13/06/2023 14:36:46,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,35,Training,Training,34efq7,1,response,PAUKO DREETU!,1166,7368,7378,1166,7368,7378,1,1166,6212,0,,Single Text Entry,TextTraining02,4,object-97,Training,,6, ,PAU,_,KO,DREE,_01.png,_02.png,,,,,,,,PAU_KO_DREE_TU_01.png,PAU_KO_DREE_TU_02.png,PAUKO DREETU!,,,,,,,,,
45,1686659814009,13/06/2023 12:36:54,1686663414009,1,13/06/2023 14:36:54,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,36,Training,Training,34efq7,1,response,GOIKO STOOTU!,1283,7150,7160,1283,7150,7160,1,1283,5877,0,,Single Text Entry,TextTraining02,4,object-97,Training,,6, ,GOI,_,KO,STOO,_01.png,_02.png,,,,,,,,GOI_KO_STOO_TU_01.png,GOI_KO_STOO_TU_02.png,GOIKO STOOTU!,,,,,,,,,
46,1686659814011,13/06/2023 12:36:54,1686663414011,1,13/06/2023 14:36:54,136362,2,task-kdv5,,30034843,60a7eca1b6a96f424274a25a,8944684,,complete,,64886f046da7e78c8035cd99,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.2,1440x900,1440x820,,Singular-Plural Training (Clone),1,Singular Plural Training,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1686659505067,13/06/2023 12:31:45,1686663105067,1,13/06/2023 14:31:45,136362,2,task-kdv5,,30034822,5cf56a1d639b150016eb8696,8944654,,complete,,64886ea734849e454e1e12d4,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1169x731,1169x631,,Singular-Plural Training (Clone),1,Singular Plural Training,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1686659520292,13/06/2023 12:32:00,1686663120292,1,13/06/2023 14:32:00,136362,2,task-kdv5,,30034822,5cf56a1d639b150016eb8696,8944654,,complete,,64886ea734849e454e1e12d4,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1169x731,1169x631,,Singular-Plural Training (Clone),1,Singular Plural Training,1,Instructions,Instructions,l6tegj,1,continue,,15232,15216,15232,15232,15216,15232,1,15232,0,0,,Click To Continue,Continue Button,2,object-8,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1686659533754,13/06/2023 12:32:13,1686663133754,1,13/06/2023 14:32:13,136362,2,task-kdv5,,30034822,5cf56a1d639b150016eb8696,8944654,,complete,,64886ea734849e454e1e12d4,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1169x731,1169x631,,Singular-Plural Training (Clone),1,Singular Plural Training,1,Training,Training,34efq7,1,response,PAUKO CHORTU,3767,13467,13483,3767,13467,13483,0,3767,9716,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,PAU,_,KO,CHOR,_01.png,_02.png,,,,,,,,PAU_KO_CHOR_TU_01.png,PAU_KO_CHOR_TU_02.png,PAUKO CHORTU!,,,,,,,,,
4,1686659536022,13/06/2023 12:32:16,1686663136022,1,13/06/2023 14:32:16,136362,2,task-kdv5,,30034822,5cf56a1d639b150016eb8696,8944654,,complete,,64886ea734849e454e1e12d4,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1169x731,1169x631,,Singular-Plural Training (Clone),1,Singular Plural Training,1,Training,Training,34efq7,1,response,PAUKO CHORTU,3767,15734,15751,3767,15734,15751,0,3767,11984,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,PAU,_,KO,CHOR,_01.png,_02.png,,,,,,,,PAU_KO_CHOR_TU_01.png,PAU_KO_CHOR_TU_02.png,PAUKO CHORTU!,,,,,,,,,
5,1686659538036,13/06/2023 12:32:18,1686663138036,1,13/06/2023 14:32:18,136362,2,task-kdv5,,30034822,5cf56a1d639b150016eb8696,8944654,,complete,,64886ea734849e454e1e12d4,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1169x731,1169x631,,Singular-Plural Training (Clone),1,Singular Plural Training,1,Training,Training,34efq7,1,response,PAUKO CHORTU,3767,17750,17765,3767,17750,17765,0,3767,13998,0,,Single Text Entry,TextTraining02,4,object-97,Training,,1, ,PAU,_,KO,CHOR,_01.png,_02.png,,,,,,,,PAU_KO_CHOR_TU_01.png,PAU_KO_CHOR_TU_02.png,PAUKO CHORTU!,,,,,,,,,
