Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: CorrectAnswer,Spreadsheet: TestCorrectAnswer,Manipulation: Spreadsheet,Store: correct,Store: total
15,1686658417903,13/06/2023 12:13:37,1686662017903,1,13/06/2023 14:13:37,136362,2,task-pfy5,,30033759,60fa9c3a9c00703b82cf2974,8944452,,complete,,64886aaa939e5b50c6596737,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.43,1280x720,1280x601,,Noun-Number Testing (Clone),1,Noun Number Testing,13,Testing02,Testing 02,hvzr65,1,response,CHOR_TU_02.png,2130.2309999761565,2118.786,2130.2309999761565,2130.2309999761565,2118.786,2130.2309999761565,1,2130.2309999761565,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TU,CHOR,_01.png,_02.png,,,,,CHOR_TU_01.png,CHOR_TA_02.png,CHOR_TU_02.png,,,,,,,,,CHOR_TU_02.png,,,
16,1686658419943,13/06/2023 12:13:39,1686662019943,1,13/06/2023 14:13:39,136362,2,task-pfy5,,30033759,60fa9c3a9c00703b82cf2974,8944452,,complete,,64886aaa939e5b50c6596737,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.43,1280x720,1280x601,,Noun-Number Testing (Clone),1,Noun Number Testing,14,Testing02,Testing 02,hvzr65,1,response,STOO_TA_02.png,2050.9449999761564,2035.8669999999984,2050.9449999761564,2050.9449999761564,2035.8669999999984,2050.9449999761564,1,2050.9449999761564,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TA,STOO,_01.png,_02.png,,,,,STOO_TA_01.png,STOO_TI_02.png,STOO_TA_02.png,,,,,,,,,STOO_TA_02.png,,,
17,1686658422750,13/06/2023 12:13:42,1686662022750,1,13/06/2023 14:13:42,136362,2,task-pfy5,,30033759,60fa9c3a9c00703b82cf2974,8944452,,complete,,64886aaa939e5b50c6596737,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.43,1280x720,1280x601,,Noun-Number Testing (Clone),1,Noun Number Testing,15,Testing02,Testing 02,hvzr65,1,response,SNUR_TU_02.png,2822.077999976158,2819.4789999999994,2822.077999976158,2822.077999976158,2819.4789999999994,2822.077999976158,1,2822.077999976158,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TU,SNUR,_01.png,_02.png,,,,,SNUR_TU_01.png,SNUR_TU_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TU_02.png,,,
18,1686658424648,13/06/2023 12:13:44,1686662024648,1,13/06/2023 14:13:44,136362,2,task-pfy5,,30033759,60fa9c3a9c00703b82cf2974,8944452,,complete,,64886aaa939e5b50c6596737,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.43,1280x720,1280x601,,Noun-Number Testing (Clone),1,Noun Number Testing,16,Testing02,Testing 02,hvzr65,1,response,BLAR_TI_02.png,1900.798999904633,1885.6270000000004,1900.798999904633,1900.798999904633,1885.6270000000004,1900.798999904633,1,1900.798999904633,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TI,BLAR,_01.png,_02.png,,,,,BLAR_TI_01.png,BLAR_TI_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TI_02.png,,,
19,1686658427790,13/06/2023 12:13:47,1686662027790,1,13/06/2023 14:13:47,136362,2,task-pfy5,,30033759,60fa9c3a9c00703b82cf2974,8944452,,complete,,64886aaa939e5b50c6596737,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.43,1280x720,1280x601,,Noun-Number Testing (Clone),1,Noun Number Testing,17,Testing02,Testing 02,hvzr65,1,response,PHAI_TA_02.png,3157.4719999761583,3153.4349999999977,3157.4719999761583,3157.4719999761583,3153.4349999999977,3157.4719999761583,1,3157.4719999761583,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TA,PHAI,_01.png,_02.png,,,,,PHAI_TA_01.png,PHAI_TA_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TA_02.png,,,
20,1686658430455,13/06/2023 12:13:50,1686662030455,1,13/06/2023 14:13:50,136362,2,task-pfy5,,30033759,60fa9c3a9c00703b82cf2974,8944452,,complete,,64886aaa939e5b50c6596737,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.43,1280x720,1280x601,,Noun-Number Testing (Clone),1,Noun Number Testing,18,Testing02,Testing 02,hvzr65,1,response,DREE_TI_02.png,2669.336999928477,2652.9130000000005,2669.336999928477,2669.336999928477,2652.9130000000005,2669.336999928477,1,2669.336999928477,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TI,DREE,_01.png,_02.png,,,,,DREE_TI_01.png,DREE_TU_02.png,DREE_TI_02.png,,,,,,,,,DREE_TI_02.png,,,
21,1686658433140,13/06/2023 12:13:53,1686662033140,1,13/06/2023 14:13:53,136362,2,task-pfy5,,30033759,60fa9c3a9c00703b82cf2974,8944452,,complete,,64886aaa939e5b50c6596737,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.43,1280x720,1280x601,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Scoring,Score,lbqwfd,1,continue,,2701.12399997616,2686.536,2701.12399997616,2701.12399997616,2686.536,2701.12399997616,1,2701.12399997616,0,0,,Click To Continue,Continue Button,2,object-91,Scoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1686658433146,13/06/2023 12:13:53,1686662033146,1,13/06/2023 14:13:53,136362,2,task-pfy5,,30033759,60fa9c3a9c00703b82cf2974,8944452,,complete,,64886aaa939e5b50c6596737,computer,Desktop or Laptop,Windows 10,Edge 114.0.1823.43,1280x720,1280x601,,Noun-Number Testing (Clone),1,Noun Number Testing,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1686658505779,13/06/2023 12:15:05,1686662105779,1,13/06/2023 14:15:05,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1686658511667,13/06/2023 12:15:11,1686662111667,1,13/06/2023 14:15:11,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Instructions02,Instructions02,g2b1f4,1,continue,,5899.763999999998,5883.097999999999,5899.763999999998,5899.763999999998,5883.097999999999,5899.763999999998,1,5899.763999999998,0,0,,Click To Continue,Continue Button,2,object-79,Instructions02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1686658516423,13/06/2023 12:15:16,1686662116423,1,13/06/2023 14:15:16,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Testing02,Testing 02,hvzr65,1,response,CHOR_TI_02.png,4776.53399998808,4766.476000000001,4776.53399998808,4776.53399998808,4766.476000000001,4776.53399998808,1,4776.53399998808,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TI,CHOR,_01.png,_02.png,,,,,CHOR_TI_01.png,CHOR_TU_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TI_02.png,,,
4,1686658518246,13/06/2023 12:15:18,1686662118246,1,13/06/2023 14:15:18,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,2,Testing02,Testing 02,hvzr65,1,response,DREE_TA_02.png,1833.6359999999986,1816.9699999999993,1833.6359999999986,1833.6359999999986,1816.9699999999993,1833.6359999999986,1,1833.6359999999986,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TA,DREE,_01.png,_02.png,,,,,DREE_TA_01.png,DREE_TI_02.png,DREE_TA_02.png,,,,,,,,,DREE_TA_02.png,,,
5,1686658521253,13/06/2023 12:15:21,1686662121253,1,13/06/2023 14:15:21,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,3,Testing02,Testing 02,hvzr65,1,response,SNUR_TA_02.png,3023.9879999940404,3016.5460000000003,3023.9879999940404,3023.9879999940404,3016.5460000000003,3023.9879999940404,1,3023.9879999940404,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TA,SNUR,_01.png,_02.png,,,,,SNUR_TA_01.png,SNUR_TA_02.png,SNUR_TU_02.png,,,,,,,,,SNUR_TA_02.png,,,
6,1686658523127,13/06/2023 12:15:23,1686662123127,1,13/06/2023 14:15:23,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,4,Testing02,Testing 02,hvzr65,1,response,PHAI_TI_02.png,1880.7419999761587,1866.5920000000006,1880.7419999761587,1880.7419999761587,1866.5920000000006,1880.7419999761587,1,1880.7419999761587,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TI,PHAI,_01.png,_02.png,,,,,PHAI_TI_01.png,PHAI_TI_02.png,PHAI_TA_02.png,,,,,,,,,PHAI_TI_02.png,,,
7,1686658524772,13/06/2023 12:15:24,1686662124772,1,13/06/2023 14:15:24,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,5,Testing02,Testing 02,hvzr65,1,response,STOO_TU_02.png,1659.6499999761581,1649.934000000001,1659.6499999761581,1659.6499999761581,1649.934000000001,1659.6499999761581,1,1659.6499999761581,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TU,STOO,_01.png,_02.png,,,,,STOO_TU_01.png,STOO_TA_02.png,STOO_TU_02.png,,,,,,,,,STOO_TU_02.png,,,
8,1686658526378,13/06/2023 12:15:26,1686662126378,1,13/06/2023 14:15:26,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,6,Testing02,Testing 02,hvzr65,1,response,BLAR_TU_02.png,1615.515999988078,1599.9359999999979,1615.515999988078,1615.515999988078,1599.9359999999979,1615.515999988078,1,1615.515999988078,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TU,BLAR,_01.png,_02.png,,,,,BLAR_TU_01.png,BLAR_TU_02.png,BLAR_TI_02.png,,,,,,,,,BLAR_TU_02.png,,,
9,1686658529620,13/06/2023 12:15:29,1686662129620,1,13/06/2023 14:15:29,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,7,Testing02,Testing 02,hvzr65,1,response,SNUR_TI_02.png,3257.6799999821196,3249.8700000000026,3257.6799999821196,3257.6799999821196,3249.8700000000026,3257.6799999821196,1,3257.6799999821196,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TI,SNUR,_01.png,_02.png,,,,,SNUR_TI_01.png,SNUR_TA_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TI_02.png,,,
10,1686658530793,13/06/2023 12:15:30,1686662130793,1,13/06/2023 14:15:30,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,8,Testing02,Testing 02,hvzr65,1,response,DREE_TA_02.png,1180.5099999999984,1166.9659999999967,1180.5099999999984,1180.5099999999984,1166.9659999999967,1180.5099999999984,0,1180.5099999999984,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TU,DREE,_01.png,_02.png,,,,,DREE_TU_01.png,DREE_TU_02.png,DREE_TA_02.png,,,,,,,,,DREE_TU_02.png,,,
11,1686658532950,13/06/2023 12:15:32,1686662132950,1,13/06/2023 14:15:32,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,9,Testing02,Testing 02,hvzr65,1,response,CHOR_TA_02.png,2171.0440000000017,2166.5800000000017,2171.0440000000017,2171.0440000000017,2166.5800000000017,2171.0440000000017,1,2171.0440000000017,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TA,CHOR,_01.png,_02.png,,,,,CHOR_TA_01.png,CHOR_TA_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TA_02.png,,,
12,1686658535772,13/06/2023 12:15:35,1686662135772,1,13/06/2023 14:15:35,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,10,Testing02,Testing 02,hvzr65,1,response,STOO_TU_02.png,2826.363999976158,2816.5539999999964,2826.363999976158,2826.363999976158,2816.5539999999964,2826.363999976158,0,2826.363999976158,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TI,STOO,_01.png,_02.png,,,,,STOO_TI_01.png,STOO_TI_02.png,STOO_TU_02.png,,,,,,,,,STOO_TI_02.png,,,
13,1686658539406,13/06/2023 12:15:39,1686662139406,1,13/06/2023 14:15:39,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,11,Testing02,Testing 02,hvzr65,1,response,PHAI_TU_02.png,3643.9100000000035,3633.188000000002,3643.9100000000035,3643.9100000000035,3633.188000000002,3643.9100000000035,1,3643.9100000000035,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TU,PHAI,_01.png,_02.png,,,,,PHAI_TU_01.png,PHAI_TI_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TU_02.png,,,
14,1686658541063,13/06/2023 12:15:41,1686662141063,1,13/06/2023 14:15:41,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,12,Testing02,Testing 02,hvzr65,1,response,BLAR_TU_02.png,1666.5999999999985,1649.934000000001,1666.5999999999985,1666.5999999999985,1649.934000000001,1666.5999999999985,0,1666.5999999999985,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TA,BLAR,_01.png,_02.png,,,,,BLAR_TA_01.png,BLAR_TU_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TA_02.png,,,
15,1686658543607,13/06/2023 12:15:43,1686662143607,1,13/06/2023 14:15:43,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,13,Testing02,Testing 02,hvzr65,1,response,DREE_TI_02.png,2561.7880000000005,2550.1960000000036,2561.7880000000005,2561.7880000000005,2550.1960000000036,2561.7880000000005,1,2561.7880000000005,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TI,DREE,_01.png,_02.png,,,,,DREE_TI_01.png,DREE_TU_02.png,DREE_TI_02.png,,,,,,,,,DREE_TI_02.png,,,
16,1686658544881,13/06/2023 12:15:44,1686662144881,1,13/06/2023 14:15:44,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,14,Testing02,Testing 02,hvzr65,1,response,CHOR_TU_02.png,1283.281999999992,1266.6159999999945,1283.281999999992,1283.281999999992,1266.6159999999945,1283.281999999992,1,1283.281999999992,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TU,CHOR,_01.png,_02.png,,,,,CHOR_TU_01.png,CHOR_TA_02.png,CHOR_TU_02.png,,,,,,,,,CHOR_TU_02.png,,,
17,1686658546188,13/06/2023 12:15:46,1686662146188,1,13/06/2023 14:15:46,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,15,Testing02,Testing 02,hvzr65,1,response,BLAR_TI_02.png,1325.9760000000024,1316.6140000000014,1325.9760000000024,1325.9760000000024,1316.6140000000014,1325.9760000000024,1,1325.9760000000024,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TI,BLAR,_01.png,_02.png,,,,,BLAR_TI_01.png,BLAR_TI_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TI_02.png,,,
18,1686658547313,13/06/2023 12:15:47,1686662147313,1,13/06/2023 14:15:47,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,16,Testing02,Testing 02,hvzr65,1,response,SNUR_TI_02.png,1133.2880000000077,1116.622000000003,1133.2880000000077,1133.2880000000077,1116.622000000003,1133.2880000000077,0,1133.2880000000077,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TU,SNUR,_01.png,_02.png,,,,,SNUR_TU_01.png,SNUR_TU_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TU_02.png,,,
19,1686658549971,13/06/2023 12:15:49,1686662149971,1,13/06/2023 14:15:49,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,17,Testing02,Testing 02,hvzr65,1,response,PHAI_TA_02.png,2675.239999999998,2666.5599999999977,2675.239999999998,2675.239999999998,2666.5599999999977,2675.239999999998,1,2675.239999999998,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TA,PHAI,_01.png,_02.png,,,,,PHAI_TA_01.png,PHAI_TA_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TA_02.png,,,
20,1686658552911,13/06/2023 12:15:52,1686662152911,1,13/06/2023 14:15:52,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,18,Testing02,Testing 02,hvzr65,1,response,STOO_TA_02.png,2948.5799999761584,2933.2160000000003,2948.5799999761584,2948.5799999761584,2933.2160000000003,2948.5799999761584,1,2948.5799999761584,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TA,STOO,_01.png,_02.png,,,,,STOO_TA_01.png,STOO_TI_02.png,STOO_TA_02.png,,,,,,,,,STOO_TA_02.png,,,
21,1686658555042,13/06/2023 12:15:55,1686662155042,1,13/06/2023 14:15:55,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Scoring,Score,lbqwfd,1,continue,,2146.964,2133.5579999999973,2146.964,2146.964,2133.5579999999973,2146.964,1,2146.964,0,0,,Click To Continue,Continue Button,2,object-91,Scoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1686658555048,13/06/2023 12:15:55,1686662155048,1,13/06/2023 14:15:55,136362,2,task-pfy5,,30033861,615a17c90199096a5bbe0f48,8944447,,complete,,64886a36c9afe84810b71aeb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing (Clone),1,Noun Number Testing,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1686658575325,13/06/2023 12:16:15,1686662175325,1,13/06/2023 14:16:15,136362,2,task-pfy5,,30033908,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Testing (Clone),1,Noun Number Testing,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1686658580147,13/06/2023 12:16:20,1686662180147,1,13/06/2023 14:16:20,136362,2,task-pfy5,,30033908,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Instructions02,Instructions02,g2b1f4,1,continue,,4840.478999999627,4832.266,4840.478999999627,4840.478999999627,4832.266,4840.478999999627,1,4840.478999999627,0,0,,Click To Continue,Continue Button,2,object-79,Instructions02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1686658585572,13/06/2023 12:16:25,1686662185572,1,13/06/2023 14:16:25,136362,2,task-pfy5,,30033908,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Testing02,Testing 02,hvzr65,1,response,STOO_TU_02.png,5432.215999999999,5415.599999999999,5432.215999999999,5432.215999999999,5415.599999999999,5432.215999999999,1,5432.215999999999,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TU,STOO,_01.png,_02.png,,,,,STOO_TU_01.png,STOO_TA_02.png,STOO_TU_02.png,,,,,,,,,STOO_TU_02.png,,,
4,1686658590257,13/06/2023 12:16:30,1686662190257,1,13/06/2023 14:16:30,136362,2,task-pfy5,,30033908,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Testing (Clone),1,Noun Number Testing,2,Testing02,Testing 02,hvzr65,1,response,DREE_TI_02.png,4702.513000000001,4699.0650000000005,4702.513000000001,4702.513000000001,4699.0650000000005,4702.513000000001,0,4702.513000000001,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TA,DREE,_01.png,_02.png,,,,,DREE_TA_01.png,DREE_TI_02.png,DREE_TA_02.png,,,,,,,,,DREE_TA_02.png,,,
5,1686658591694,13/06/2023 12:16:31,1686662191694,1,13/06/2023 14:16:31,136362,2,task-pfy5,,30033908,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Testing (Clone),1,Noun Number Testing,3,Testing02,Testing 02,hvzr65,1,response,PHAI_TI_02.png,1440.2479999988827,1433.0139999999992,1440.2479999988827,1440.2479999988827,1433.0139999999992,1440.2479999988827,1,1440.2479999988827,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TI,PHAI,_01.png,_02.png,,,,,PHAI_TI_01.png,PHAI_TI_02.png,PHAI_TA_02.png,,,,,,,,,PHAI_TI_02.png,,,
6,1686658593522,13/06/2023 12:16:33,1686662193522,1,13/06/2023 14:16:33,136362,2,task-pfy5,,30033908,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Testing (Clone),1,Noun Number Testing,4,Testing02,Testing 02,hvzr65,1,response,CHOR_TU_02.png,1835.133999999256,1832.9660000000003,1835.133999999256,1835.133999999256,1832.9660000000003,1835.133999999256,0,1835.133999999256,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TI,CHOR,_01.png,_02.png,,,,,CHOR_TI_01.png,CHOR_TU_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TI_02.png,,,
7,1686658594925,13/06/2023 12:16:34,1686662194925,1,13/06/2023 14:16:34,136362,2,task-pfy5,,30033908,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Testing (Clone),1,Noun Number Testing,5,Testing02,Testing 02,hvzr65,1,response,BLAR_TU_02.png,1404.6679999992557,1399.7180000000008,1404.6679999992557,1404.6679999992557,1399.7180000000008,1404.6679999992557,1,1404.6679999992557,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TU,BLAR,_01.png,_02.png,,,,,BLAR_TU_01.png,BLAR_TU_02.png,BLAR_TI_02.png,,,,,,,,,BLAR_TU_02.png,,,
