Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: CorrectAnswer,Manipulation: Spreadsheet,Store: correct,Store: total
35,1686659471071,13/06/2023 12:31:11,1686663071071,1,13/06/2023 14:31:11,136362,2,task-v6g5,,30034589,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Singular-Plural Testing (Clone),1,Singular Plural Testing,33,Testing,Testing,hvzr65,1,response,PAU_KE_BLAR_TU_02.png,2189.162999994034,2187.4919999999984,2189.162999994034,2189.162999994034,2187.4919999999984,2189.162999994034,0,2189.162999994034,0,0,,Click Response,ResponseB,4,object-85,Testing,,6, ,PAU,_,KE,BLAR,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_BLAR_BLOT.png,PAU_KE_BLAR_TI_02.png,PAU_KE_BLAR_TU_02.png,,PAU_KE_BLAR_TI_02.png,,,
36,1686659474078,13/06/2023 12:31:14,1686663074078,1,13/06/2023 14:31:14,136362,2,task-v6g5,,30034589,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Singular-Plural Testing (Clone),1,Singular Plural Testing,34,Testing,Testing,hvzr65,1,response,GOI_KO_PHAI_TA_02.png,3008.4710000059567,3006.972000000009,3008.4710000059567,3008.4710000059567,3006.972000000009,3008.4710000059567,0,3008.4710000059567,0,0,,Click Response,ResponseB,4,object-85,Testing,,6, ,GOI,_,KO,PHAI,,_02.png,_BLOT.png,,,,,,,,,,GOI_KO_PHAI_BLOT.png,GOI_KO_PHAI_TU_02.png,GOI_KO_PHAI_TA_02.png,,GOI_KO_PHAI_TU_02.png,,,
37,1686659476022,13/06/2023 12:31:16,1686663076022,1,13/06/2023 14:31:16,136362,2,task-v6g5,,30034589,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Singular-Plural Testing (Clone),1,Singular Plural Testing,35,Testing,Testing,hvzr65,1,response,PAU_KO_SNUR_TU_02.png,1945.3989999970072,1944.4619999999995,1945.3989999970072,1945.3989999970072,1944.4619999999995,1945.3989999970072,1,1945.3989999970072,0,0,,Click Response,ResponseB,4,object-85,Testing,,6, ,PAU,_,KO,SNUR,,_02.png,_BLOT.png,,,,,,,,,,PAU_KO_SNUR_BLOT.png,PAU_KO_SNUR_TI_02.png,PAU_KO_SNUR_TU_02.png,,PAU_KO_SNUR_TU_02.png,,,
38,1686659478462,13/06/2023 12:31:18,1686663078462,1,13/06/2023 14:31:18,136362,2,task-v6g5,,30034589,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Singular-Plural Testing (Clone),1,Singular Plural Testing,36,Testing,Testing,hvzr65,1,response,PAU_KE_DREE_TI_02.png,2441.0370000059484,2437.5839999999735,2441.0370000059484,2441.0370000059484,2437.5839999999735,2441.0370000059484,0,2441.0370000059484,0,0,,Click Response,ResponseB,4,object-85,Testing,,6, ,PAU,_,KE,DREE,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_DREE_BLOT.png,PAU_KE_DREE_TA_02.png,PAU_KE_DREE_TI_02.png,,PAU_KE_DREE_TA_02.png,,,
39,1686659478464,13/06/2023 12:31:18,1686663078464,1,13/06/2023 14:31:18,136362,2,task-v6g5,,30034589,62865e87f3869b3a455ac5bc,8944547,,complete,,64886cf586473de060750929,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,2560x1440,2560x1307,,Singular-Plural Testing (Clone),1,Singular Plural Testing,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1686659423604,13/06/2023 12:30:23,1686663023604,1,13/06/2023 14:30:23,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1686659440415,13/06/2023 12:30:40,1686663040415,1,13/06/2023 14:30:40,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,1,Instructions,Instructions,g2b1f4,1,continue,,16830.755000000005,16814.471,16830.755000000005,16830.755000000005,16814.471,16830.755000000005,1,16830.755000000005,0,0,,Click To Continue,Continue Button,2,object-79,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1686659445200,13/06/2023 12:30:45,1686663045200,1,13/06/2023 14:30:45,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,1,Testing,Testing,hvzr65,1,response,PAU_KE_STOO_TU_02.png,4803.383999999998,4799.356,4803.383999999998,4803.383999999998,4799.356,4803.383999999998,0,4803.383999999998,0,0,,Click Response,ResponseA,3,object-86,Testing,,1, ,PAU,_,KE,STOO,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_STOO_BLOT.png,PAU_KE_STOO_TU_02.png,PAU_KE_STOO_TI_02.png,,PAU_KE_STOO_TI_02.png,,,
4,1686659450432,13/06/2023 12:30:50,1686663050432,1,13/06/2023 14:30:50,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,2,Testing,Testing,hvzr65,1,response,GOI_KE_SNUR_TA_02.png,5236.027999999998,5232.759999999998,5236.027999999998,5236.027999999998,5232.759999999998,5236.027999999998,0,5236.027999999998,0,0,,Click Response,ResponseB,4,object-85,Testing,,1, ,GOI,_,KE,SNUR,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_SNUR_BLOT.png,GOI_KE_SNUR_TI_02.png,GOI_KE_SNUR_TA_02.png,,GOI_KE_SNUR_TI_02.png,,,
5,1686659452272,13/06/2023 12:30:52,1686663052272,1,13/06/2023 14:30:52,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,3,Testing,Testing,hvzr65,1,response,GOI_KO_DREE_TA_02.png,1843.4680000476837,1833.3630000000012,1843.4680000476837,1843.4680000476837,1833.3630000000012,1843.4680000476837,0,1843.4680000476837,0,0,,Click Response,ResponseA,3,object-86,Testing,,1, ,GOI,_,KO,DREE,,_02.png,_BLOT.png,,,,,,,,,,GOI_KO_DREE_BLOT.png,GOI_KO_DREE_TA_02.png,GOI_KO_DREE_TU_02.png,,GOI_KO_DREE_TU_02.png,,,
6,1686659453916,13/06/2023 12:30:53,1686663053916,1,13/06/2023 14:30:53,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,4,Testing,Testing,hvzr65,1,response,PAU_KE_CHOR_TA_02.png,1653.7050000119198,1649.8179999999993,1653.7050000119198,1653.7050000119198,1649.8179999999993,1653.7050000119198,1,1653.7050000119198,0,0,,Click Response,ResponseB,4,object-85,Testing,,1, ,PAU,_,KE,CHOR,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_CHOR_BLOT.png,PAU_KE_CHOR_TI_02.png,PAU_KE_CHOR_TA_02.png,,PAU_KE_CHOR_TA_02.png,,,
7,1686659455248,13/06/2023 12:30:55,1686663055248,1,13/06/2023 14:30:55,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,5,Testing,Testing,hvzr65,1,response,GOI_KE_BLAR_TA_02.png,1335.8870000119205,1332.696,1335.8870000119205,1335.8870000119205,1332.696,1335.8870000119205,1,1335.8870000119205,0,0,,Click Response,ResponseA,3,object-86,Testing,,1, ,GOI,_,KE,BLAR,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_BLAR_BLOT.png,GOI_KE_BLAR_TA_02.png,GOI_KE_BLAR_TU_02.png,,GOI_KE_BLAR_TA_02.png,,,
8,1686659458280,13/06/2023 12:30:58,1686663058280,1,13/06/2023 14:30:58,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,6,Testing,Testing,hvzr65,1,response,PAU_KO_PHAI_TI_02.png,3035.4910000238415,3033.1139999999978,3035.4910000238415,3035.4910000238415,3033.1139999999978,3035.4910000238415,0,3035.4910000238415,0,0,,Click Response,ResponseB,4,object-85,Testing,,1, ,PAU,_,KO,PHAI,,_02.png,_BLOT.png,,,,,,,,,,PAU_KO_PHAI_BLOT.png,PAU_KO_PHAI_TU_02.png,PAU_KO_PHAI_TI_02.png,,PAU_KO_PHAI_TU_02.png,,,
9,1686659460600,13/06/2023 12:31:00,1686663060600,1,13/06/2023 14:31:00,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,7,Testing,Testing,hvzr65,1,response,GOI_KO_CHOR_TU_02.png,2322.3770000238437,2316.145000000004,2322.3770000238437,2322.3770000238437,2316.145000000004,2322.3770000238437,1,2322.3770000238437,0,0,,Click Response,ResponseA,3,object-86,Testing,,2, ,GOI,_,KO,CHOR,,_02.png,_BLOT.png,,,,,,,,,,GOI_KO_CHOR_BLOT.png,GOI_KO_CHOR_TU_02.png,GOI_KO_CHOR_TA_02.png,,GOI_KO_CHOR_TU_02.png,,,
10,1686659464092,13/06/2023 12:31:04,1686663064092,1,13/06/2023 14:31:04,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,8,Testing,Testing,hvzr65,1,response,PAU_KO_DREE_TI_02.png,3498.631999999998,3483.278999999995,3498.631999999998,3498.631999999998,3483.278999999995,3498.631999999998,0,3498.631999999998,0,0,,Click Response,ResponseA,3,object-86,Testing,,2, ,PAU,_,KO,DREE,,_02.png,_BLOT.png,,,,,,,,,,PAU_KO_DREE_BLOT.png,PAU_KO_DREE_TI_02.png,PAU_KO_DREE_TU_02.png,,PAU_KO_DREE_TU_02.png,,,
11,1686659465464,13/06/2023 12:31:05,1686663065464,1,13/06/2023 14:31:05,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,9,Testing,Testing,hvzr65,1,response,GOI_KE_PHAI_TA_02.png,1386.8530000000028,1383.2150000000038,1386.8530000000028,1386.8530000000028,1383.2150000000038,1386.8530000000028,0,1386.8530000000028,0,0,,Click Response,ResponseA,3,object-86,Testing,,2, ,GOI,_,KE,PHAI,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_PHAI_BLOT.png,GOI_KE_PHAI_TA_02.png,GOI_KE_PHAI_TI_02.png,,GOI_KE_PHAI_TI_02.png,,,
12,1686659467256,13/06/2023 12:31:07,1686663067256,1,13/06/2023 14:31:07,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,10,Testing,Testing,hvzr65,1,response,PAU_KE_BLAR_TA_02.png,1796.0380000357618,1782.671000000002,1796.0380000357618,1796.0380000357618,1782.671000000002,1796.0380000357618,1,1796.0380000357618,0,0,,Click Response,ResponseA,3,object-86,Testing,,2, ,PAU,_,KE,BLAR,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_BLAR_BLOT.png,PAU_KE_BLAR_TA_02.png,PAU_KE_BLAR_TI_02.png,,PAU_KE_BLAR_TA_02.png,,,
13,1686659469056,13/06/2023 12:31:09,1686663069056,1,13/06/2023 14:31:09,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,11,Testing,Testing,hvzr65,1,response,PAU_KE_SNUR_TU_02.png,1813.466999999997,1800.1319999999978,1813.466999999997,1813.466999999997,1800.1319999999978,1813.466999999997,0,1813.466999999997,0,0,,Click Response,ResponseB,4,object-85,Testing,,2, ,PAU,_,KE,SNUR,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_SNUR_BLOT.png,PAU_KE_SNUR_TI_02.png,PAU_KE_SNUR_TU_02.png,,PAU_KE_SNUR_TI_02.png,,,
14,1686659471209,13/06/2023 12:31:11,1686663071209,1,13/06/2023 14:31:11,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,12,Testing,Testing,hvzr65,1,response,GOI_KE_STOO_TU_02.png,2165.63500001192,2149.6920000000027,2165.63500001192,2165.63500001192,2149.6920000000027,2165.63500001192,0,2165.63500001192,0,0,,Click Response,ResponseA,3,object-86,Testing,,2, ,GOI,_,KE,STOO,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_STOO_BLOT.png,GOI_KE_STOO_TU_02.png,GOI_KE_STOO_TA_02.png,,GOI_KE_STOO_TA_02.png,,,
15,1686659472268,13/06/2023 12:31:12,1686663072268,1,13/06/2023 14:31:12,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,13,Testing,Testing,hvzr65,1,response,PAU_KO_CHOR_TU_02.png,1075.0430000357592,1066.5869999999995,1075.0430000357592,1075.0430000357592,1066.5869999999995,1075.0430000357592,1,1075.0430000357592,0,0,,Click Response,ResponseA,3,object-86,Testing,,3, ,PAU,_,KO,CHOR,,_02.png,_BLOT.png,,,,,,,,,,PAU_KO_CHOR_BLOT.png,PAU_KO_CHOR_TU_02.png,PAU_KO_CHOR_TI_02.png,,PAU_KO_CHOR_TU_02.png,,,
16,1686659473276,13/06/2023 12:31:13,1686663073276,1,13/06/2023 14:31:13,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,14,Testing,Testing,hvzr65,1,response,PAU_KE_STOO_TI_02.png,1015.7189999999973,999.4439999999959,1015.7189999999973,1015.7189999999973,999.4439999999959,1015.7189999999973,0,1015.7189999999973,0,0,,Click Response,ResponseA,3,object-86,Testing,,3, ,PAU,_,KE,STOO,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_STOO_BLOT.png,PAU_KE_STOO_TI_02.png,PAU_KE_STOO_TA_02.png,,PAU_KE_STOO_TA_02.png,,,
17,1686659475968,13/06/2023 12:31:15,1686663075968,1,13/06/2023 14:31:15,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,15,Testing,Testing,hvzr65,1,response,GOI_KE_DREE_TI_02.png,2709.8120000476847,2699.6410000000033,2709.8120000476847,2709.8120000476847,2699.6410000000033,2709.8120000476847,1,2709.8120000476847,0,0,,Click Response,ResponseA,3,object-86,Testing,,3, ,GOI,_,KE,DREE,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_DREE_BLOT.png,GOI_KE_DREE_TI_02.png,GOI_KE_DREE_TA_02.png,,GOI_KE_DREE_TI_02.png,,,
18,1686659477879,13/06/2023 12:31:17,1686663077879,1,13/06/2023 14:31:17,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,16,Testing,Testing,hvzr65,1,response,GOI_KO_BLAR_TA_02.png,1921.3710000357605,1916.4119999999966,1921.3710000357605,1921.3710000357605,1916.4119999999966,1921.3710000357605,0,1921.3710000357605,0,0,,Click Response,ResponseA,3,object-86,Testing,,3, ,GOI,_,KO,BLAR,,_02.png,_BLOT.png,,,,,,,,,,GOI_KO_BLAR_BLOT.png,GOI_KO_BLAR_TA_02.png,GOI_KO_BLAR_TU_02.png,,GOI_KO_BLAR_TU_02.png,,,
19,1686659479368,13/06/2023 12:31:19,1686663079368,1,13/06/2023 14:31:19,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,17,Testing,Testing,hvzr65,1,response,GOI_KE_SNUR_TU_02.png,1493.659000023843,1483.5169999999998,1493.659000023843,1493.659000023843,1483.5169999999998,1493.659000023843,0,1493.659000023843,0,0,,Click Response,ResponseB,4,object-85,Testing,,3, ,GOI,_,KE,SNUR,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_SNUR_BLOT.png,GOI_KE_SNUR_TA_02.png,GOI_KE_SNUR_TU_02.png,,GOI_KE_SNUR_TA_02.png,,,
20,1686659481184,13/06/2023 12:31:21,1686663081184,1,13/06/2023 14:31:21,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,18,Testing,Testing,hvzr65,1,response,PAU_KE_PHAI_TI_02.png,1826.1420000238431,1816.0449999999983,1826.1420000238431,1826.1420000238431,1816.0449999999983,1826.1420000238431,1,1826.1420000238431,0,0,,Click Response,ResponseB,4,object-85,Testing,,3, ,PAU,_,KE,PHAI,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_PHAI_BLOT.png,PAU_KE_PHAI_TU_02.png,PAU_KE_PHAI_TI_02.png,,PAU_KE_PHAI_TI_02.png,,,
21,1686659482368,13/06/2023 12:31:22,1686663082368,1,13/06/2023 14:31:22,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,19,Testing,Testing,hvzr65,1,response,PAU_KE_DREE_TU_02.png,1194.1970000476867,1183.3680000000022,1194.1970000476867,1194.1970000476867,1183.3680000000022,1194.1970000476867,0,1194.1970000476867,0,0,,Click Response,ResponseB,4,object-85,Testing,,4, ,PAU,_,KE,DREE,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_DREE_BLOT.png,PAU_KE_DREE_TI_02.png,PAU_KE_DREE_TU_02.png,,PAU_KE_DREE_TI_02.png,,,
22,1686659483904,13/06/2023 12:31:23,1686663083904,1,13/06/2023 14:31:23,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,20,Testing,Testing,hvzr65,1,response,PAU_KE_SNUR_TI_02.png,1546.6290000000008,1533.5380000000005,1546.6290000000008,1546.6290000000008,1533.5380000000005,1546.6290000000008,0,1546.6290000000008,0,0,,Click Response,ResponseB,4,object-85,Testing,,4, ,PAU,_,KE,SNUR,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_SNUR_BLOT.png,PAU_KE_SNUR_TA_02.png,PAU_KE_SNUR_TI_02.png,,PAU_KE_SNUR_TA_02.png,,,
23,1686659485124,13/06/2023 12:31:25,1686663085124,1,13/06/2023 14:31:25,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,21,Testing,Testing,hvzr65,1,response,GOI_KE_CHOR_TI_02.png,1232.198000000004,1215.9170000000013,1232.198000000004,1232.198000000004,1215.9170000000013,1232.198000000004,1,1232.198000000004,0,0,,Click Response,ResponseB,4,object-85,Testing,,4, ,GOI,_,KE,CHOR,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_CHOR_BLOT.png,GOI_KE_CHOR_TA_02.png,GOI_KE_CHOR_TI_02.png,,GOI_KE_CHOR_TI_02.png,,,
24,1686659486327,13/06/2023 12:31:26,1686663086327,1,13/06/2023 14:31:26,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,22,Testing,Testing,hvzr65,1,response,PAU_KO_BLAR_TU_02.png,1220.5740000357619,1216.9590000000026,1220.5740000357619,1220.5740000357619,1216.9590000000026,1220.5740000357619,1,1220.5740000357619,0,0,,Click Response,ResponseB,4,object-85,Testing,,4, ,PAU,_,KO,BLAR,,_02.png,_BLOT.png,,,,,,,,,,PAU_KO_BLAR_BLOT.png,PAU_KO_BLAR_TI_02.png,PAU_KO_BLAR_TU_02.png,,PAU_KO_BLAR_TU_02.png,,,
25,1686659487839,13/06/2023 12:31:27,1686663087839,1,13/06/2023 14:31:27,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,23,Testing,Testing,hvzr65,1,response,GOI_KE_PHAI_TA_02.png,1515.2149999999965,1499.286,1515.2149999999965,1515.2149999999965,1499.286,1515.2149999999965,1,1515.2149999999965,0,0,,Click Response,ResponseB,4,object-85,Testing,,4, ,GOI,_,KE,PHAI,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_PHAI_BLOT.png,GOI_KE_PHAI_TU_02.png,GOI_KE_PHAI_TA_02.png,,GOI_KE_PHAI_TA_02.png,,,
26,1686659489808,13/06/2023 12:31:29,1686663089808,1,13/06/2023 14:31:29,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,24,Testing,Testing,hvzr65,1,response,GOI_KO_STOO_TU_02.png,1985.3290000357592,1983.1549999999916,1985.3290000357592,1985.3290000357592,1983.1549999999916,1985.3290000357592,1,1985.3290000357592,0,0,,Click Response,ResponseA,3,object-86,Testing,,4, ,GOI,_,KO,STOO,,_02.png,_BLOT.png,,,,,,,,,,GOI_KO_STOO_BLOT.png,GOI_KO_STOO_TU_02.png,GOI_KO_STOO_TA_02.png,,GOI_KO_STOO_TU_02.png,,,
27,1686659491524,13/06/2023 12:31:31,1686663091524,1,13/06/2023 14:31:31,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,25,Testing,Testing,hvzr65,1,response,PAU_KE_CHOR_TI_02.png,1717.8740000238467,1716.3770000000077,1717.8740000238467,1717.8740000238467,1716.3770000000077,1717.8740000238467,1,1717.8740000238467,0,0,,Click Response,ResponseB,4,object-85,Testing,,5, ,PAU,_,KE,CHOR,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_CHOR_BLOT.png,PAU_KE_CHOR_TU_02.png,PAU_KE_CHOR_TI_02.png,,PAU_KE_CHOR_TI_02.png,,,
28,1686659492747,13/06/2023 12:31:32,1686663092747,1,13/06/2023 14:31:32,136362,2,task-v6g5,,30034730,61069c70a5ee3b45b956c13d,8944580,,complete,,64886d81de58261e6f8c57b5,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x754,,Singular-Plural Testing (Clone),1,Singular Plural Testing,26,Testing,Testing,hvzr65,1,response,GOI_KE_BLAR_TA_02.png,1224.997000023839,1216.5449999999983,1224.997000023839,1224.997000023839,1216.5449999999983,1224.997000023839,0,1224.997000023839,0,0,,Click Response,ResponseB,4,object-85,Testing,,5, ,GOI,_,KE,BLAR,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_BLAR_BLOT.png,GOI_KE_BLAR_TI_02.png,GOI_KE_BLAR_TA_02.png,,GOI_KE_BLAR_TI_02.png,,,
