Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: CorrectAnswer,Manipulation: Spreadsheet,Store: correct,Store: total
1,1686658324358,13/06/2023 12:12:04,1686661924358,1,13/06/2023 14:12:04,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1686658328924,13/06/2023 12:12:08,1686661928924,1,13/06/2023 14:12:08,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,1,Instructions,Instructions,g2b1f4,1,continue,,4551,4534.34,4551,4551,4534.34,4551,1,4551,0,0,,Click To Continue,Continue Button,2,object-79,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1686658341187,13/06/2023 12:12:21,1686661941187,1,13/06/2023 14:12:21,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,1,Testing,Testing,hvzr65,1,response,GOI_KE_BLAR_TA_02.png,12317.18,12302.84,12317.18,12317.18,12302.84,12317.18,1,12317.18,0,0,,Click Response,ResponseA,3,object-86,Testing,,1, ,GOI,_,KE,BLAR,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_BLAR_BLOT.png,GOI_KE_BLAR_TA_02.png,GOI_KE_BLAR_TU_02.png,,GOI_KE_BLAR_TA_02.png,,,
4,1686658346595,13/06/2023 12:12:26,1686661946595,1,13/06/2023 14:12:26,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,2,Testing,Testing,hvzr65,1,response,PAU_KE_STOO_TU_02.png,5417.920000000002,5401.240000000002,5417.920000000002,5417.920000000002,5401.240000000002,5417.920000000002,0,5417.920000000002,0,0,,Click Response,ResponseA,3,object-86,Testing,,1, ,PAU,_,KE,STOO,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_STOO_BLOT.png,PAU_KE_STOO_TU_02.png,PAU_KE_STOO_TI_02.png,,PAU_KE_STOO_TI_02.png,,,
5,1686658349601,13/06/2023 12:12:29,1686661949601,1,13/06/2023 14:12:29,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,3,Testing,Testing,hvzr65,1,response,PAU_KO_PHAI_TI_02.png,3028.0999999999985,3017.3799999999974,3028.0999999999985,3028.0999999999985,3017.3799999999974,3028.0999999999985,0,3028.0999999999985,0,0,,Click Response,ResponseB,4,object-85,Testing,,1, ,PAU,_,KO,PHAI,,_02.png,_BLOT.png,,,,,,,,,,PAU_KO_PHAI_BLOT.png,PAU_KO_PHAI_TU_02.png,PAU_KO_PHAI_TI_02.png,,PAU_KO_PHAI_TU_02.png,,,
6,1686658353872,13/06/2023 12:12:33,1686661953872,1,13/06/2023 14:12:33,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,4,Testing,Testing,hvzr65,1,response,GOI_KO_DREE_TU_02.png,4281.720000000001,4267.620000000003,4281.720000000001,4281.720000000001,4267.620000000003,4281.720000000001,1,4281.720000000001,0,0,,Click Response,ResponseB,4,object-85,Testing,,1, ,GOI,_,KO,DREE,,_02.png,_BLOT.png,,,,,,,,,,GOI_KO_DREE_BLOT.png,GOI_KO_DREE_TA_02.png,GOI_KO_DREE_TU_02.png,,GOI_KO_DREE_TU_02.png,,,
7,1686658355710,13/06/2023 12:12:35,1686661955710,1,13/06/2023 14:12:35,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,5,Testing,Testing,hvzr65,1,response,PAU_KE_CHOR_TI_02.png,1848.0999999999985,1833.7799999999988,1848.0999999999985,1848.0999999999985,1833.7799999999988,1848.0999999999985,0,1848.0999999999985,0,0,,Click Response,ResponseA,3,object-86,Testing,,1, ,PAU,_,KE,CHOR,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_CHOR_BLOT.png,PAU_KE_CHOR_TI_02.png,PAU_KE_CHOR_TA_02.png,,PAU_KE_CHOR_TA_02.png,,,
8,1686658359316,13/06/2023 12:12:39,1686661959316,1,13/06/2023 14:12:39,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,6,Testing,Testing,hvzr65,1,response,GOI_KE_SNUR_TA_02.png,3617.519999999997,3600.8399999999965,3617.519999999997,3617.519999999997,3600.8399999999965,3617.519999999997,0,3617.519999999997,0,0,,Click Response,ResponseB,4,object-85,Testing,,1, ,GOI,_,KE,SNUR,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_SNUR_BLOT.png,GOI_KE_SNUR_TI_02.png,GOI_KE_SNUR_TA_02.png,,GOI_KE_SNUR_TI_02.png,,,
9,1686658362064,13/06/2023 12:12:42,1686661962064,1,13/06/2023 14:12:42,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,7,Testing,Testing,hvzr65,1,response,GOI_KE_STOO_TA_02.png,2772.480000000003,2767.300000000003,2772.480000000003,2772.480000000003,2767.300000000003,2772.480000000003,1,2772.480000000003,0,0,,Click Response,ResponseB,4,object-85,Testing,,2, ,GOI,_,KE,STOO,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_STOO_BLOT.png,GOI_KE_STOO_TU_02.png,GOI_KE_STOO_TA_02.png,,GOI_KE_STOO_TA_02.png,,,
10,1686658364654,13/06/2023 12:12:44,1686661964654,1,13/06/2023 14:12:44,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,8,Testing,Testing,hvzr65,1,response,GOI_KE_PHAI_TA_02.png,2595.1800000000003,2583.980000000003,2595.1800000000003,2595.1800000000003,2583.980000000003,2595.1800000000003,0,2595.1800000000003,0,0,,Click Response,ResponseA,3,object-86,Testing,,2, ,GOI,_,KE,PHAI,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_PHAI_BLOT.png,GOI_KE_PHAI_TA_02.png,GOI_KE_PHAI_TI_02.png,,GOI_KE_PHAI_TI_02.png,,,
11,1686658366548,13/06/2023 12:12:46,1686661966548,1,13/06/2023 14:12:46,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,9,Testing,Testing,hvzr65,1,response,PAU_KE_BLAR_TA_02.png,1900.4199999999983,1883.739999999998,1900.4199999999983,1900.4199999999983,1883.739999999998,1900.4199999999983,1,1900.4199999999983,0,0,,Click Response,ResponseA,3,object-86,Testing,,2, ,PAU,_,KE,BLAR,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_BLAR_BLOT.png,PAU_KE_BLAR_TA_02.png,PAU_KE_BLAR_TI_02.png,,PAU_KE_BLAR_TA_02.png,,,
12,1686658368389,13/06/2023 12:12:48,1686661968389,1,13/06/2023 14:12:48,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,10,Testing,Testing,hvzr65,1,response,GOI_KO_CHOR_TU_02.png,1850.4199999999983,1833.739999999998,1850.4199999999983,1850.4199999999983,1833.739999999998,1850.4199999999983,1,1850.4199999999983,0,0,,Click Response,ResponseA,3,object-86,Testing,,2, ,GOI,_,KO,CHOR,,_02.png,_BLOT.png,,,,,,,,,,GOI_KO_CHOR_BLOT.png,GOI_KO_CHOR_TU_02.png,GOI_KO_CHOR_TA_02.png,,GOI_KO_CHOR_TU_02.png,,,
13,1686658369684,13/06/2023 12:12:49,1686661969684,1,13/06/2023 14:12:49,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,11,Testing,Testing,hvzr65,1,response,PAU_KE_SNUR_TU_02.png,1316.9200000000055,1300.260000000002,1316.9200000000055,1316.9200000000055,1300.260000000002,1316.9200000000055,0,1316.9200000000055,0,0,,Click Response,ResponseB,4,object-85,Testing,,2, ,PAU,_,KE,SNUR,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_SNUR_BLOT.png,PAU_KE_SNUR_TI_02.png,PAU_KE_SNUR_TU_02.png,,PAU_KE_SNUR_TI_02.png,,,
14,1686658371504,13/06/2023 12:12:51,1686661971504,1,13/06/2023 14:12:51,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,12,Testing,Testing,hvzr65,1,response,PAU_KO_DREE_TI_02.png,1833.760000000002,1817.0800000000017,1833.760000000002,1833.760000000002,1817.0800000000017,1833.760000000002,0,1833.760000000002,0,0,,Click Response,ResponseA,3,object-86,Testing,,2, ,PAU,_,KO,DREE,,_02.png,_BLOT.png,,,,,,,,,,PAU_KO_DREE_BLOT.png,PAU_KO_DREE_TI_02.png,PAU_KO_DREE_TU_02.png,,PAU_KO_DREE_TU_02.png,,,
15,1686658372899,13/06/2023 12:12:52,1686661972899,1,13/06/2023 14:12:52,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,13,Testing,Testing,hvzr65,1,response,GOI_KE_DREE_TA_02.png,1417.020000000004,1400.3600000000006,1417.020000000004,1417.020000000004,1400.3600000000006,1417.020000000004,0,1417.020000000004,0,0,,Click Response,ResponseB,4,object-85,Testing,,3, ,GOI,_,KE,DREE,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_DREE_BLOT.png,GOI_KE_DREE_TI_02.png,GOI_KE_DREE_TA_02.png,,GOI_KE_DREE_TI_02.png,,,
16,1686658374282,13/06/2023 12:12:54,1686661974282,1,13/06/2023 14:12:54,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,14,Testing,Testing,hvzr65,1,response,PAU_KE_PHAI_TU_02.png,1400.300000000003,1383.6399999999994,1400.300000000003,1400.300000000003,1383.6399999999994,1400.300000000003,0,1400.300000000003,0,0,,Click Response,ResponseA,3,object-86,Testing,,3, ,PAU,_,KE,PHAI,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_PHAI_BLOT.png,PAU_KE_PHAI_TU_02.png,PAU_KE_PHAI_TI_02.png,,PAU_KE_PHAI_TI_02.png,,,
17,1686658375435,13/06/2023 12:12:55,1686661975435,1,13/06/2023 14:12:55,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,15,Testing,Testing,hvzr65,1,response,PAU_KO_CHOR_TI_02.png,1167,1150.3199999999997,1167,1167,1150.3199999999997,1167,0,1167,0,0,,Click Response,ResponseB,4,object-85,Testing,,3, ,PAU,_,KO,CHOR,,_02.png,_BLOT.png,,,,,,,,,,PAU_KO_CHOR_BLOT.png,PAU_KO_CHOR_TU_02.png,PAU_KO_CHOR_TI_02.png,,PAU_KO_CHOR_TU_02.png,,,
18,1686658377458,13/06/2023 12:12:57,1686661977458,1,13/06/2023 14:12:57,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,16,Testing,Testing,hvzr65,1,response,PAU_KE_STOO_TA_02.png,2045.0599999999977,2033.7799999999988,2045.0599999999977,2045.0599999999977,2033.7799999999988,2045.0599999999977,1,2045.0599999999977,0,0,,Click Response,ResponseB,4,object-85,Testing,,3, ,PAU,_,KE,STOO,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_STOO_BLOT.png,PAU_KE_STOO_TI_02.png,PAU_KE_STOO_TA_02.png,,PAU_KE_STOO_TA_02.png,,,
19,1686658378895,13/06/2023 12:12:58,1686661978895,1,13/06/2023 14:12:58,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,17,Testing,Testing,hvzr65,1,response,GOI_KO_BLAR_TU_02.png,1448.2799999999988,1433.6599999999962,1448.2799999999988,1448.2799999999988,1433.6599999999962,1448.2799999999988,1,1448.2799999999988,0,0,,Click Response,ResponseB,4,object-85,Testing,,3, ,GOI,_,KO,BLAR,,_02.png,_BLOT.png,,,,,,,,,,GOI_KO_BLAR_BLOT.png,GOI_KO_BLAR_TA_02.png,GOI_KO_BLAR_TU_02.png,,GOI_KO_BLAR_TU_02.png,,,
20,1686658381225,13/06/2023 12:13:01,1686661981225,1,13/06/2023 14:13:01,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,18,Testing,Testing,hvzr65,1,response,GOI_KE_SNUR_TA_02.png,2344.6200000000026,2334.040000000001,2344.6200000000026,2344.6200000000026,2334.040000000001,2344.6200000000026,1,2344.6200000000026,0,0,,Click Response,ResponseA,3,object-86,Testing,,3, ,GOI,_,KE,SNUR,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_SNUR_BLOT.png,GOI_KE_SNUR_TA_02.png,GOI_KE_SNUR_TU_02.png,,GOI_KE_SNUR_TA_02.png,,,
21,1686658382278,13/06/2023 12:13:02,1686661982278,1,13/06/2023 14:13:02,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,19,Testing,Testing,hvzr65,1,response,GOI_KE_CHOR_TA_02.png,1064.5800000000017,1050.060000000005,1064.5800000000017,1064.5800000000017,1050.060000000005,1064.5800000000017,0,1064.5800000000017,0,0,,Click Response,ResponseA,3,object-86,Testing,,4, ,GOI,_,KE,CHOR,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_CHOR_BLOT.png,GOI_KE_CHOR_TA_02.png,GOI_KE_CHOR_TI_02.png,,GOI_KE_CHOR_TI_02.png,,,
22,1686658384674,13/06/2023 12:13:04,1686661984674,1,13/06/2023 14:13:04,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,20,Testing,Testing,hvzr65,1,response,PAU_KE_DREE_TU_02.png,2400.5,2383.8199999999997,2400.5,2400.5,2383.8199999999997,2400.5,0,2400.5,0,0,,Click Response,ResponseB,4,object-85,Testing,,4, ,PAU,_,KE,DREE,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_DREE_BLOT.png,PAU_KE_DREE_TI_02.png,PAU_KE_DREE_TU_02.png,,PAU_KE_DREE_TI_02.png,,,
23,1686658386835,13/06/2023 12:13:06,1686661986835,1,13/06/2023 14:13:06,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,21,Testing,Testing,hvzr65,1,response,PAU_KO_BLAR_TU_02.png,2183.939999999995,2167.2599999999948,2183.939999999995,2183.939999999995,2167.2599999999948,2183.939999999995,1,2183.939999999995,0,0,,Click Response,ResponseB,4,object-85,Testing,,4, ,PAU,_,KO,BLAR,,_02.png,_BLOT.png,,,,,,,,,,PAU_KO_BLAR_BLOT.png,PAU_KO_BLAR_TI_02.png,PAU_KO_BLAR_TU_02.png,,PAU_KO_BLAR_TU_02.png,,,
24,1686658390201,13/06/2023 12:13:10,1686661990201,1,13/06/2023 14:13:10,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,22,Testing,Testing,hvzr65,1,response,GOI_KE_PHAI_TA_02.png,3367.440000000017,3350.7600000000093,3367.440000000017,3367.440000000017,3350.7600000000093,3367.440000000017,1,3367.440000000017,0,0,,Click Response,ResponseB,4,object-85,Testing,,4, ,GOI,_,KE,PHAI,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_PHAI_BLOT.png,GOI_KE_PHAI_TU_02.png,GOI_KE_PHAI_TA_02.png,,GOI_KE_PHAI_TA_02.png,,,
25,1686658392442,13/06/2023 12:13:12,1686661992442,1,13/06/2023 14:13:12,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,23,Testing,Testing,hvzr65,1,response,PAU_KE_SNUR_TA_02.png,2276.679999999993,2267.199999999997,2276.679999999993,2276.679999999993,2267.199999999997,2276.679999999993,1,2276.679999999993,0,0,,Click Response,ResponseA,3,object-86,Testing,,4, ,PAU,_,KE,SNUR,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_SNUR_BLOT.png,PAU_KE_SNUR_TA_02.png,PAU_KE_SNUR_TI_02.png,,PAU_KE_SNUR_TA_02.png,,,
26,1686658394340,13/06/2023 12:13:14,1686661994340,1,13/06/2023 14:13:14,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,24,Testing,Testing,hvzr65,1,response,GOI_KO_STOO_TU_02.png,1900.4600000000064,1883.800000000003,1900.4600000000064,1900.4600000000064,1883.800000000003,1900.4600000000064,1,1900.4600000000064,0,0,,Click Response,ResponseA,3,object-86,Testing,,4, ,GOI,_,KO,STOO,,_02.png,_BLOT.png,,,,,,,,,,GOI_KO_STOO_BLOT.png,GOI_KO_STOO_TU_02.png,GOI_KO_STOO_TA_02.png,,GOI_KO_STOO_TU_02.png,,,
27,1686658396676,13/06/2023 12:13:16,1686661996676,1,13/06/2023 14:13:16,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,25,Testing,Testing,hvzr65,1,response,GOI_KO_SNUR_TU_02.png,2350.5,2333.8399999999965,2350.5,2350.5,2333.8399999999965,2350.5,1,2350.5,0,0,,Click Response,ResponseB,4,object-85,Testing,,5, ,GOI,_,KO,SNUR,,_02.png,_BLOT.png,,,,,,,,,,GOI_KO_SNUR_BLOT.png,GOI_KO_SNUR_TA_02.png,GOI_KO_SNUR_TU_02.png,,GOI_KO_SNUR_TU_02.png,,,
28,1686658398411,13/06/2023 12:13:18,1686661998411,1,13/06/2023 14:13:18,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,26,Testing,Testing,hvzr65,1,response,PAU_KO_STOO_TU_02.png,1759.8399999999965,1750.4400000000023,1759.8399999999965,1759.8399999999965,1750.4400000000023,1759.8399999999965,1,1759.8399999999965,0,0,,Click Response,ResponseA,3,object-86,Testing,,5, ,PAU,_,KO,STOO,,_02.png,_BLOT.png,,,,,,,,,,PAU_KO_STOO_BLOT.png,PAU_KO_STOO_TU_02.png,PAU_KO_STOO_TI_02.png,,PAU_KO_STOO_TU_02.png,,,
29,1686658399671,13/06/2023 12:13:19,1686661999671,1,13/06/2023 14:13:19,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,27,Testing,Testing,hvzr65,1,response,GOI_KE_DREE_TA_02.png,1264.3999999999942,1250.2799999999988,1264.3999999999942,1264.3999999999942,1250.2799999999988,1264.3999999999942,1,1264.3999999999942,0,0,,Click Response,ResponseA,3,object-86,Testing,,5, ,GOI,_,KE,DREE,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_DREE_BLOT.png,GOI_KE_DREE_TA_02.png,GOI_KE_DREE_TU_02.png,,GOI_KE_DREE_TA_02.png,,,
30,1686658401305,13/06/2023 12:13:21,1686662001305,1,13/06/2023 14:13:21,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,28,Testing,Testing,hvzr65,1,response,PAU_KE_CHOR_TU_02.png,1650.3399999999965,1633.679999999993,1650.3399999999965,1650.3399999999965,1633.679999999993,1650.3399999999965,0,1650.3399999999965,0,0,,Click Response,ResponseA,3,object-86,Testing,,5, ,PAU,_,KE,CHOR,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_CHOR_BLOT.png,PAU_KE_CHOR_TU_02.png,PAU_KE_CHOR_TI_02.png,,PAU_KE_CHOR_TI_02.png,,,
31,1686658402577,13/06/2023 12:13:22,1686662002577,1,13/06/2023 14:13:22,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,29,Testing,Testing,hvzr65,1,response,PAU_KE_PHAI_TA_02.png,1283.62000000001,1266.9600000000064,1283.62000000001,1283.62000000001,1266.9600000000064,1283.62000000001,1,1283.62000000001,0,0,,Click Response,ResponseB,4,object-85,Testing,,5, ,PAU,_,KE,PHAI,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_PHAI_BLOT.png,PAU_KE_PHAI_TI_02.png,PAU_KE_PHAI_TA_02.png,,PAU_KE_PHAI_TA_02.png,,,
32,1686658404050,13/06/2023 12:13:24,1686662004050,1,13/06/2023 14:13:24,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,30,Testing,Testing,hvzr65,1,response,GOI_KE_BLAR_TA_02.png,1466.979999999996,1450.3199999999924,1466.979999999996,1466.979999999996,1450.3199999999924,1466.979999999996,0,1466.979999999996,0,0,,Click Response,ResponseB,4,object-85,Testing,,5, ,GOI,_,KE,BLAR,,_02.png,_BLOT.png,,,,,,,,,,GOI_KE_BLAR_BLOT.png,GOI_KE_BLAR_TI_02.png,GOI_KE_BLAR_TA_02.png,,GOI_KE_BLAR_TI_02.png,,,
33,1686658405231,13/06/2023 12:13:25,1686662005231,1,13/06/2023 14:13:25,136362,2,task-v6g5,,30033736,60fdcae3a24d22c1239262eb,8944400,,complete,,648868ac20882fd92bf8b6f8,computer,Desktop or Laptop,Windows 10,Firefox 114.0,1366x768,1366x643,,Singular-Plural Testing (Clone),1,Singular Plural Testing,31,Testing,Testing,hvzr65,1,response,PAU_KE_DREE_TA_02.png,1217.0000000000146,1200.320000000007,1217.0000000000146,1217.0000000000146,1200.320000000007,1217.0000000000146,1,1217.0000000000146,0,0,,Click Response,ResponseA,3,object-86,Testing,,6, ,PAU,_,KE,DREE,,_02.png,_BLOT.png,,,,,,,,,,PAU_KE_DREE_BLOT.png,PAU_KE_DREE_TA_02.png,PAU_KE_DREE_TI_02.png,,PAU_KE_DREE_TA_02.png,,,
