Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: TestCorrectAnswer,Spreadsheet: Age,Spreadsheet: Gender,Spreadsheet: Handedness,Manipulation: Spreadsheet,Store: NounNumberTrain,Store: NounNumberCorrect,Store: NounNumberTotal
10,1686658407924,13/06/2023 12:13:27,1686662007924,1,13/06/2023 14:13:27,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Female,4515.790999999999,6548.7069999999985,6565.422999999997,4515.790999999999,6548.7069999999985,6565.422999999997,1,4515.790999999999,2049.631999999998,0,,Dropdown,Gender,5,object-154,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1686658407925,13/06/2023 12:13:27,1686662007925,1,13/06/2023 14:13:27,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions7,rts1od,7,response,Right-handed,5965.491999999998,6548.7069999999985,6565.422999999997,5965.491999999998,6548.7069999999985,6565.422999999997,1,5965.491999999998,599.9309999999987,0,,Dropdown,Handedness,7,object-156,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1686658458134,13/06/2023 12:14:18,1686662058134,1,13/06/2023 14:14:18,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions8,q3gk2e,8,continue,,50225.73199999888,50223.256,50225.73199999888,50225.73199999888,50223.256,50225.73199999888,1,50225.73199999888,0,0,,Click To Continue,Continue Button,2,object-75,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1686658467046,13/06/2023 12:14:27,1686662067046,1,13/06/2023 14:14:27,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,1,Training01,Training01,34efq7,1,response,stoota,4732.385000000002,8898.21,8914.868999999999,4732.385000000002,8898.21,8914.868999999999,0,4732.385000000002,4182.483999999997,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,STOO,_01.png,_02.png,,STOO_TA_01.png,STOO_TA_02.png,STOOTA,,,,,,,,,,,,,,,,,,
14,1686658470538,13/06/2023 12:14:30,1686662070538,1,13/06/2023 14:14:30,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,1,Training01,Training01,34efq7,1,response,stoota,4732.385000000002,12397.518000000004,12406.676,4732.385000000002,12397.518000000004,12406.676,0,4732.385000000002,7674.290999999997,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,STOO,_01.png,_02.png,,STOO_TA_01.png,STOO_TA_02.png,STOOTA,,,,,,,,,,,,,,,,,,
15,1686658473594,13/06/2023 12:14:33,1686662073594,1,13/06/2023 14:14:33,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,1,Training01,Training01,34efq7,1,response,stoota,4732.385000000002,15446.938000000002,15462.775999999627,4732.385000000002,15446.938000000002,15462.775999999627,0,4732.385000000002,10730.390999999625,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,STOO,_01.png,_02.png,,STOO_TA_01.png,STOO_TA_02.png,STOOTA,,,,,,,,,,,,,,,,,,
16,1686658474076,13/06/2023 12:14:34,1686662074076,1,13/06/2023 14:14:34,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,1,Training01,Training01,34efq7,1,response,stoota,4732.385000000002,15930.185000000005,15945.275999999627,4732.385000000002,15930.185000000005,15945.275999999627,0,4732.385000000002,11212.890999999625,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,STOO,_01.png,_02.png,,STOO_TA_01.png,STOO_TA_02.png,STOOTA,,,,,,,,,,,,,,,,,,
17,1686658476105,13/06/2023 12:14:36,1686662076105,1,13/06/2023 14:14:36,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,1,Training01,Training01,34efq7,1,response,stoota,4732.385000000002,17963.102999999996,17974.076000000372,4732.385000000002,17963.102999999996,17974.076000000372,0,4732.385000000002,13241.69100000037,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,STOO,_01.png,_02.png,,STOO_TA_01.png,STOO_TA_02.png,STOOTA,,,,,,,,,,,,,,,,,,
18,1686658476695,13/06/2023 12:14:36,1686662076695,1,13/06/2023 14:14:36,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,1,Training01,Training01,34efq7,1,response,stoota,4732.385000000002,18546.479,18563.291000000005,4732.385000000002,18546.479,18563.291000000005,0,4732.385000000002,13830.906000000003,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,STOO,_01.png,_02.png,,STOO_TA_01.png,STOO_TA_02.png,STOOTA,,,,,,,,,,,,,,,,,,
19,1686658476874,13/06/2023 12:14:36,1686662076874,1,13/06/2023 14:14:36,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,1,Training01,Training01,34efq7,1,response,stoota,4732.385000000002,18729.578,18742.676,4732.385000000002,18729.578,18742.676,0,4732.385000000002,14010.290999999997,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,STOO,_01.png,_02.png,,STOO_TA_01.png,STOO_TA_02.png,STOOTA,,,,,,,,,,,,,,,,,,
20,1686658477049,13/06/2023 12:14:37,1686662077049,1,13/06/2023 14:14:37,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,1,Training01,Training01,34efq7,1,response,stoota,4732.385000000002,18912.901999999995,18917.576000000372,4732.385000000002,18912.901999999995,18917.576000000372,0,4732.385000000002,14185.19100000037,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,STOO,_01.png,_02.png,,STOO_TA_01.png,STOO_TA_02.png,STOOTA,,,,,,,,,,,,,,,,,,
21,1686658490291,13/06/2023 12:14:50,1686662090291,1,13/06/2023 14:14:50,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,1,Training01,Training01,34efq7,1,response,STOOTA,4732.385000000002,32143.610999999997,32160.176,4732.385000000002,32143.610999999997,32160.176,1,4732.385000000002,27427.790999999997,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,STOO,_01.png,_02.png,,STOO_TA_01.png,STOO_TA_02.png,STOOTA,,,,,,,,,,,,,,,,,,
22,1686658497208,13/06/2023 12:14:57,1686662097208,1,13/06/2023 14:14:57,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,2,Training01,Training01,34efq7,1,response,CHORTU,2949.3880000000063,6915.304000000004,6931.938000000009,2949.3880000000063,6915.304000000004,6931.938000000009,1,2949.3880000000063,3982.550000000003,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,CHOR,_01.png,_02.png,,CHOR_TU_01.png,CHOR_TU_02.png,CHORTU,,,,,,,,,,,,,,,,,,
23,1686658501741,13/06/2023 12:15:01,1686662101741,1,13/06/2023 14:15:01,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,3,Training01,Training01,34efq7,1,response,BLARTA,2199.6119999999937,4532.391999999993,4549.014999999985,2199.6119999999937,4532.391999999993,4549.014999999985,1,2199.6119999999937,2349.402999999991,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1,,,,,BLAR,_01.png,_02.png,,BLAR_TA_01.png,BLAR_TA_02.png,BLARTA,,,,,,,,,,,,,,,,,,
24,1686658506647,13/06/2023 12:15:06,1686662106647,1,13/06/2023 14:15:06,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,4,Training01,Training01,34efq7,1,response,DREETI,2266.201000000001,4915.670000000013,4924.9689999996335,2266.201000000001,4915.670000000013,4924.9689999996335,1,2266.201000000001,2658.7679999996326,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,DREE,_01.png,_02.png,,DREE_TI_01.png,DREE_TI_02.png,DREETI,,,,,,,,,,,,,,,,,,
25,1686658511329,13/06/2023 12:15:11,1686662111329,1,13/06/2023 14:15:11,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,5,Training01,Training01,34efq7,1,response,SNURTU,1683.0499999999884,4682.4209999999875,4691.099000000366,1683.0499999999884,4682.4209999999875,4691.099000000366,1,1683.0499999999884,3008.0490000003774,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,SNUR,_01.png,_02.png,,SNUR_TU_01.png,SNUR_TU_02.png,SNURTU,,,,,,,,,,,,,,,,,,
26,1686658517052,13/06/2023 12:15:17,1686662117052,1,13/06/2023 14:15:17,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,6,Training01,Training01,34efq7,1,response,PHAITI,2482.8360000000102,5715.49500000001,5732.077999998888,2482.8360000000102,5715.49500000001,5732.077999998888,1,2482.8360000000102,3249.241999998878,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,1, ,,,,PHAI,_01.png,_02.png,,PHAI_TI_01.png,PHAI_TI_02.png,PHAITI,,,,,,,,,,,,,,,,,,
27,1686658522345,13/06/2023 12:15:22,1686662122345,1,13/06/2023 14:15:22,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,7,Training01,Training01,34efq7,1,response,DREETA,2782.7869999999966,5298.975999999995,5308.882999999623,2782.7869999999966,5298.975999999995,5308.882999999623,1,2782.7869999999966,2526.0959999996267,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,DREE,_01.png,_02.png,,DREE_TA_01.png,DREE_TA_02.png,DREETA,,,,,,,,,,,,,,,,,,
28,1686658526446,13/06/2023 12:15:26,1686662126446,1,13/06/2023 14:15:26,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,8,Training01,Training01,34efq7,1,response,BLARTU,1932.9670000000042,4099.165999999997,4111.506999999256,1932.9670000000042,4099.165999999997,4111.506999999256,1,1932.9670000000042,2178.5399999992514,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,BLAR,_01.png,_02.png,,BLAR_TU_01.png,BLAR_TU_02.png,BLARTU,,,,,,,,,,,,,,,,,,
29,1686658531075,13/06/2023 12:15:31,1686662131075,1,13/06/2023 14:15:31,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,9,Training01,Training01,34efq7,1,response,CHORTI,1466.3580000000075,4632.44200000001,4640.440999998886,1466.3580000000075,4632.44200000001,4640.440999998886,1,1466.3580000000075,3174.082999998878,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,CHOR,_01.png,_02.png,,CHOR_TI_01.png,CHOR_TI_02.png,CHORTI,,,,,,,,,,,,,,,,,,
30,1686658535308,13/06/2023 12:15:35,1686662135308,1,13/06/2023 14:15:35,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,10,Training01,Training01,34efq7,1,response,SNURTA,1433.0209999999788,4232.484999999986,4242.099000000366,1433.0209999999788,4232.484999999986,4242.099000000366,1,1433.0209999999788,2809.078000000387,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,SNUR,_01.png,_02.png,,SNUR_TA_01.png,SNUR_TA_02.png,SNURTA,,,,,,,,,,,,,,,,,,
31,1686658539095,13/06/2023 12:15:39,1686662139095,1,13/06/2023 14:15:39,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,11,Training01,Training01,34efq7,1,response,STOOTI,1233.0380000000005,3782.554999999993,3797.1140000003797,1233.0380000000005,3782.554999999993,3797.1140000003797,1,1233.0380000000005,2564.0760000003793,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,STOO,_01.png,_02.png,,STOO_TI_01.png,STOO_TI_02.png,STOOTI,,,,,,,,,,,,,,,,,,
32,1686658545527,13/06/2023 12:15:45,1686662145527,1,13/06/2023 14:15:45,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,12,Training01,Training01,34efq7,1,response,PHAITU,2266.2300000000105,6432.072000000015,6446.358999999269,2266.2300000000105,6432.072000000015,6446.358999999269,1,2266.2300000000105,4180.128999999259,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,2, ,,,,PHAI,_01.png,_02.png,,PHAI_TU_01.png,PHAI_TU_02.png,PHAITU,,,,,,,,,,,,,,,,,,
33,1686658548643,13/06/2023 12:15:48,1686662148643,1,13/06/2023 14:15:48,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,13,Training01,Training01,34efq7,1,response,CHORTA,1183.1089999999967,3116.0020000000077,3130.686999999627,1183.1089999999967,3116.0020000000077,3130.686999999627,1,1183.1089999999967,1947.5779999996303,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,CHOR,_01.png,_02.png,,CHOR_TA_01.png,CHOR_TA_02.png,CHORTA,,,,,,,,,,,,,,,,,,
34,1686658552938,13/06/2023 12:15:52,1686662152938,1,13/06/2023 14:15:52,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,14,Training01,Training01,34efq7,1,response,STOOTU,1049.8889999999956,4299.149000000005,4308.784999999247,1049.8889999999956,4299.149000000005,4308.784999999247,1,1049.8889999999956,3258.895999999251,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,STOO,_01.png,_02.png,,STOO_TU_01.png,STOO_TU_02.png,STOOTU,,,,,,,,,,,,,,,,,,
35,1686658556199,13/06/2023 12:15:56,1686662156199,1,13/06/2023 14:15:56,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,15,Training01,Training01,34efq7,1,response,BLARTI,1266.4449999999779,3266.0229999999865,3270.935999999987,1266.4449999999779,3266.0229999999865,3270.935999999987,1,1266.4449999999779,2004.491000000009,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,BLAR,_01.png,_02.png,,BLAR_TI_01.png,BLAR_TI_02.png,BLARTI,,,,,,,,,,,,,,,,,,
36,1686658562534,13/06/2023 12:16:02,1686662162534,1,13/06/2023 14:16:02,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,16,Training01,Training01,34efq7,1,response,PHAITA,1849.636999999988,6332.076000000001,6340.212999998883,1849.636999999988,6332.076000000001,6340.212999998883,1,1849.636999999988,4490.575999998895,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,PHAI,_01.png,_02.png,,PHAI_TA_01.png,PHAI_TA_02.png,PHAITA,,,,,,,,,,,,,,,,,,
37,1686658567595,13/06/2023 12:16:07,1686662167595,1,13/06/2023 14:16:07,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,17,Training01,Training01,34efq7,1,response,DREETU,1816.310999999987,5065.695999999996,5068.936999999627,1816.310999999987,5065.695999999996,5068.936999999627,1,1816.310999999987,3252.62599999964,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,DREE,_01.png,_02.png,,DREE_TU_01.png,DREE_TU_02.png,DREETU,,,,,,,,,,,,,,,,,,
38,1686658571998,13/06/2023 12:16:11,1686662171998,1,13/06/2023 14:16:11,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,18,Training01,Training01,34efq7,1,response,SNURTI,1433.015000000014,4399.070999999996,4406.740999999631,1433.015000000014,4399.070999999996,4406.740999999631,1,1433.015000000014,2973.7259999996168,0,,Single Text Entry,TextResponseA,4,object-97,Training01,,3, ,,,,SNUR,_01.png,_02.png,,SNUR_TI_01.png,SNUR_TI_02.png,SNURTI,,,,,,,,,,,,,,,,,,
39,1686658572001,13/06/2023 12:16:12,1686662172001,1,13/06/2023 14:16:12,136362,2,task-5j4a,,30033770,60fa9db86962e340766fcd80,8944473,,complete,,64886b5c1060c0fe407b4c29,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1536x864,1536x722,,Noun-Number Training (Clone),1,Noun Number Training,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1686658702049,13/06/2023 12:18:22,1686662302049,1,13/06/2023 14:18:22,136362,2,task-5j4a,,30034010,615d8a94a76a15626da937c5,8944532,,complete,,64886c957204f93a43e1f9fb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1686658703738,13/06/2023 12:18:23,1686662303738,1,13/06/2023 14:18:23,136362,2,task-5j4a,,30034010,615d8a94a76a15626da937c5,8944532,,complete,,64886c957204f93a43e1f9fb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions1,l6tegj,1,continue,,1696.5930000029803,1694.451,1696.5930000029803,1696.5930000029803,1694.451,1696.5930000029803,1,1696.5930000029803,0,0,,Click To Continue,Continue Button,2,object-8,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1686658706780,13/06/2023 12:18:26,1686662306780,1,13/06/2023 14:18:26,136362,2,task-5j4a,,30034010,615d8a94a76a15626da937c5,8944532,,complete,,64886c957204f93a43e1f9fb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions2,m22b5k,2,continue,,3044.84199999851,3040.057,3044.84199999851,3044.84199999851,3040.057,3044.84199999851,1,3044.84199999851,0,0,,Click To Continue,Continue Button,2,object-26,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1686658707590,13/06/2023 12:18:27,1686662307590,1,13/06/2023 14:18:27,136362,2,task-5j4a,,30034010,615d8a94a76a15626da937c5,8944532,,complete,,64886c957204f93a43e1f9fb,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x961,,Noun-Number Training (Clone),1,Noun Number Training,1,Instructions01,Instructions3,1nixcc,3,continue,,814.3230000000012,807.3780000000006,814.3230000000012,814.3230000000012,807.3780000000006,814.3230000000012,1,814.3230000000012,0,0,,Click To Continue,Continue Button,2,object-126,Instructions01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
