Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-3q16,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet
1,1685177606884,27/05/2023 08:53:26,1685181206884,1,27/05/2023 10:53:26,128616,14,task-58je,,29752035,63d43d292c81d8618d4ccd19,8853937,,complete,,6471ce0a719d4596b431508f,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1368x912,1368x761,,End Screen,2,Singular-Plural,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1685177609400,27/05/2023 08:53:29,1685181209400,1,27/05/2023 10:53:29,128616,14,task-58je,,29752035,63d43d292c81d8618d4ccd19,8853937,,complete,,6471ce0a719d4596b431508f,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1368x912,1368x761,,End Screen,2,Singular-Plural,Spreadsheet1,1,End,Screen 1,otfijt,1,continue,,2546.350000011921,2534.959,2546.350000011921,2546.350000011921,2534.959,2546.350000011921,1,2546.350000011921,0,0,,Click To Continue,Continue Button,2,object-4,End,
3,1685177609402,27/05/2023 08:53:29,1685181209402,1,27/05/2023 10:53:29,128616,14,task-58je,,29752035,63d43d292c81d8618d4ccd19,8853937,,complete,,6471ce0a719d4596b431508f,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1368x912,1368x761,,End Screen,2,Singular-Plural,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1685177640317,27/05/2023 08:54:00,1685181240317,1,27/05/2023 10:54:00,128616,14,task-58je,,29752050,5ae9cde00335e200019e9eed,8853909,,complete,,6471ce2f877fce52d17b23ce,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x601,,End Screen,2,Singular-Plural,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1685177643068,27/05/2023 08:54:03,1685181243068,1,27/05/2023 10:54:03,128616,14,task-58je,,29752050,5ae9cde00335e200019e9eed,8853909,,complete,,6471ce2f877fce52d17b23ce,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x601,,End Screen,2,Singular-Plural,Spreadsheet1,1,End,Screen 1,otfijt,1,continue,,2756.318,2750.2309999999998,2756.318,2756.318,2750.2309999999998,2756.318,1,2756.318,0,0,,Click To Continue,Continue Button,2,object-4,End,
3,1685177643069,27/05/2023 08:54:03,1685181243069,1,27/05/2023 10:54:03,128616,14,task-58je,,29752050,5ae9cde00335e200019e9eed,8853909,,complete,,6471ce2f877fce52d17b23ce,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x601,,End Screen,2,Singular-Plural,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1685177659599,27/05/2023 08:54:19,1685181259599,1,27/05/2023 10:54:19,128616,14,task-58je,,29752064,5f1587d28ee50f036977fe26,8853912,,complete,,6471ce5c502af47d39a2ef3f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 108.0.0.0,1440x900,710x825,,End Screen,2,Dual-Plural,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1685177665511,27/05/2023 08:54:25,1685181265511,1,27/05/2023 10:54:25,128616,14,task-58je,,29752064,5f1587d28ee50f036977fe26,8853912,,complete,,6471ce5c502af47d39a2ef3f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 108.0.0.0,1440x900,710x825,,End Screen,2,Dual-Plural,Spreadsheet1,1,End,Screen 1,otfijt,1,continue,,5939.819999904633,5933.0960000000005,5939.819999904633,5939.819999904633,5933.0960000000005,5939.819999904633,1,5939.819999904633,0,0,,Click To Continue,Continue Button,2,object-4,End,
3,1685177665514,27/05/2023 08:54:25,1685181265514,1,27/05/2023 10:54:25,128616,14,task-58je,,29752064,5f1587d28ee50f036977fe26,8853912,,complete,,6471ce5c502af47d39a2ef3f,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 108.0.0.0,1440x900,710x825,,End Screen,2,Dual-Plural,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1685177665966,27/05/2023 08:54:25,1685181265966,1,27/05/2023 10:54:25,128616,14,task-58je,,29752070,62fb7b54ec4bc537f3efe2de,8853984,,complete,,6471d199d9c3080c505082a2,computer,Desktop or Laptop,Ubuntu undefined,Firefox 113.0,3840x2160,1962x1793,,End Screen,2,Dual-Plural,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1685177667358,27/05/2023 08:54:27,1685181267358,1,27/05/2023 10:54:27,128616,14,task-58je,,29752070,62fb7b54ec4bc537f3efe2de,8853984,,complete,,6471d199d9c3080c505082a2,computer,Desktop or Laptop,Ubuntu undefined,Firefox 113.0,3840x2160,1962x1793,,End Screen,2,Dual-Plural,Spreadsheet1,1,End,Screen 1,otfijt,1,continue,,1400.74,1391.3999999999999,1400.74,1400.74,1391.3999999999999,1400.74,1,1400.74,0,0,,Click To Continue,Continue Button,2,object-4,End,
3,1685177667360,27/05/2023 08:54:27,1685181267360,1,27/05/2023 10:54:27,128616,14,task-58je,,29752070,62fb7b54ec4bc537f3efe2de,8853984,,complete,,6471d199d9c3080c505082a2,computer,Desktop or Laptop,Ubuntu undefined,Firefox 113.0,3840x2160,1962x1793,,End Screen,2,Dual-Plural,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1685177692979,27/05/2023 08:54:52,1685181292979,1,27/05/2023 10:54:52,128616,14,task-58je,,29752087,63492e4af391f35c12314fa5,8853981,,complete,,6471d16e6328d64d24f47e13,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,2048x1152,2048x1042,,End Screen,2,Dual-Plural,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1685177694852,27/05/2023 08:54:54,1685181294852,1,27/05/2023 10:54:54,128616,14,task-58je,,29752087,63492e4af391f35c12314fa5,8853981,,complete,,6471d16e6328d64d24f47e13,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,2048x1152,2048x1042,,End Screen,2,Dual-Plural,Spreadsheet1,1,End,Screen 1,otfijt,1,continue,,1880.15900000298,1876.243,1880.15900000298,1880.15900000298,1876.243,1880.15900000298,1,1880.15900000298,0,0,,Click To Continue,Continue Button,2,object-4,End,
3,1685177694853,27/05/2023 08:54:54,1685181294853,1,27/05/2023 10:54:54,128616,14,task-58je,,29752087,63492e4af391f35c12314fa5,8853981,,complete,,6471d16e6328d64d24f47e13,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,2048x1152,2048x1042,,End Screen,2,Dual-Plural,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1685177740592,27/05/2023 08:55:40,1685181340592,1,27/05/2023 10:55:40,128616,14,task-58je,,29752103,61fa9085d42cb19beec4915d,8853987,,complete,,6471d1c3fd44eb64fb8adcf2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,End Screen,2,Singular-Dual,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1685177745942,27/05/2023 08:55:45,1685181345942,1,27/05/2023 10:55:45,128616,14,task-58je,,29752103,61fa9085d42cb19beec4915d,8853987,,complete,,6471d1c3fd44eb64fb8adcf2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,End Screen,2,Singular-Dual,Spreadsheet1,1,End,Screen 1,otfijt,1,continue,,5373.608000095367,5366.995,5373.608000095367,5373.608000095367,5366.995,5373.608000095367,1,5373.608000095367,0,0,,Click To Continue,Continue Button,2,object-4,End,
3,1685177745945,27/05/2023 08:55:45,1685181345945,1,27/05/2023 10:55:45,128616,14,task-58je,,29752103,61fa9085d42cb19beec4915d,8853987,,complete,,6471d1c3fd44eb64fb8adcf2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,End Screen,2,Singular-Dual,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1685177745392,27/05/2023 08:55:45,1685181345392,1,27/05/2023 10:55:45,128616,14,task-58je,,29752104,62850a9d45988f3a749581e0,8853977,,complete,,6471d15c2f0052ffa89e66e3,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1536x754,,End Screen,2,Singular-Dual,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1685177747193,27/05/2023 08:55:47,1685181347193,1,27/05/2023 10:55:47,128616,14,task-58je,,29752104,62850a9d45988f3a749581e0,8853977,,complete,,6471d15c2f0052ffa89e66e3,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1536x754,,End Screen,2,Singular-Dual,Spreadsheet1,1,End,Screen 1,otfijt,1,continue,,3456.3999999910593,3453.566,3456.3999999910593,3456.3999999910593,3453.566,3456.3999999910593,1,3456.3999999910593,0,0,,Click To Continue,Continue Button,2,object-4,End,
3,1685177747195,27/05/2023 08:55:47,1685181347195,1,27/05/2023 10:55:47,128616,14,task-58je,,29752104,62850a9d45988f3a749581e0,8853977,,complete,,6471d15c2f0052ffa89e66e3,computer,Desktop or Laptop,Windows 10,Edge 113.0.1774.50,1536x864,1536x754,,End Screen,2,Singular-Dual,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1685177768565,27/05/2023 08:56:08,1685181368565,1,27/05/2023 10:56:08,128616,14,task-58je,,29752110,6140e84e88a8dd365dc87c6b,8853960,,complete,,6471d08ccacb43e16f4e98ee,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1800x1125,,End Screen,2,Dual-Plural,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1685177771587,27/05/2023 08:56:11,1685181371587,1,27/05/2023 10:56:11,128616,14,task-58je,,29752110,6140e84e88a8dd365dc87c6b,8853960,,complete,,6471d08ccacb43e16f4e98ee,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1800x1125,,End Screen,2,Dual-Plural,Spreadsheet1,1,End,Screen 1,otfijt,1,continue,,3032.5539999821185,3016.546,3032.5539999821185,3032.5539999821185,3016.546,3032.5539999821185,1,3032.5539999821185,0,0,,Click To Continue,Continue Button,2,object-4,End,
3,1685177771589,27/05/2023 08:56:11,1685181371589,1,27/05/2023 10:56:11,128616,14,task-58je,,29752110,6140e84e88a8dd365dc87c6b,8853960,,complete,,6471d08ccacb43e16f4e98ee,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1800x1125,,End Screen,2,Dual-Plural,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1685177787931,27/05/2023 08:56:27,1685181387931,1,27/05/2023 10:56:27,128616,14,task-58je,,29752114,5b52f4933234ab00014ca442,8853964,,complete,,6471d0c048066ed4b3375ca4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x789,,End Screen,2,Singular-Plural,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1685177790254,27/05/2023 08:56:30,1685181390254,1,27/05/2023 10:56:30,128616,14,task-58je,,29752114,5b52f4933234ab00014ca442,8853964,,complete,,6471d0c048066ed4b3375ca4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x789,,End Screen,2,Singular-Plural,Spreadsheet1,1,End,Screen 1,otfijt,1,continue,,2339.917999904633,2333.5249999999996,2339.917999904633,2339.917999904633,2333.5249999999996,2339.917999904633,1,2339.917999904633,0,0,,Click To Continue,Continue Button,2,object-4,End,
3,1685177790255,27/05/2023 08:56:30,1685181390255,1,27/05/2023 10:56:30,128616,14,task-58je,,29752114,5b52f4933234ab00014ca442,8853964,,complete,,6471d0c048066ed4b3375ca4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x789,,End Screen,2,Singular-Plural,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1685177793457,27/05/2023 08:56:33,1685181393457,1,27/05/2023 10:56:33,128616,14,task-58je,,29752117,57843b986475d400015a8e45,8853969,,complete,,6471d0fe88b3f3b0bc17aeca,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x1024,1280x881,,End Screen,2,Singular-Plural,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1685177795236,27/05/2023 08:56:35,1685181395236,1,27/05/2023 10:56:35,128616,14,task-58je,,29752117,57843b986475d400015a8e45,8853969,,complete,,6471d0fe88b3f3b0bc17aeca,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x1024,1280x881,,End Screen,2,Singular-Plural,Spreadsheet1,1,End,Screen 1,otfijt,1,continue,,1796.5059999940395,1782.75,1796.5059999940395,1796.5059999940395,1782.75,1796.5059999940395,1,1796.5059999940395,0,0,,Click To Continue,Continue Button,2,object-4,End,
3,1685177795237,27/05/2023 08:56:35,1685181395237,1,27/05/2023 10:56:35,128616,14,task-58je,,29752117,57843b986475d400015a8e45,8853969,,complete,,6471d0fe88b3f3b0bc17aeca,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x1024,1280x881,,End Screen,2,Singular-Plural,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1685177794216,27/05/2023 08:56:34,1685181394216,1,27/05/2023 10:56:34,128616,14,task-58je,,29752118,5cd5e34157a78e001c1bbf99,8853966,,complete,,6471d0c44a2e150a6ac62c8e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1416x821,,End Screen,2,Dual-Plural,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1685177796334,27/05/2023 08:56:36,1685181396334,1,27/05/2023 10:56:36,128616,14,task-58je,,29752118,5cd5e34157a78e001c1bbf99,8853966,,complete,,6471d0c44a2e150a6ac62c8e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1416x821,,End Screen,2,Dual-Plural,Spreadsheet1,1,End,Screen 1,otfijt,1,continue,,2125.385000143051,2099.9159999999997,2125.385000143051,2125.385000143051,2099.9159999999997,2125.385000143051,1,2125.385000143051,0,0,,Click To Continue,Continue Button,2,object-4,End,
3,1685177796339,27/05/2023 08:56:36,1685181396339,1,27/05/2023 10:56:36,128616,14,task-58je,,29752118,5cd5e34157a78e001c1bbf99,8853966,,complete,,6471d0c44a2e150a6ac62c8e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1416x821,,End Screen,2,Dual-Plural,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1685177804452,27/05/2023 08:56:44,1685181404452,1,27/05/2023 10:56:44,128616,14,task-58je,,29752119,637e81c7412aa8b5096fb176,8853986,,complete,,6471d0b6b221dca56b1dbd05,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x657,,End Screen,2,Singular-Plural,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1685177806603,27/05/2023 08:56:46,1685181406603,1,27/05/2023 10:56:46,128616,14,task-58je,,29752119,637e81c7412aa8b5096fb176,8853986,,complete,,6471d0b6b221dca56b1dbd05,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x657,,End Screen,2,Singular-Plural,Spreadsheet1,1,End,Screen 1,otfijt,1,continue,,2171.9700000000003,2155.425,2171.9700000000003,2171.9700000000003,2155.425,2171.9700000000003,1,2171.9700000000003,0,0,,Click To Continue,Continue Button,2,object-4,End,
3,1685177806606,27/05/2023 08:56:46,1685181406606,1,27/05/2023 10:56:46,128616,14,task-58je,,29752119,637e81c7412aa8b5096fb176,8853986,,complete,,6471d0b6b221dca56b1dbd05,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x657,,End Screen,2,Singular-Plural,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1685177807633,27/05/2023 08:56:47,1685181407633,1,27/05/2023 10:56:47,128616,14,task-58je,,29752122,567c1cc8b7d79a0012b273ef,8853967,,complete,,6471d039c368cba780e2d179,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,End Screen,2,Singular-Dual,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1685177810952,27/05/2023 08:56:50,1685181410952,1,27/05/2023 10:56:50,128616,14,task-58je,,29752122,567c1cc8b7d79a0012b273ef,8853967,,complete,,6471d039c368cba780e2d179,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,End Screen,2,Singular-Dual,Spreadsheet1,1,End,Screen 1,otfijt,1,continue,,3348.544,3333.322,3348.544,3348.544,3333.322,3348.544,1,3348.544,0,0,,Click To Continue,Continue Button,2,object-4,End,
3,1685177810955,27/05/2023 08:56:50,1685181410955,1,27/05/2023 10:56:50,128616,14,task-58je,,29752122,567c1cc8b7d79a0012b273ef,8853967,,complete,,6471d039c368cba780e2d179,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,End Screen,2,Singular-Dual,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1685177826674,27/05/2023 08:57:06,1685181426674,1,27/05/2023 10:57:06,128616,14,task-58je,,29752129,63d82d45988af85ef284c7b4,8853976,,complete,,6471d0d7ec2ac34f45bc246a,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,End Screen,2,Singular-Plural,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1685177830246,27/05/2023 08:57:10,1685181430246,1,27/05/2023 10:57:10,128616,14,task-58je,,29752129,63d82d45988af85ef284c7b4,8853976,,complete,,6471d0d7ec2ac34f45bc246a,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,End Screen,2,Singular-Plural,Spreadsheet1,1,End,Screen 1,otfijt,1,continue,,3591.4890000000933,3584.6810000000005,3591.4890000000933,3591.4890000000933,3584.6810000000005,3591.4890000000933,1,3591.4890000000933,0,0,,Click To Continue,Continue Button,2,object-4,End,
3,1685177830249,27/05/2023 08:57:10,1685181430249,1,27/05/2023 10:57:10,128616,14,task-58je,,29752129,63d82d45988af85ef284c7b4,8853976,,complete,,6471d0d7ec2ac34f45bc246a,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x937,,End Screen,2,Singular-Plural,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1685177837930,27/05/2023 08:57:17,1685181437930,1,27/05/2023 10:57:17,128616,14,task-58je,,29752132,62eba3f3f2926f945ac33310,8853972,,complete,,6471d12607d29e0a876a433e,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x947,,End Screen,2,Singular-Plural,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1685177839521,27/05/2023 08:57:19,1685181439521,1,27/05/2023 10:57:19,128616,14,task-58je,,29752132,62eba3f3f2926f945ac33310,8853972,,complete,,6471d12607d29e0a876a433e,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x947,,End Screen,2,Singular-Plural,Spreadsheet1,1,End,Screen 1,otfijt,1,continue,,2260.1999999997206,2257.362,2260.1999999997206,2260.1999999997206,2257.362,2260.1999999997206,1,2260.1999999997206,0,0,,Click To Continue,Continue Button,2,object-4,End,
3,1685177839523,27/05/2023 08:57:19,1685181439523,1,27/05/2023 10:57:19,128616,14,task-58je,,29752132,62eba3f3f2926f945ac33310,8853972,,complete,,6471d12607d29e0a876a433e,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1920x1080,1920x947,,End Screen,2,Singular-Plural,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1685177857227,27/05/2023 08:57:37,1685181457227,1,27/05/2023 10:57:37,128616,14,task-58je,,29752135,64136650748e4e17c18e1900,8853995,,complete,,6471d1d1b7af89dc9f1fc42c,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x601,,End Screen,2,Singular-Dual,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1685177859327,27/05/2023 08:57:39,1685181459327,1,27/05/2023 10:57:39,128616,14,task-58je,,29752135,64136650748e4e17c18e1900,8853995,,complete,,6471d1d1b7af89dc9f1fc42c,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x601,,End Screen,2,Singular-Dual,Spreadsheet1,1,End,Screen 1,otfijt,1,continue,,2120.7530001430514,2114.736,2120.7530001430514,2120.7530001430514,2114.736,2120.7530001430514,1,2120.7530001430514,0,0,,Click To Continue,Continue Button,2,object-4,End,
3,1685177859329,27/05/2023 08:57:39,1685181459329,1,27/05/2023 10:57:39,128616,14,task-58je,,29752135,64136650748e4e17c18e1900,8853995,,complete,,6471d1d1b7af89dc9f1fc42c,computer,Desktop or Laptop,Windows 10,Chrome 113.0.0.0,1280x720,1280x601,,End Screen,2,Singular-Dual,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1685177862907,27/05/2023 08:57:42,1685181462907,1,27/05/2023 10:57:42,128616,14,task-58je,,29752138,5ed94270ad37064ae646dfd7,8853978,,complete,,6471d17098ab16c89757b7db,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,2048x1152,2048x969,,End Screen,2,Singular-Dual,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1685177865153,27/05/2023 08:57:45,1685181465153,1,27/05/2023 10:57:45,128616,14,task-58je,,29752138,5ed94270ad37064ae646dfd7,8853978,,complete,,6471d17098ab16c89757b7db,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,2048x1152,2048x969,,End Screen,2,Singular-Dual,Spreadsheet1,1,End,Screen 1,otfijt,1,continue,,2250.8810000000003,2234.2090000000003,2250.8810000000003,2250.8810000000003,2234.2090000000003,2250.8810000000003,1,2250.8810000000003,0,0,,Click To Continue,Continue Button,2,object-4,End,
3,1685177865154,27/05/2023 08:57:45,1685181465154,1,27/05/2023 10:57:45,128616,14,task-58je,,29752138,5ed94270ad37064ae646dfd7,8853978,,complete,,6471d17098ab16c89757b7db,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,2048x1152,2048x969,,End Screen,2,Singular-Dual,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1685177887548,27/05/2023 08:58:07,1685181487548,1,27/05/2023 10:58:07,128616,14,task-58je,,29752143,62b23e7c1c650729ac897e46,8853983,,complete,,6471d0340f9cc92d85bc246f,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1920x1080,1920x904,,End Screen,2,Dual-Plural,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1685177891840,27/05/2023 08:58:11,1685181491840,1,27/05/2023 10:58:11,128616,14,task-58je,,29752143,62b23e7c1c650729ac897e46,8853983,,complete,,6471d0340f9cc92d85bc246f,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1920x1080,1920x904,,End Screen,2,Dual-Plural,Spreadsheet1,1,End,Screen 1,otfijt,1,continue,,4893.200000762939,4882.537,4893.200000762939,4893.200000762939,4882.537,4893.200000762939,1,4893.200000762939,0,0,,Click To Continue,Continue Button,2,object-4,End,
3,1685177891841,27/05/2023 08:58:11,1685181491841,1,27/05/2023 10:58:11,128616,14,task-58je,,29752143,62b23e7c1c650729ac897e46,8853983,,complete,,6471d0340f9cc92d85bc246f,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1920x1080,1920x904,,End Screen,2,Dual-Plural,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1685177964370,27/05/2023 08:59:24,1685181564370,1,27/05/2023 10:59:24,128616,14,task-58je,,29752158,608b0f7f4699c09aa348c57f,8853948,,complete,,6471cff2403a9de03ece3666,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1280x720,1422x641,,End Screen,2,Singular-Dual,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1685177967097,27/05/2023 08:59:27,1685181567097,1,27/05/2023 10:59:27,128616,14,task-58je,,29752158,608b0f7f4699c09aa348c57f,8853948,,complete,,6471cff2403a9de03ece3666,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1280x720,1422x641,,End Screen,2,Singular-Dual,Spreadsheet1,1,End,Screen 1,otfijt,1,continue,,2733.8320000000012,2716.9990000000007,2733.8320000000012,2733.8320000000012,2716.9990000000007,2733.8320000000012,1,2733.8320000000012,0,0,,Click To Continue,Continue Button,2,object-4,End,
3,1685177967105,27/05/2023 08:59:27,1685181567105,1,27/05/2023 10:59:27,128616,14,task-58je,,29752158,608b0f7f4699c09aa348c57f,8853948,,complete,,6471cff2403a9de03ece3666,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1280x720,1422x641,,End Screen,2,Singular-Dual,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1685177960992,27/05/2023 08:59:20,1685181560992,1,27/05/2023 10:59:20,128616,14,task-58je,,29752160,63d3fac0c5bcb3f6b0d48984,8853994,,complete,,6471d217828d6c2c3fc62cb3,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1920x1080,1920x919,,End Screen,2,Dual-Plural,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
2,1685177964115,27/05/2023 08:59:24,1685181564115,1,27/05/2023 10:59:24,128616,14,task-58je,,29752160,63d3fac0c5bcb3f6b0d48984,8853994,,complete,,6471d217828d6c2c3fc62cb3,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1920x1080,1920x919,,End Screen,2,Dual-Plural,Spreadsheet1,1,End,Screen 1,otfijt,1,continue,,3123.8799999999997,3119.7599999999998,3123.8799999999997,3123.8799999999997,3119.7599999999998,3123.8799999999997,1,3123.8799999999997,0,0,,Click To Continue,Continue Button,2,object-4,End,
3,1685177964116,27/05/2023 08:59:24,1685181564116,1,27/05/2023 10:59:24,128616,14,task-58je,,29752160,63d3fac0c5bcb3f6b0d48984,8853994,,complete,,6471d217828d6c2c3fc62cb3,computer,Desktop or Laptop,Windows 10,Firefox 113.0,1920x1080,1920x919,,End Screen,2,Dual-Plural,Spreadsheet1,,,,,,,END,,,,,,,0,,,,,,,,,,
1,1685177976587,27/05/2023 08:59:36,1685181576587,1,27/05/2023 10:59:36,128616,14,task-58je,,29752164,63d16db590b1cad99178a991,8853992,,complete,,6471d1f8bce542bef7f83f10,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1536x754,,End Screen,2,Dual-Plural,Spreadsheet1,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,
