Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-3q16,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: CorrectAnswer,Spreadsheet: TestCorrectAnswer,Manipulation: Spreadsheet,Store: correct,Store: total
1,1685030126839,25/05/2023 15:55:26,1685033726839,1,25/05/2023 17:55:26,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1685030132295,25/05/2023 15:55:32,1685033732295,1,25/05/2023 17:55:32,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,1,Instructions02,Instructions02,g2b1f4,1,continue,,5491.531,5481.373,5491.531,5491.531,5481.373,5491.531,1,5491.531,0,0,,Click To Continue,Continue Button,2,object-79,Instructions02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1685030136831,25/05/2023 15:55:36,1685033736831,1,25/05/2023 17:55:36,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,1,Testing02,Testing 02,hvzr65,1,response,DREE_TI_02.png,4547.057999999442,4531.7789999999995,4547.057999999442,4547.057999999442,4531.7789999999995,4547.057999999442,0,4547.057999999442,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TA,DREE,_01.png,_02.png,,,,,DREE_TA_01.png,DREE_TI_02.png,DREE_TA_02.png,,,,,,,,,DREE_TA_02.png,,,
4,1685030139459,25/05/2023 15:55:39,1685033739459,1,25/05/2023 17:55:39,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,2,Testing02,Testing 02,hvzr65,1,response,CHOR_TI_02.png,2643.379000000001,2632.3110000000015,2643.379000000001,2643.379000000001,2632.3110000000015,2643.379000000001,1,2643.379000000001,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TI,CHOR,_01.png,_02.png,,,,,CHOR_TI_01.png,CHOR_TU_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TI_02.png,,,
5,1685030141180,25/05/2023 15:55:41,1685033741180,1,25/05/2023 17:55:41,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,3,Testing02,Testing 02,hvzr65,1,response,SNUR_TU_02.png,1731.7680000001856,1716.116,1731.7680000001856,1731.7680000001856,1716.116,1731.7680000001856,0,1731.7680000001856,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TA,SNUR,_01.png,_02.png,,,,,SNUR_TA_01.png,SNUR_TA_02.png,SNUR_TU_02.png,,,,,,,,,SNUR_TA_02.png,,,
6,1685030143171,25/05/2023 15:55:43,1685033743171,1,25/05/2023 17:55:43,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,4,Testing02,Testing 02,hvzr65,1,response,BLAR_TU_02.png,2006.8519999994405,1999.2829999999976,2006.8519999994405,2006.8519999994405,1999.2829999999976,2006.8519999994405,1,2006.8519999994405,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TU,BLAR,_01.png,_02.png,,,,,BLAR_TU_01.png,BLAR_TU_02.png,BLAR_TI_02.png,,,,,,,,,BLAR_TU_02.png,,,
7,1685030144844,25/05/2023 15:55:44,1685033744844,1,25/05/2023 17:55:44,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,5,Testing02,Testing 02,hvzr65,1,response,PHAI_TA_02.png,1680.1690000000017,1666.1010000000024,1680.1690000000017,1680.1690000000017,1666.1010000000024,1680.1690000000017,0,1680.1690000000017,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TI,PHAI,_01.png,_02.png,,,,,PHAI_TI_01.png,PHAI_TI_02.png,PHAI_TA_02.png,,,,,,,,,PHAI_TI_02.png,,,
8,1685030146900,25/05/2023 15:55:46,1685033746900,1,25/05/2023 17:55:46,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,6,Testing02,Testing 02,hvzr65,1,response,STOO_TA_02.png,2070.2680000001856,2065.922999999999,2070.2680000001856,2070.2680000001856,2065.922999999999,2070.2680000001856,0,2070.2680000001856,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TU,STOO,_01.png,_02.png,,,,,STOO_TU_01.png,STOO_TA_02.png,STOO_TU_02.png,,,,,,,,,STOO_TU_02.png,,,
9,1685030148372,25/05/2023 15:55:48,1685033748372,1,25/05/2023 17:55:48,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,7,Testing02,Testing 02,hvzr65,1,response,PHAI_TI_02.png,1476.4449999998142,1466.1820000000007,1476.4449999998142,1476.4449999998142,1466.1820000000007,1476.4449999998142,0,1476.4449999998142,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TU,PHAI,_01.png,_02.png,,,,,PHAI_TU_01.png,PHAI_TI_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TU_02.png,,,
10,1685030150059,25/05/2023 15:55:50,1685033750059,1,25/05/2023 17:55:50,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,8,Testing02,Testing 02,hvzr65,1,response,BLAR_TU_02.png,1697.0629999996272,1682.7479999999996,1697.0629999996272,1697.0629999996272,1682.7479999999996,1697.0629999996272,0,1697.0629999996272,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TA,BLAR,_01.png,_02.png,,,,,BLAR_TA_01.png,BLAR_TU_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TA_02.png,,,
11,1685030151219,25/05/2023 15:55:51,1685033751219,1,25/05/2023 17:55:51,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,9,Testing02,Testing 02,hvzr65,1,response,SNUR_TI_02.png,1174.7150000000001,1166.2659999999996,1174.7150000000001,1174.7150000000001,1166.2659999999996,1174.7150000000001,1,1174.7150000000001,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TI,SNUR,_01.png,_02.png,,,,,SNUR_TI_01.png,SNUR_TA_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TI_02.png,,,
12,1685030153388,25/05/2023 15:55:53,1685033753388,1,25/05/2023 17:55:53,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,10,Testing02,Testing 02,hvzr65,1,response,CHOR_TI_02.png,2176.8489999994417,2165.868000000002,2176.8489999994417,2176.8489999994417,2165.868000000002,2176.8489999994417,0,2176.8489999994417,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TA,CHOR,_01.png,_02.png,,,,,CHOR_TA_01.png,CHOR_TA_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TA_02.png,,,
13,1685030155644,25/05/2023 15:55:55,1685033755644,1,25/05/2023 17:55:55,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,11,Testing02,Testing 02,hvzr65,1,response,STOO_TI_02.png,2265.8619999999974,2249.2019999999975,2265.8619999999974,2265.8619999999974,2249.2019999999975,2265.8619999999974,1,2265.8619999999974,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TI,STOO,_01.png,_02.png,,,,,STOO_TI_01.png,STOO_TI_02.png,STOO_TU_02.png,,,,,,,,,STOO_TI_02.png,,,
14,1685030157416,25/05/2023 15:55:57,1685033757416,1,25/05/2023 17:55:57,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,12,Testing02,Testing 02,hvzr65,1,response,DREE_TU_02.png,1789.579000000187,1782.7340000000004,1789.579000000187,1789.579000000187,1782.7340000000004,1789.579000000187,1,1789.579000000187,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TU,DREE,_01.png,_02.png,,,,,DREE_TU_01.png,DREE_TU_02.png,DREE_TA_02.png,,,,,,,,,DREE_TU_02.png,,,
15,1685030158483,25/05/2023 15:55:58,1685033758483,1,25/05/2023 17:55:58,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,13,Testing02,Testing 02,hvzr65,1,response,BLAR_TI_02.png,1074.6450000000004,1066.321,1074.6450000000004,1074.6450000000004,1066.321,1074.6450000000004,1,1074.6450000000004,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TI,BLAR,_01.png,_02.png,,,,,BLAR_TI_01.png,BLAR_TI_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TI_02.png,,,
16,1685030159667,25/05/2023 15:55:59,1685033759667,1,25/05/2023 17:55:59,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,14,Testing02,Testing 02,hvzr65,1,response,CHOR_TU_02.png,1192.3240000000005,1182.921000000002,1192.3240000000005,1192.3240000000005,1182.921000000002,1192.3240000000005,1,1192.3240000000005,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TU,CHOR,_01.png,_02.png,,,,,CHOR_TU_01.png,CHOR_TA_02.png,CHOR_TU_02.png,,,,,,,,,CHOR_TU_02.png,,,
17,1685030160339,25/05/2023 15:56:00,1685033760339,1,25/05/2023 17:56:00,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,15,Testing02,Testing 02,hvzr65,1,response,SNUR_TI_02.png,680.8029999994396,666.4680000000008,680.8029999994396,680.8029999994396,666.4680000000008,680.8029999994396,0,680.8029999994396,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TU,SNUR,_01.png,_02.png,,,,,SNUR_TU_01.png,SNUR_TU_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TU_02.png,,,
18,1685030162300,25/05/2023 15:56:02,1685033762300,1,25/05/2023 17:56:02,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,16,Testing02,Testing 02,hvzr65,1,response,DREE_TU_02.png,1975.635000000184,1965.9559999999983,1975.635000000184,1975.635000000184,1965.9559999999983,1975.635000000184,0,1975.635000000184,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TI,DREE,_01.png,_02.png,,,,,DREE_TI_01.png,DREE_TU_02.png,DREE_TI_02.png,,,,,,,,,DREE_TI_02.png,,,
19,1685030164403,25/05/2023 15:56:04,1685033764403,1,25/05/2023 17:56:04,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,17,Testing02,Testing 02,hvzr65,1,response,PHAI_TU_02.png,2112.8789999994406,2099.2090000000026,2112.8789999994406,2112.8789999994406,2099.2090000000026,2112.8789999994406,0,2112.8789999994406,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TA,PHAI,_01.png,_02.png,,,,,PHAI_TA_01.png,PHAI_TA_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TA_02.png,,,
20,1685030166019,25/05/2023 15:56:06,1685033766019,1,25/05/2023 17:56:06,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,18,Testing02,Testing 02,hvzr65,1,response,STOO_TI_02.png,1629.7699999999968,1616.1239999999962,1629.7699999999968,1629.7699999999968,1616.1239999999962,1629.7699999999968,0,1629.7699999999968,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TA,STOO,_01.png,_02.png,,,,,STOO_TA_01.png,STOO_TI_02.png,STOO_TA_02.png,,,,,,,,,STOO_TA_02.png,,,
21,1685030168316,25/05/2023 15:56:08,1685033768316,1,25/05/2023 17:56:08,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,1,Scoring,Score,lbqwfd,1,continue,,2310.745999999628,2299.2119999999995,2310.745999999628,2310.745999999628,2299.2119999999995,2310.745999999628,1,2310.745999999628,0,0,,Click To Continue,Continue Button,2,object-91,Scoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1685030168318,25/05/2023 15:56:08,1685033768318,1,25/05/2023 17:56:08,128616,14,task-gbr3,,29725462,612f5d6f99917199135d35a7,8844135,,complete,,646f92088671d7cd7a0dae8b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 113.0.0.0,1366x768,1366x649,,Noun-Number Testing,4,Singular-Dual,Noun Number Testing,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1685030440696,25/05/2023 16:00:40,1685034040696,1,25/05/2023 18:00:40,128616,14,task-gbr3,,29725658,5f1079a96859bd070a839b9d,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1685030445246,25/05/2023 16:00:45,1685034045246,1,25/05/2023 18:00:45,128616,14,task-gbr3,,29725658,5f1079a96859bd070a839b9d,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,1,Instructions02,Instructions02,g2b1f4,1,continue,,5184.5,5168.647,5184.5,5184.5,5168.647,5184.5,1,5184.5,0,0,,Click To Continue,Continue Button,2,object-79,Instructions02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1685030447330,25/05/2023 16:00:47,1685034047330,1,25/05/2023 18:00:47,128616,14,task-gbr3,,29725658,5f1079a96859bd070a839b9d,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,1,Testing02,Testing 02,hvzr65,1,response,BLAR_TI_02.png,2099.916,2083.25,2099.916,2099.916,2083.25,2099.916,0,2099.916,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TU,BLAR,_01.png,_02.png,,,,,BLAR_TU_01.png,BLAR_TU_02.png,BLAR_TI_02.png,,,,,,,,,BLAR_TU_02.png,,,
4,1685030448369,25/05/2023 16:00:48,1685034048369,1,25/05/2023 18:00:48,128616,14,task-gbr3,,29725658,5f1079a96859bd070a839b9d,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,2,Testing02,Testing 02,hvzr65,1,response,PHAI_TA_02.png,1050.2389999999987,1033.5729999999994,1050.2389999999987,1050.2389999999987,1033.5729999999994,1050.2389999999987,0,1050.2389999999987,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TI,PHAI,_01.png,_02.png,,,,,PHAI_TI_01.png,PHAI_TI_02.png,PHAI_TA_02.png,,,,,,,,,PHAI_TI_02.png,,,
5,1685030452241,25/05/2023 16:00:52,1685034052241,1,25/05/2023 18:00:52,128616,14,task-gbr3,,29725658,5f1079a96859bd070a839b9d,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,3,Testing02,Testing 02,hvzr65,1,response,CHOR_TI_02.png,3894.229999928475,3883.178,3894.229999928475,3894.229999928475,3883.178,3894.229999928475,1,3894.229999928475,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TI,CHOR,_01.png,_02.png,,,,,CHOR_TI_01.png,CHOR_TU_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TI_02.png,,,
6,1685030455619,25/05/2023 16:00:55,1685034055619,1,25/05/2023 18:00:55,128616,14,task-gbr3,,29725658,5f1079a96859bd070a839b9d,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,4,Testing02,Testing 02,hvzr65,1,response,DREE_TI_02.png,3389.4519999046333,3383.1980000000003,3389.4519999046333,3389.4519999046333,3383.1980000000003,3389.4519999046333,0,3389.4519999046333,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TA,DREE,_01.png,_02.png,,,,,DREE_TA_01.png,DREE_TI_02.png,DREE_TA_02.png,,,,,,,,,DREE_TA_02.png,,,
7,1685030456908,25/05/2023 16:00:56,1685034056908,1,25/05/2023 18:00:56,128616,14,task-gbr3,,29725658,5f1079a96859bd070a839b9d,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,5,Testing02,Testing 02,hvzr65,1,response,SNUR_TA_02.png,1294.8539999284749,1283.282000000001,1294.8539999284749,1294.8539999284749,1283.282000000001,1294.8539999284749,1,1294.8539999284749,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TA,SNUR,_01.png,_02.png,,,,,SNUR_TA_01.png,SNUR_TA_02.png,SNUR_TU_02.png,,,,,,,,,SNUR_TA_02.png,,,
8,1685030458146,25/05/2023 16:00:58,1685034058146,1,25/05/2023 18:00:58,128616,14,task-gbr3,,29725658,5f1079a96859bd070a839b9d,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,6,Testing02,Testing 02,hvzr65,1,response,STOO_TU_02.png,1249.6719999523157,1233.2839999999997,1249.6719999523157,1249.6719999523157,1233.2839999999997,1249.6719999523157,1,1249.6719999523157,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TU,STOO,_01.png,_02.png,,,,,STOO_TU_01.png,STOO_TA_02.png,STOO_TU_02.png,,,,,,,,,STOO_TU_02.png,,,
9,1685030459168,25/05/2023 16:00:59,1685034059168,1,25/05/2023 18:00:59,128616,14,task-gbr3,,29725658,5f1079a96859bd070a839b9d,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,7,Testing02,Testing 02,hvzr65,1,response,CHOR_TI_02.png,1038.5879999999997,1033.5740000000005,1038.5879999999997,1038.5879999999997,1033.5740000000005,1038.5879999999997,0,1038.5879999999997,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TA,CHOR,_01.png,_02.png,,,,,CHOR_TA_01.png,CHOR_TA_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TA_02.png,,,
10,1685030461006,25/05/2023 16:01:01,1685034061006,1,25/05/2023 18:01:01,128616,14,task-gbr3,,29725658,5f1079a96859bd070a839b9d,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,8,Testing02,Testing 02,hvzr65,1,response,DREE_TU_02.png,1843.1139999046318,1833.2599999999984,1843.1139999046318,1843.1139999046318,1833.2599999999984,1843.1139999046318,1,1843.1139999046318,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TU,DREE,_01.png,_02.png,,,,,DREE_TU_01.png,DREE_TU_02.png,DREE_TA_02.png,,,,,,,,,DREE_TU_02.png,,,
11,1685030462396,25/05/2023 16:01:02,1685034062396,1,25/05/2023 18:01:02,128616,14,task-gbr3,,29725658,5f1079a96859bd070a839b9d,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,9,Testing02,Testing 02,hvzr65,1,response,STOO_TU_02.png,1399.8539999046334,1383.278000000002,1399.8539999046334,1399.8539999046334,1383.278000000002,1399.8539999046334,0,1399.8539999046334,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TI,STOO,_01.png,_02.png,,,,,STOO_TI_01.png,STOO_TI_02.png,STOO_TU_02.png,,,,,,,,,STOO_TI_02.png,,,
12,1685030464286,25/05/2023 16:01:04,1685034064286,1,25/05/2023 18:01:04,128616,14,task-gbr3,,29725658,5f1079a96859bd070a839b9d,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,10,Testing02,Testing 02,hvzr65,1,response,SNUR_TA_02.png,1906.0759999046313,1899.923999999999,1906.0759999046313,1906.0759999046313,1899.923999999999,1906.0759999046313,0,1906.0759999046313,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TI,SNUR,_01.png,_02.png,,,,,SNUR_TI_01.png,SNUR_TA_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TI_02.png,,,
13,1685030465344,25/05/2023 16:01:05,1685034065344,1,25/05/2023 18:01:05,128616,14,task-gbr3,,29725658,5f1079a96859bd070a839b9d,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,11,Testing02,Testing 02,hvzr65,1,response,BLAR_TU_02.png,1064.351999952316,1049.9579999999987,1064.351999952316,1064.351999952316,1049.9579999999987,1064.351999952316,0,1064.351999952316,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TA,BLAR,_01.png,_02.png,,,,,BLAR_TA_01.png,BLAR_TU_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TA_02.png,,,
14,1685030468652,25/05/2023 16:01:08,1685034068652,1,25/05/2023 18:01:08,128616,14,task-gbr3,,29725658,5f1079a96859bd070a839b9d,8844159,,complete,,646f93c23477414a6fca259e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x789,,Noun-Number Testing,4,Singular-Plural,Noun Number Testing,12,Testing02,Testing 02,hvzr65,1,response,PHAI_TU_02.png,3322.1939999046335,3316.5339999999997,3322.1939999046335,3322.1939999046335,3316.5339999999997,3322.1939999046335,1,3322.1939999046335,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TU,PHAI,_01.png,_02.png,,,,,PHAI_TU_01.png,PHAI_TI_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TU_02.png,,,
